delta,condition,period,dyad_id,pair_id,n_matches,median_dt,median_abs_dt,prop_pos,prop_band_150_300
0.1,visible,P3,20170706_11_12,20170706_11_12_02,36,0,0.0999999999999943,0.4166666666666667,0
0.1,visible,P3,20170706_11_12,20170706_11_12_03,38,0,0.0999999999999943,0.2894736842105263,0
0.1,visible,P3,20170710_01_02,20170710_01_02_01,80,0,0.0999999999999943,0.3,0
0.1,visible,P3,20170710_01_02,20170710_01_02_02,80,0,0.0999999999999943,0.325,0
0.1,visible,P3,20170710_01_02,20170710_01_02_03,92,0,0.0999999999999943,0.2826086956521739,0
0.1,visible,P3,20170710_07_08,20170710_07_08_01,18,0,0.0999999999999943,0.4444444444444444,0
0.1,visible,P3,20170710_07_08,20170710_07_08_02,13,0,0,0.23076923076923078,0
0.1,visible,P3,20170710_07_08,20170710_07_08_03,22,0,0.0999999999999943,0.22727272727272727,0
0.1,visible,P3,20170714_01_02,20170714_01_02_01,74,0,0.0999999999999943,0.25675675675675674,0
0.1,visible,P3,20170714_01_02,20170714_01_02_02,83,0,0.0999999999999943,0.25301204819277107,0
0.1,visible,P3,20170714_01_02,20170714_01_02_03,86,0,0.0999999999999943,0.36046511627906974,0
0.1,visible,P3,20170714_03_04,20170714_03_04_01,46,0,0.0999999999999943,0.4782608695652174,0
0.1,visible,P3,20170714_03_04,20170714_03_04_02,47,0,0.0999999999999943,0.2553191489361702,0
0.1,visible,P3,20170714_03_04,20170714_03_04_03,68,0,0.0999999999999943,0.4117647058823529,0
0.1,visible,P3,20170714_05_06,20170714_05_06_01,57,0,0.0999999999999943,0.3333333333333333,0
0.1,visible,P3,20170714_05_06,20170714_05_06_02,61,0,0.0999999999999943,0.39344262295081966,0
0.1,visible,P3,20170714_05_06,20170714_05_06_03,64,0,0.0999999999999943,0.375,0
0.1,visible,P3,20170714_07_08,20170714_07_08_01,22,0,0.0999999999999943,0.2727272727272727,0
0.1,visible,P3,20170714_07_08,20170714_07_08_02,41,0,0.0999999999999943,0.36585365853658536,0
0.1,visible,P3,20170714_07_08,20170714_07_08_03,44,0,0.0999999999999943,0.3181818181818182,0
