n_A,n_B,n_matched,z_S,p_S,ETR,Max_episode,T_overlap,timeline_csv,file_a,file_b,condition
293,210,177,2.222356629,0.01869813,0,0,178.7,out/pair_20170707_03_04_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_03_04_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_03_04_02_B.csv,invisible_pair_Human
291,223,190,2.245382814,0.01459854,0.022408964,4,178.5,out/pair_20170707_03_04_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_03_04_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_03_04_03_B.csv,invisible_pair_Human
197,181,109,-0.183045138,0.623337666,0.016816143,3,178.4,out/pair_20170707_05_06_01_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_05_06_01_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_05_06_01_B.csv,invisible_pair_Human
210,191,121,0.212911954,0.466053395,0,0,178.3,out/pair_20170707_05_06_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_05_06_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_05_06_02_B.csv,invisible_pair_Human
200,202,120,-0.45747499,0.703529647,0.016939582,3,177.1,out/pair_20170707_05_06_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_05_06_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_05_06_03_B.csv,invisible_pair_Human
218,277,184,2.073889863,0.0319968,0.016930023,3,177.2,out/pair_20170707_07_08_01_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_01_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_01_B.csv,invisible_pair_Human
233,303,190,-0.719232283,0.799420058,0.039193729,4,178.6,out/pair_20170707_07_08_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_02_B.csv,invisible_pair_Human
210,299,179,0.094929403,0.516148385,0.028026906,5,178.4,out/pair_20170707_07_08_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_03_B.csv,invisible_pair_Human
228,237,158,0.918605833,0.214578542,0.022408964,4,178.5,out/pair_20170707_09_10_01_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_01_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_01_B.csv,invisible_pair_Human
273,258,194,-0.281478802,0.654534547,0.050420168,9,178.5,out/pair_20170707_09_10_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_02_B.csv,invisible_pair_Human
251,264,187,1.454133991,0.090490951,0.027964206,5,178.8,out/pair_20170707_09_10_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_03_B.csv,invisible_pair_Human
275,254,195,-0.296748387,0.659734027,0,0,178.4,out/pair_20170707_11_12_01_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_01_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_01_B.csv,invisible_pair_Human
307,284,246,2.448421849,0.00929907,0.016825575,3,178.3,out/pair_20170707_11_12_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_02_B.csv,invisible_pair_Human
274,272,215,1.652145459,0.055794421,0,0,178.5,out/pair_20170707_11_12_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_03_B.csv,invisible_pair_Human
222,262,164,-0.933550894,0.857614239,0,0,177.1,out/pair_20170710_13_14_01_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_01_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_01_B.csv,invisible_pair_Human
263,306,215,1.090565992,0.156684332,0.033575825,6,178.7,out/pair_20170710_13_14_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_02_B.csv,invisible_pair_Human
269,340,231,0.766375995,0.261573843,0.028011204,5,178.5,out/pair_20170710_13_14_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_03_B.csv,invisible_pair_Human
166,201,99,-1.125945541,0.883411659,0,0,177.4,out/pair_20170710_15_16_01_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_01_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_01_B.csv,invisible_pair_Human
182,213,122,0.478615356,0.353164684,0.02247191,4,178,out/pair_20170710_15_16_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_02_B.csv,invisible_pair_Human
165,193,109,1.193420667,0.130386961,0.045019696,5,177.7,out/pair_20170710_15_16_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_03_B.csv,invisible_pair_Human
