t_center,z_S_t__20170705_01_02_01,z_S_t__20170705_01_02_02,z_S_t__20170705_01_02_03,z_S_t__20170705_03_04_01,z_S_t__20170705_03_04_02,z_S_t__20170705_03_04_03,z_S_t__20170707_01_02_01,z_S_t__20170707_01_02_02,z_S_t__20170707_01_02_03,z_S_t__20170707_03_04_01,z_S_t__20170707_03_04_02,z_S_t__20170707_03_04_03,z_S_t__20170707_05_06_01,z_S_t__20170707_05_06_02,z_S_t__20170707_05_06_03,z_S_t__20170707_07_08_01,z_S_t__20170707_07_08_02,z_S_t__20170707_07_08_03,z_S_t__20170707_09_10_01,z_S_t__20170707_09_10_02,z_S_t__20170707_09_10_03,z_S_t__20170707_11_12_01,z_S_t__20170707_11_12_02,z_S_t__20170707_11_12_03,z_S_t__20170710_13_14_01,z_S_t__20170710_13_14_02,z_S_t__20170710_13_14_03,z_S_t__20170710_15_16_01,z_S_t__20170710_15_16_02,z_S_t__20170710_15_16_03,,,,,,,,,,,,,,,,,
105.5,2.001017604,-1.535919367,-0.39697576,-0.394611824,-2.993998002,0.184071232,0.239742371,1.021478789,0.494770314,0.634925129,1.87893109,-0.412256201,-0.961325282,-0.183048671,1.066525649,0.845325536,0.015605187,1.082959603,1.019900309,-2.221778345,-0.763130372,-0.708680764,0.20758447,0.858243063,-2.138094017,1.173515322,0.843306792,-0.848626997,0.946344073,1.372039302,,,,,,,,,,,,,,,,,
106.5,0.621312843,-0.412072398,-1.591065009,-0.049410023,-2.088153304,0.360584956,1.49996265,0.902968367,0.16182902,0.746083468,1.906832986,-0.167402989,-1.084604045,-0.289562856,0.95655403,1.791379594,-0.589694829,0.983153641,-0.060044722,-0.095079558,-1.738412875,-0.832995007,-0.276575204,0.792166343,-2.703589216,1.971116515,0.976419728,-1.914800522,0.488727438,0.165132909,,,,,,,,,,,,,,,,,
107.5,0.581013651,-0.783770238,-0.063890757,-0.111840168,-1.98281912,0.091848507,0.874669524,0.867692666,1.152693751,0.111244798,0.278444081,-0.613350279,-1.548732791,-0.915472755,0.814629462,0.426408862,-1.465557244,0.440430737,1.190014835,-0.218258648,-0.769094333,-0.442695695,-0.298490688,0.276873118,-1.507868565,0.968367497,1.056989472,-1.96599768,0.857962715,0.498363748,,,,,,,,,,,,,,,,,
108.5,1.096637786,-0.231398783,-1.258602248,1.072593409,-0.797795401,-0.345584438,1.1406524,0.483014148,0.222731821,0.280559055,0.336868365,0.599650961,-0.821827667,-0.79134915,0.016176135,0.406413083,-1.953730813,-0.298292329,1.298479548,0.441131181,0.027130016,-1.323096056,-0.964323813,0.675998167,-1.821119002,0.859014644,0.39767092,-0.869090424,0.27076018,0.26176395,,,,,,,,,,,,,,,,,
109.5,0.413390979,0.499962054,-1.409588763,0.626507822,0.25812002,0.991214045,0.974210667,0.776521149,0.521882555,0.356652873,-0.160462837,1.271356405,-0.170972595,-1.113348835,1.331297397,-0.025502705,-0.907679493,0.641170252,1.516660877,0.843871501,0.482185828,-1.534898021,-1.267859286,-0.011573445,-0.614701431,-0.728950002,-0.372595905,-1.988320498,-0.441285551,0.670582044,,,,,,,,,,,,,,,,,
110.5,0.280460922,1.334685122,-0.181103134,0.806741437,1.003062749,1.209708615,0.745694616,0.852445256,0.814896089,-0.818900032,0.098803807,0.39255317,-0.573026227,-0.893607802,1.384077555,0.245531192,-1.174274211,1.153719941,0.717413438,-1.248384222,0.07784145,-1.975387309,-1.121497318,0.001846055,-0.370265639,-0.175622756,-2.178900924,-1.725875204,-1.185096321,-0.09685747,,,,,,,,,,,,,,,,,
111.5,1.309368094,0.878258078,0.681011894,1.187518688,0.831586364,0.505782982,0.636153559,0.861075211,0.66673185,-0.332991172,1.40880645,1.025466926,-0.170335542,-0.548548568,0.431143656,-0.756188631,-1.088787744,0.732495645,1.461239399,-1.470648258,0.608794027,-2.059177246,-1.057117303,-1.154053056,-0.480910169,-0.537857705,-3.17453444,-0.322256145,-0.330174732,-0.734304242,,,,,,,,,,,,,,,,,
112.5,0.881526702,0.726992044,1.813017654,1.178327835,0.339538474,0.264292347,-0.12580304,0.926781886,0.328859391,,2.010580663,1.109768455,-1.048241672,-0.876329377,-0.143653657,0.590748288,-0.392441675,0.218652551,0.986345685,0.134780066,-0.423804337,-2.253095824,-0.531252115,-0.200087033,0.757382647,-0.463779954,-3.248512075,1.063597076,-0.75467584,-0.367959185,,,,,,,,,,,,,,,,,
113.5,-0.710090401,0.625292068,1.865205288,0.390323413,0.401825278,0.184578712,-1.312626407,1.253696156,0.44872046,-0.361267694,1.868936142,0.420051939,-1.888784045,-0.506571768,-1.836520914,0.166227237,-1.415405262,0.432378756,0.241249105,-0.033021725,1.482127357,-2.426889721,-0.382770428,-1.222771097,0.33912002,-0.047539098,-3.467120617,1.079836263,0.725069267,-0.207868508,,,,,,,,,,,,,,,,,
114.5,-0.735465749,0.019684855,-0.700646429,-0.249049148,0.829153659,-0.707602359,-1.272464812,1.104220126,0.870251294,0.313872613,1.092070766,0.393037168,-1.166586782,0.382141916,-1.567868339,0.700900533,-0.942518435,-0.954705597,0.037980695,-1.17876431,1.639659711,-2.115655787,-0.475613007,-0.984923611,0.541508246,0.143297953,-2.505108885,1.542570462,0.276958568,-0.654373637,,,,,,,,,,,,,,,,,
115.5,-1.992109115,-0.787643825,0.964835611,0.940918744,0.675892988,-0.575107973,-1.256915129,0.886450232,1.286826309,0.639595456,0.234027877,0.420962687,-1.249596978,0.47533059,-1.660341216,0.227959585,-0.470799511,-1.726681022,-0.612372774,0.573653716,0.833314608,-2.267147991,-0.305885056,-0.148052331,-0.521633018,0.995716523,-0.605255902,1.721474114,1.494214508,0.947539275,,,,,,,,,,,,,,,,,
116.5,-0.954092473,0.717437193,0.191554393,0.255291509,0.75868875,-0.534557979,-1.120465646,0.69253111,0.361019445,0.70727144,-0.572279161,0.753363519,-1.643006344,1.714663148,-0.739540615,1.034128401,0.703883853,-1.669429475,-0.756617679,0.254162241,0.852207502,-0.574416275,-0.793448315,-0.253950134,-1.661420066,0.484455008,0.401203229,0.499323034,1.406260318,1.647811884,,,,,,,,,,,,,,,,,
117.5,-1.037411483,0.570109459,1.100505219,-0.421865779,1.252164043,0.978816553,-0.317479307,0.084451596,1.080528762,0.227694544,-0.233448031,0.485276181,-0.711654149,1.315575964,-0.091572353,0.385437787,0.117804719,-0.162199592,-0.180081686,-0.3083256,0.985713174,-0.035650113,-1.798252914,0.14707515,-1.687098703,1.078170311,1.004559414,0.697516926,0.830700084,2.071367559,,,,,,,,,,,,,,,,,
118.5,-0.674688604,0.486206062,0.519182797,0.286801736,1.197315736,0.623952861,0.671116481,0.747027638,0.534109353,0.891581318,-0.340749712,-0.090615766,0.476010275,1.346095197,0.379188278,-0.665369936,0.952172689,-0.61717439,0.695985725,0.509524857,1.02670192,2.143224449,-0.587607437,0.066731812,-1.666533004,-0.379599376,0.783686531,0.837191478,0.434831552,0.867202435,,,,,,,,,,,,,,,,,
119.5,-1.529509047,0.563949239,0.802323797,1.151421625,1.44462574,-0.363790727,-0.039030037,0.744001054,-0.202512967,-0.295807139,-0.818584794,0.140385022,0.472336751,-2.311454165,0.520127637,-0.587630151,0.745252865,0.787015573,-0.343556475,0.68702651,0.343766223,2.359335789,-0.838936283,0.89694375,-0.127638783,-0.3467977,0.101068288,0.938329374,0.498369908,-1.054008195,,,,,,,,,,,,,,,,,
120.5,-1.52149432,1.015814895,0.529804571,1.230312975,0.796926058,-0.949141045,0.1271614,0.351265807,0.172158302,-0.361829857,0.529451797,0.793724931,1.138993553,-2.082715989,0.304981808,-0.629540743,1.34777258,1.235387386,0.125185735,1.119078266,0.471695301,0.919088577,0.246285192,1.418671512,1.635697501,-0.256837203,0.60855671,-0.025769292,-0.266598856,-1.695207722,,,,,,,,,,,,,,,,,
121.5,-1.369328583,-0.585082932,-1.253434416,2.058308828,-0.001159083,-1.53646406,0.53265342,0.280198829,0.012916827,-0.4151378,1.045161016,0.75433594,1.603593285,-1.618802222,-0.484453459,-1.971678205,0.779774678,1.61340097,-0.272919844,1.706322439,0.044067372,0.949241707,0.229061144,0.731096225,1.753269288,-0.452275768,-0.276691059,0.566072145,-0.681058481,-0.636405338,,,,,,,,,,,,,,,,,
122.5,-1.62757063,-0.889983761,-1.253088905,0.842175695,-2.271128787,-0.126862257,0.813284429,0.152979763,0.297602945,0.107363863,1.107646643,1.009070465,0.966492207,-1.940314352,0.162369385,-1.005224965,0.0783515,0.716728857,0.97158353,1.673447981,0.004268063,0.991822132,0.404893828,0.847263777,2.260610784,-1.363164464,-0.275608621,0.555644669,-1.078429979,-0.738234586,,,,,,,,,,,,,,,,,
123.5,-0.534833667,-0.92730502,-1.763464079,0.662369457,-3.89639474,-0.289051344,0.580400419,-0.060382508,0.568554487,0.155333545,1.548158836,1.730311791,0.519213412,5.816414534,-0.003921753,1.00660511,-0.650029087,0.644525808,-0.05917459,1.513501119,-0.73107554,0.390783682,-0.081182832,-0.721438877,1.334708088,0.760992565,0.545270312,-0.639386076,-0.010234678,0.596575374,,,,,,,,,,,,,,,,,
124.5,-0.131673025,-0.065480923,-1.737621855,0.855422864,-2.864842299,0.511168865,1.12446297,-0.611183263,0.605236431,0.094590652,0.923232564,-0.099228313,1.1082452,1.921181938,0.100768933,0.59192979,-1.440601376,0.029545013,0.346145988,0.082294949,-0.945592543,0.29888701,0.708266947,-0.507988659,1.01787539,-0.21392652,-0.113098715,-1.75625984,-1.057199287,1.479076957,,,,,,,,,,,,,,,,,
125.5,0.636141557,0.108366042,-2.22967652,0.875302261,-1.637801157,0.741938648,0.764464043,-0.301726047,0.458130087,0.395237292,0.527161392,0.691829813,0.833796048,0.36820491,0.742584435,0.911757891,-1.473393133,0.028007749,-0.439540416,-1.028293177,0.012761785,0.345280615,1.093580266,-0.45882718,0.236523214,0.5437206,-0.033293684,-1.814795352,-0.144714058,0.364254271,,,,,,,,,,,,,,,,,
126.5,0.523315886,0.369194646,-1.989519305,0.848941806,-1.239378129,0.231027278,0.118669676,-0.328437013,0.447205101,0.430777214,0.712005224,1.204463448,0.570955875,-0.162432602,0.683579126,1.160450526,-1.762317974,-1.175916373,-0.081725378,-1.100490496,0.258004919,0.473290915,0.022091367,-0.236768482,0.801257866,0.109410507,0.568063974,-0.993942605,0.400583585,1.197164863,,,,,,,,,,,,,,,,,
127.5,0.542607398,1.167100957,-1.738151187,0.325938157,-0.437977642,0.962146584,-0.10801005,0.225249091,-0.377943136,-0.118190491,1.488234951,1.786264139,0.689675443,-0.487871274,1.060922379,1.154804553,-0.951136649,-0.534369244,-0.801710721,-0.474924117,1.441649752,-1.592305042,-0.042314658,-1.02805208,-0.320343065,-0.211221212,0.046650409,-1.874632744,0.417184467,0.679925509,,,,,,,,,,,,,,,,,
128.5,1.456018033,0.386874615,-0.706769736,0.786073291,-0.287538817,0.879734469,0.091932819,0.575376942,-0.363352777,-0.682699616,0.841992232,1.083673,0.576980284,-0.597356765,1.036490943,0.424567959,-0.271392927,0.288576317,-0.447708673,-0.931902638,1.258327148,-1.660356539,0.159371294,0.242066493,0.484220591,-0.330367365,0.778682719,-0.858703538,0.550169501,0.714460347,,,,,,,,,,,,,,,,,
129.5,1.089774234,-1.055513259,0.077209543,-0.881478692,-1.245881306,0.086499601,0.687747558,0.692796418,-0.102465735,0.038268719,0.091420168,0.232174363,1.778418727,-0.01700938,0.285151395,0.408782514,-0.316696456,-0.517143216,-1.244982199,0.508202583,1.039786621,-0.917048671,-0.735344633,-0.605427987,0.677479466,-1.250760248,1.439602528,-0.146696607,0.331420833,0.697662765,,,,,,,,,,,,,,,,,
130.5,1.923488825,-1.496763686,0.286700761,0.11496159,-0.304312597,0.847906989,0.935654602,0.70643991,-0.094827562,0.61201858,-0.145217271,0.903791115,1.086551218,0.658946655,-0.259689734,0.114277722,0.312727316,-1.436557052,-1.532414905,0.066871301,2.09653231,-1.149495082,0.116852982,0.327410584,0.189218507,-0.382512438,0.825160188,0.69572632,0.119981404,-0.044151932,,,,,,,,,,,,,,,,,
131.5,2.257897913,-1.601799562,1.56672648,0.426409403,-0.366563428,1.108072096,1.314130132,0.754170893,-0.898202792,0.810493639,0.426120141,0.472745342,0.82031206,1.14026925,-1.552476489,-1.136494151,0.461029925,-1.286207135,-1.602700638,0.570365663,1.570029781,-1.459411072,1.150452111,0.805397311,0.014698305,-2.015353755,0.859336229,0.08025573,0.441134447,0.781884262,,,,,,,,,,,,,,,,,
132.5,2.451870867,-2.132350062,0.067183718,0.290561757,0.366529808,1.235225519,1.261725684,0.725458166,-0.04612089,0.174189174,-0.669488478,-0.157561476,1.163037665,0.466959594,-2.503000215,-1.707176082,0.672161589,-1.584554821,-0.938975388,0.126589442,1.510816607,-0.564039071,1.111367335,1.363591721,0.357059087,-1.01917467,0.91051436,0.672865492,0.777297577,-0.087128172,,,,,,,,,,,,,,,,,
133.5,2.195150719,-1.200679657,-0.037811756,0.751705702,0.79382083,0.818043622,1.016267483,0.971367512,-0.752045073,0.241089353,0.002924444,0.246010027,1.022438209,0.575361528,-3.943068948,-1.490215628,0.004753079,-0.620155783,-1.309955415,0.291215669,1.410310955,0.640803683,-0.193034487,0.65353537,0.352137197,-0.612157659,-0.488528917,1.020508287,0.092626447,0.264205326,,,,,,,,,,,,,,,,,
134.5,1.607797689,0.048335229,1.324130685,1.508893536,1.249995028,0.33505837,0.485813112,1.089290982,-1.360364466,-0.500919883,-0.753890616,0.111086776,-0.339598756,-0.181346123,-4.092237867,-0.878595808,0.549524922,-0.654257113,-1.287275327,0.531443716,1.453680968,0.057320372,0.165092251,0.634653679,0.482879852,-1.290697356,-0.0479153,0.790134865,-0.485631041,0.322832824,,,,,,,,,,,,,,,,,
135.5,0.51601702,1.072266303,0.674102071,0.731101047,0.817329505,0.589724838,1.03337058,1.24781184,-1.733960399,-1.51249189,-1.17402075,0.754515673,-1.127359181,-0.478392634,-2.41435436,-0.564070143,0.027590944,-0.610824335,-0.561854983,0.792940384,1.742502519,0.356774316,1.054933059,1.077144619,1.087628301,0.43124102,0.024803374,0.718584687,-0.648999522,-0.911719603,,,,,,,,,,,,,,,,,
136.5,0.264731082,1.160314513,1.148694353,0.648343783,0.381263691,0.54207729,0.059917292,0.788504308,-1.8144985,-0.235817914,0.27435749,-1.245944856,-0.362318204,-0.696960788,-2.069453421,1.145905074,0.888669771,-0.904546864,-2.044169678,0.694399667,-0.892127949,1.106013621,1.004691361,0.442519111,1.607465747,0.65240561,-0.669662616,0.485518492,-0.899135817,-1.064647106,,,,,,,,,,,,,,,,,
137.5,0.216733252,0.536751595,1.848718915,0.723738885,0.980089786,-0.17998704,0.874083899,-0.188183723,-2.084014167,-0.373790945,0.123850726,-1.404500918,-0.494831126,0.725532044,-1.711890977,0.005198072,1.081135721,-1.860427052,-0.88351585,1.333827905,0.219236511,1.67081175,0.715778791,-0.212280859,1.400555632,0.284980231,0.339170551,0.45665305,-1.564736579,0.510998475,,,,,,,,,,,,,,,,,
138.5,-0.409744874,1.213819115,1.380912016,-0.887418049,0.628514436,-0.072800066,0.073124679,0.138268247,-1.076812713,-0.372139616,0.877820345,-1.836570028,-1.880809304,-0.634751793,-0.726849953,-0.327234098,0.560361646,-1.036897973,-0.368210615,1.387604077,-0.39498393,0.950897066,1.691196348,-0.29458789,1.434210291,0.857126856,0.996602122,0.520127167,-1.496640761,0.582499651,,,,,,,,,,,,,,,,,
139.5,-0.274181279,0.459635696,1.486871908,-2.450286804,0.196006318,0.532762388,0.729456523,-0.261972825,0.140788829,-0.639271407,0.728201971,-0.840798575,-2.103671934,-0.994735679,0.275928856,-1.375621308,0.408061916,-0.353867051,-0.11913289,1.54703101,-1.190401432,1.31877579,0.829616554,0.483912899,1.517961859,1.286076092,-0.040034061,0.675298607,-1.168526472,1.346790548,,,,,,,,,,,,,,,,,
140.5,0.146246464,0.440319078,1.781485588,-1.986900597,0.116823895,0.00667061,0.634853139,-0.728150969,0.696092182,-0.619214612,1.667106263,-0.970232647,-0.350859262,-0.881220546,1.034904647,-0.478193439,-0.659998415,0.835582014,-0.047701215,0.905771508,-0.881628619,1.534796453,0.868591555,0.281247994,0.121130326,0.73952129,-0.174616959,0.480123128,-0.44256465,1.496498202,,,,,,,,,,,,,,,,,
141.5,-0.012850274,-0.441699545,0.270052137,-1.665919079,0.272330971,-0.154063886,-0.103796909,-2.035408847,0.815269063,-0.193907988,0.716684715,-0.414104368,-0.050528093,-0.681822861,1.30400055,-1.400895184,-0.449272553,0.626710832,-0.233495048,0.205908463,-0.296233829,1.453125511,1.169897411,0.940121213,-0.295881379,0.475382755,-0.206675872,-0.405448313,-0.255816043,1.291052119,,,,,,,,,,,,,,,,,
142.5,-0.515887718,-0.993807472,0.223760717,-2.05639807,-0.098800558,0.196440863,-0.048786049,-1.898547954,0.572659074,-1.213444843,-0.690784035,-1.153644431,-1.300211538,-0.245636751,1.350303377,-0.217576063,-1.251223688,0.828326781,0.367821366,-0.532590313,0.155105238,1.557019359,0.777403912,1.015870628,-0.415688655,1.264400002,-0.892952249,-1.614856202,-0.095985052,0.443728451,,,,,,,,,,,,,,,,,
143.5,-1.225116913,-1.055701684,0.468143771,-1.256924555,-0.716370795,-0.100332201,-0.156390162,-2.993821462,0.750803062,-0.392756333,-0.005918122,-0.720174566,0.790448537,0.160909918,0.973291676,0.746741231,-0.455477339,-0.014066814,0.756392796,-1.440150294,0.416241509,1.441262381,0.635075061,1.381129079,-1.892906408,0.86152654,-0.443686037,-3.061438225,0.805058986,0.358980057,,,,,,,,,,,,,,,,,
144.5,-1.537378431,0.429504447,-0.997289482,-0.551269338,-0.108427007,-0.464871046,-0.410462834,-1.993701456,1.072729086,-0.472812071,0.423984455,-0.281911993,,0.698264626,0.958472031,1.236486223,-1.034382279,0.036755329,-0.063194522,-0.172481827,-0.005719146,0.39818853,0.773008762,0.467767779,-0.643481255,1.030407865,0.721117375,-2.661730293,-0.045938493,0.322380669,,,,,,,,,,,,,,,,,
145.5,-1.800871339,-0.486829403,0.238734269,0.023080315,-0.067309949,-0.242896587,-0.010389274,-1.94440238,0.352386856,-0.311896208,-0.207694439,0.18973509,0.43832143,0.121661076,0.549606212,0.305729661,-0.121232948,-0.927383857,0.276870656,0.582704455,-0.22350568,1.274639219,0.949856708,0.510813501,0.18388424,0.297579334,0.891148779,-1.582252975,0.108264406,-0.66185586,,,,,,,,,,,,,,,,,
146.5,-0.735984071,-0.103195915,-0.381820831,0.778490457,0.754002133,-0.16004961,-0.678757213,-1.977564177,1.017197354,-0.060564831,-0.115773616,1.050822606,0.47373523,0.541173796,0.750801747,0.878824535,-0.557274465,0.434663396,0.254522874,0.698883659,-0.225831719,0.284737715,0.199031898,0.48219544,1.021716993,-0.131049784,0.92022055,-0.519861261,0.875648767,-0.908904398,,,,,,,,,,,,,,,,,
147.5,-0.066145192,0.700560264,-0.39879236,1.060878749,1.151939138,0.219395014,0.039540278,-2.00773581,0.572806076,0.79435599,-0.590271398,1.659699984,1.489196041,-0.852954693,-0.25202701,1.688962223,-0.4304513,0.241967872,-1.376013052,0.73593959,-2.180741649,-0.410543464,0.657813726,0.245392219,1.039107965,0.23346627,1.536225082,0.249864611,0.857907041,-0.805573,,,,,,,,,,,,,,,,,
148.5,0.458027688,0.129846606,-0.102904686,1.564750966,0.68748895,0.450599437,1.060387252,-1.966841018,0.359785975,1.571461307,-0.404744441,0.264832409,0.650599133,-0.171500437,-0.699658264,1.264134999,-1.289262416,1.204172329,-1.22922771,0.367760397,-0.758815477,0.220806203,0.255374571,0.23297624,-0.220131622,-0.072745748,0.060078894,0.3142911,0.278805008,-0.817120011,,,,,,,,,,,,,,,,,
149.5,0.461476174,-0.584337392,0.045764149,1.224278157,1.606679215,0.736111497,1.040238786,-2.129520694,-0.121781875,1.508221855,0.641890185,0.862401091,1.323131723,-0.906393462,-1.479760932,0.563707578,0.788329794,0.730096816,-1.62633385,-1.079191956,0.123834799,0.198387162,0.934743376,1.433856001,-0.786885459,0.105570521,1.010821389,1.058687258,0.995289269,-0.064259998,,,,,,,,,,,,,,,,,
150.5,0.969339895,0.566125674,0.791630835,1.285937548,0.218997597,0.735883832,-0.202129256,-2.116726121,-0.135662266,-0.010992445,0.558649835,1.789643877,0.843196108,-0.321907187,-1.492628018,1.130764872,0.655258329,0.2506038,-1.579953816,-0.712826649,0.312377239,0.30012681,0.297578501,1.002550383,0.497728188,-0.759415245,1.527331431,1.102665652,-0.885471349,0.665721918,,,,,,,,,,,,,,,,,
151.5,0.856768279,0.506178292,0.56148879,0.509336668,0.153547532,0.795378607,1.762861404,-0.775090865,-0.242260334,-0.813396112,0.652663074,1.955218415,0.811979137,-0.08510674,-4.053869467,-0.970058554,1.384316019,-0.880517515,-1.083584352,-0.65558009,0.267270172,0.394022945,0.513793863,1.636195962,-0.069454988,-0.779657518,0.884655063,1.367732936,-0.659842337,0.920032724,,,,,,,,,,,,,,,,,
152.5,-0.484886519,0.483913917,0.986365968,-0.750906773,0.54719328,1.218148439,0.619960399,-0.116621709,0.387703777,0.34161846,-0.231610934,0.030984887,0.670790173,0.252396405,-2.377082231,-1.641218325,1.033807559,-0.841708849,0.017103423,-0.255970012,1.415016544,0.959309955,0.554998225,1.121391255,-1.074856538,0.180964286,0.705826204,0.176478937,-0.632765507,1.242406206,,,,,,,,,,,,,,,,,
153.5,-0.180817843,0.748361572,0.221053828,-2.054095378,0.490688428,0.482686915,0.418990354,0.190235518,0.872966275,-1.024249238,-0.162632885,0.349415229,0.446098879,0.113375615,-1.499934076,-0.930769378,0.722924599,-2.603158429,0.501139081,0.675912118,0.749901313,0.324004196,1.100749881,0.778845644,0.541412865,-1.222184117,0.805555156,-0.672218403,0.455913822,1.75430825,,,,,,,,,,,,,,,,,
154.5,-1.215599448,1.180144748,0.638276283,-1.834731898,0.858505169,0.548993216,-0.712649867,0.06383891,0.807391598,-0.088670789,-0.147974708,-0.56800922,-0.392258284,0.651072131,-0.891433358,-2.879499929,0.78031887,-3.626045138,0.957551716,1.533053619,-0.430911078,1.237368243,0.864126699,0.128122883,-1.332287199,-2.034738124,-0.005095644,-0.644166599,-0.351428138,1.454671382,,,,,,,,,,,,,,,,,
155.5,-1.676962508,0.448764383,-0.287708535,-1.322917835,0.321580251,0.588127394,-1.338526656,0.500411734,0.963117762,-1.374395573,-0.19879657,-0.114257634,-0.201652699,1.067038721,-0.638603728,-1.918809285,0.464929141,-2.68622342,0.197885945,1.772122678,0.341054793,0.983266969,1.668095637,0.933440488,-0.54286212,-3.271735201,-0.999025528,-1.641493424,-1.640378287,0.39450484,,,,,,,,,,,,,,,,,
156.5,-1.805832673,0.259382999,-0.040026546,-1.389506387,0.894919698,0.394665517,-2.498371605,-0.741579432,0.96193962,-1.831480504,0.424280389,-0.31289669,-0.024588375,0.717736483,-0.113607932,-0.535008237,0.933511003,-0.842450377,0.603135307,-0.698322213,-0.230162831,1.418524867,1.658944775,0.885824307,-0.15349559,-3.268950157,-1.279075247,-0.451679645,-0.031375649,-0.077497304,,,,,,,,,,,,,,,,,
157.5,-1.827640096,0.430634224,-0.223876008,-0.463389808,1.022007262,0.025853194,-1.603268574,-3.320912401,0.724959681,-2.526956465,1.385735101,-0.140319778,0.13921412,1.009193857,0.422397507,-0.051094069,0.526918874,-0.710917326,0.427538612,-0.999215567,0.295984758,1.353138089,0.960816829,0.909887122,-0.278567397,-2.228122813,-1.642079021,-0.095954957,-0.054788388,-0.151284221,,,,,,,,,,,,,,,,,
158.5,-2.010099037,-0.289571336,-0.122675354,0.567142558,0.458336969,0.147005758,-2.377735978,-1.591853451,-0.32797653,-1.296182493,0.851761132,-0.555833339,-1.138851298,0.761305472,0.719706825,-1.098562137,0.3562397,0.495740592,-0.186699271,-1.712266523,1.356412269,1.999303672,1.055446932,0.993342334,0.972595298,-1.175027275,-1.341888001,0.117428552,-0.678644037,-0.931071383,,,,,,,,,,,,,,,,,
159.5,-0.849085773,0.392707557,-0.987989542,1.384012751,1.060365086,0.070863186,-1.598770795,-1.899369669,0.421176915,-1.37383047,0.194154429,-0.433153183,-1.887136477,1.015131764,0.803553836,-2.198357555,0.282166453,1.287015814,-0.167165357,-1.824799737,-0.656361541,1.467630951,0.539928796,0.627670225,0.985800682,0.633250254,-0.613450434,0.525942553,-0.654456921,-0.77594875,,,,,,,,,,,,,,,,,
160.5,0.603133132,-0.438100596,-1.123174345,0.452539161,0.628107965,0.333489888,-0.75905075,-0.206828224,-0.470460773,-0.917886054,0.529025402,-0.574228996,-2.894868846,-0.091698106,0.882980635,0.08871347,0.560272647,0.986693794,-0.454737538,0.178943815,-0.513963246,0.65605638,0.919863478,1.089584217,0.219928933,1.564136949,0.565785799,0.123188016,0.297420208,-2.046432404,,,,,,,,,,,,,,,,,
161.5,0.470299361,-0.181953837,-1.358298583,0.952356594,0.723449654,0.032330772,0.111465717,2.068913965,-1.191783023,-1.929413926,-0.109758923,-0.828070253,-3.587923005,0.390679578,0.624164338,-0.731023472,0.439444277,1.316853501,0.532144463,-0.230366976,-0.351351156,-0.006762375,0.509281742,1.334883448,0.0731498,1.087302625,-1.093163186,0.173386308,-0.197067295,-0.834192382,,,,,,,,,,,,,,,,,
162.5,0.462956687,-0.15663167,-1.101307668,0.370464944,0.147114111,0.517583847,0.192675099,0.735925079,-0.998368173,-1.692211779,-0.514709963,0.370410074,-3.296245652,0.352957432,0.483107146,-0.832161533,0.224225007,0.48966455,0.830548783,-1.495143001,-0.178036703,0.630301085,0.440945945,0.08601768,0.061931598,0.885336322,-1.235952428,0.765375799,-1.361239194,0.745246529,,,,,,,,,,,,,,,,,
163.5,0.359237353,-0.098703142,-1.340626369,0.002343754,-0.37292876,1.16147151,-0.216973038,0.726922292,-0.752000471,-1.912127533,-0.065925597,0.468793841,-3.399959201,0.482701999,0.276950346,0.581687361,-0.51679013,-0.823859343,0.773706049,-1.030477754,0.629575394,-0.233774494,1.527822186,-2.024572478,-0.790284247,0.91150016,-1.504169498,-1.092807676,-3.298638522,0.73474978,,,,,,,,,,,,,,,,,
164.5,-1.19374977,-0.795423817,-0.133434606,-0.03194478,-0.726273506,0.515091058,-0.858453005,-1.048872687,-0.299132127,-0.309352507,-0.100375317,0.328473971,-3.654441182,0.495769847,0.088854755,1.226796431,0.04165748,-1.618504118,0.682556428,-1.247632463,1.801216901,-0.480083664,0.889952362,-3.023670668,-1.607632177,0.896748287,-1.407526213,-0.006442583,-1.329104134,0.7397365,,,,,,,,,,,,,,,,,
165.5,-0.684999817,0.33496653,0.951381303,-0.483015626,0.062966036,-0.53592344,-3.683024078,-1.070433948,0.379468285,-0.457422239,0.230694521,0.029464691,-2.079127773,-0.371376293,0.057247382,0.431609026,-1.421813154,-0.37311719,0.630751001,-1.790581472,0.713062819,-0.439510285,1.685628413,-1.573082738,-1.716640377,1.039206267,-2.273316404,-0.049856588,-2.926397667,-0.079250797,,,,,,,,,,,,,,,,,
166.5,-0.399965924,-1.125955977,1.183823865,-0.305286995,0.397303704,-0.19581599,-2.406430412,-3.817230583,-0.14993641,-0.344632364,0.455145471,2.099894973,-2.285925828,-0.90962308,0.722678601,0.507405163,-1.466189354,-0.217211913,-0.43803452,0.105890015,-0.059016622,0.472199267,0.389402009,-3.18642202,-1.086180033,1.051872128,-0.939570346,-0.612361323,-2.88952288,0.072288945,,,,,,,,,,,,,,,,,
167.5,-0.6064078,0.005266956,1.219972793,-0.617373014,0.95664886,-0.494422832,-2.245091004,-3.854595912,-0.907613122,-1.711530957,0.329195976,1.006686654,-0.109398891,-0.783838786,0.647892688,0.447756583,-1.477126456,0.245813966,0.393705829,-0.055550856,0.943122185,0.664937831,1.056017912,-0.371245435,-1.236004299,0.863448116,-0.869273221,0.342728753,-2.198528935,0.108410384,,,,,,,,,,,,,,,,,
