t_center,z_S_t__20170705_01_02_01,z_S_t__20170705_01_02_02,z_S_t__20170705_01_02_03,z_S_t__20170705_03_04_01,z_S_t__20170705_03_04_02,z_S_t__20170705_03_04_03,z_S_t__20170707_01_02_01,z_S_t__20170707_01_02_02,z_S_t__20170707_01_02_03,z_S_t__20170707_03_04_01,z_S_t__20170707_03_04_02,z_S_t__20170707_03_04_03,z_S_t__20170707_05_06_01,z_S_t__20170707_05_06_02,z_S_t__20170707_05_06_03,z_S_t__20170707_07_08_01,z_S_t__20170707_07_08_02,z_S_t__20170707_07_08_03,z_S_t__20170707_09_10_01,z_S_t__20170707_09_10_02,z_S_t__20170707_09_10_03,z_S_t__20170707_11_12_01,z_S_t__20170707_11_12_02,z_S_t__20170707_11_12_03,z_S_t__20170710_13_14_01,z_S_t__20170710_13_14_02,z_S_t__20170710_13_14_03,z_S_t__20170710_15_16_01,z_S_t__20170710_15_16_02,z_S_t__20170710_15_16_03,,,,,,,,,,,,,,,,,,,,,,,
73.5,-2.52219741,1.02898897,0.811257789,0.946124056,-1.156954463,0.321400887,-0.22872972,0.176421588,0.257858142,0.741830579,-0.26577669,-0.290673502,0.119472384,-0.770508216,0.506753651,-0.199626838,-0.413452137,0.750783578,-1.652638715,-1.601376748,0.432454659,0.035351129,-0.954698791,-1.883242994,0.304399246,0.078637206,0.374196135,0.226193654,0.773886494,-0.335055799,,,,,,,,,,,,,,,,,,,,,,,
74.5,-0.594053934,1.056835332,1.391744905,0.940078897,-1.482353061,0.79335127,-0.083461625,-0.116202543,0.084966129,0.54172123,-0.234802844,-0.338297533,0.836265801,-0.844231078,0.437521904,0.393137744,0.154717405,0.7615719,-0.18584939,-1.808550472,1.063909246,0.28526508,0.41497483,-3.109046497,0.245954592,1.188337604,0.253632808,0.815483333,-0.320711254,0.078157036,,,,,,,,,,,,,,,,,,,,,,,
75.5,-1.103078307,1.008399396,1.839258034,0.655841113,-1.158560278,0.8236831,0.514514439,-0.378456513,0.056287653,1.43218013,-0.847548084,-0.021149859,-0.660586084,-0.377182393,0.384796805,1.668858635,0.576048505,0.300532499,-0.159383995,-0.08645039,0.660114234,0.047226687,0.648360352,-2.946433805,-0.09564647,0.865214918,-0.414236029,0.550257502,0.534300635,0.102089815,,,,,,,,,,,,,,,,,,,,,,,
76.5,-1.305529104,1.503467696,1.838902102,-0.138151244,-0.237084294,0.992547512,0.545211027,-0.31633884,-0.150308396,0.745525414,-1.668674078,-0.154905384,-1.072395642,-0.170538698,0.745867553,1.68069136,0.360296325,0.752500362,0.30490726,-0.100539247,1.1523403,-0.362057071,0.460067011,-0.686744209,-0.002652706,0.839495637,-0.616080164,0.737549002,1.059424629,0.113957722,,,,,,,,,,,,,,,,,,,,,,,
77.5,-0.60245802,1.776618595,1.178441254,0.283225218,0.384878214,0.528048861,0.910032384,0.322177099,-0.3697932,1.341917832,-0.304446226,0.477714295,-1.122175235,0.484947702,0.842681326,0.787752004,-0.435960021,0.753696579,0.130643928,0.333597597,0.33489001,0.128565815,-0.253023524,-0.341590925,0.114385233,0.883963884,0.192523428,0.714732268,0.727280433,-0.921473404,,,,,,,,,,,,,,,,,,,,,,,
78.5,0.804170802,1.473619003,1.527242845,-0.054720991,1.320029918,0.79513279,1.288089722,0.154408896,-0.632702885,0.764553566,0.698171065,0.136753659,-1.172825754,0.784414759,0.214911692,-0.289205011,0.127952279,1.308579555,1.093385659,0.390834828,0.576790575,-0.204080609,-0.029174169,-0.184847822,0.102380488,-0.505003476,-0.642651527,0.283737924,0.621044837,-1.606066839,,,,,,,,,,,,,,,,,,,,,,,
79.5,0.069534662,0.495908826,0.943819084,0.386270232,0.740721915,1.101327617,1.429017011,0.792339874,0.021889024,0.478948069,0.769060237,-1.223820974,-1.404723992,0.646288051,0.560417075,0.676170196,-0.534725372,1.287282445,1.297191561,-0.174904679,0.063990992,1.075409933,-0.367073211,0.801388108,-1.027036775,1.241421487,0.587842013,0.394694268,0.104246118,-2.817383693,,,,,,,,,,,,,,,,,,,,,,,
80.5,0.746923244,0.633057554,0.795912164,0.664143698,1.034305778,1.198661898,1.13652799,0.444602201,-0.435461412,0.892184505,0.23597644,-0.614178064,0.711073671,0.758989967,-0.537527271,-0.354434797,-1.033838926,1.253788625,1.404138312,-0.07390363,-1.126765809,0.940935633,-0.029331551,0.868551545,0.297374452,0.537349172,0.81257216,0.368773124,0.386928908,-4.59287505,,,,,,,,,,,,,,,,,,,,,,,
81.5,0.72245821,1.073294109,0.18322199,0.425527389,0.391559757,0.927823994,1.375695745,0.200543879,0.449927988,0.186768784,0.606254609,-0.299677013,0.533864741,0.712177095,-1.258349961,0.418171795,-1.360455222,0.74906097,0.89844168,0.846362001,-1.184904036,-0.417537271,-0.833367077,0.394843609,0.043924608,0.368787657,1.034778943,0.389568701,0.828485847,-2.703890656,,,,,,,,,,,,,,,,,,,,,,,
82.5,0.776212979,-0.742128169,-0.228721513,0.838579965,0.484459511,0.945295107,0.554517047,-0.493867482,0.629826239,0.463653759,0.674493912,-0.119242849,1.193551777,0.376694187,-0.896495348,0.018245636,-1.265611179,-0.290524245,0.94118623,1.212694465,-1.230986595,0.523076677,-1.50310642,0.5034671,0.095570407,0.254964331,0.676798082,0.435147794,-0.053622197,-1.477218144,,,,,,,,,,,,,,,,,,,,,,,
83.5,0.508069438,-1.115991294,-0.1317749,0.478244161,0.403580511,0.933482685,1.046852011,-0.731156595,0.33683968,-0.494252212,0.353365521,-1.774808858,0.643400241,0.315222439,-1.38360135,1.461716094,-2.35675196,-1.075487776,0.380431165,-1.074889107,-1.556197544,0.729329291,-0.917034028,0.574998607,0.441780597,-0.538715251,0.398287848,0.99873009,-0.205468748,-0.539930046,,,,,,,,,,,,,,,,,,,,,,,
84.5,0.252656623,-0.429284862,0.161442707,0.906474854,0.080209798,0.81302188,0.097328433,-1.111573828,0.563709204,0.397548676,-0.368021201,-1.764800702,0.713855877,0.690817599,-2.41357502,0.827976745,-2.257064287,-1.525781843,0.228044878,-0.661423997,-2.542718709,0.766625983,0.1050033,0.520522229,0.920435896,-0.052551307,-0.347237935,0.198375476,-1.169128754,0.358323978,,,,,,,,,,,,,,,,,,,,,,,
85.5,0.235386791,-2.24154622,-1.270175522,1.07935518,0.452556114,0.455535988,0.584109431,-0.750726299,0.286690072,-0.120794525,0.136949648,-2.95195237,0.639905447,0.63210243,-2.452760027,1.570910562,-1.000753226,-1.726523523,0.305158644,-1.505032096,-1.56213939,0.515700623,-0.002832088,-0.176261317,-0.195362051,-0.185348221,-0.383901907,-0.215174619,-3.019911689,0.758935279,,,,,,,,,,,,,,,,,,,,,,,
86.5,-1.963817918,-0.781011923,-0.888063781,0.176076344,0.295471232,0.708042527,-0.226034802,0.202071327,0.436649017,-0.43545101,0.553408755,-4.303945953,0.429126683,-0.353681076,-2.453227522,1.026639169,-1.368931204,-1.011063072,-0.386811759,-1.227257004,-0.39910716,0.420811591,0.760980105,0.319196109,-0.916486462,0.619023615,0.263836475,-0.323306745,-2.824648191,0.026688499,,,,,,,,,,,,,,,,,,,,,,,
87.5,-0.519669504,-0.174700452,-1.883227763,-0.839178145,-0.323468952,0.528449328,0.890842146,1.00555124,-0.489829431,0.852045609,-0.149306715,-2.344595321,0.688789607,-0.32693787,-2.669770057,0.603757527,-0.560720961,-1.699154812,-0.175032754,0.240932371,-2.124161745,-0.203193736,-0.455025634,0.30433474,-0.152693496,0.606803371,0.822045328,-0.755357883,-1.724778944,-0.321549434,,,,,,,,,,,,,,,,,,,,,,,
88.5,-1.089910295,-0.282416278,-1.782503067,0.310749827,-0.3065819,0.457988211,0.804726584,0.710159116,-0.84438131,0.776910782,0.603755061,-1.082563565,0.684493842,0.215937154,-2.699282472,0.683004291,0.910464521,-0.266124555,-0.937792562,0.75724204,-1.919761769,0.45562577,0.704529295,0.26911711,-0.731963651,0.179214803,0.821145813,-1.145832706,-1.706702367,-1.058234104,,,,,,,,,,,,,,,,,,,,,,,
89.5,1.028425002,-0.189001336,-1.85963926,-0.297797744,-0.55304837,0.106291683,1.279993409,1.046909612,-2.222149686,0.949403123,0.678045338,-0.528753514,0.766623828,0.500333214,-0.65612844,0.556685503,1.34756211,-0.474534476,-1.494665086,0.385971097,-0.86091232,0.03952257,1.011896275,0.196335448,-0.836635265,0.634595613,1.829078703,-1.101839119,-1.128115322,-0.847912077,,,,,,,,,,,,,,,,,,,,,,,
90.5,0.62566649,0.540247438,-2.022133846,-0.704783446,-1.357745797,0.762841688,0.548766502,1.008140913,-3.032494964,1.829577309,0.150785115,0.412112711,0.700586581,0.913541122,-0.434801559,0.921307818,1.406231707,0.335307945,-1.822454131,-0.358039351,-0.640966626,-0.078430174,1.474897008,0.486701646,-0.489702345,0.36974174,1.375278479,0.309233661,-0.591233167,-1.405243169,,,,,,,,,,,,,,,,,,,,,,,
91.5,0.97580016,0.574151899,-1.574398269,-0.286278224,-0.827338274,0.330806357,0.574685689,1.025666532,-2.269867475,-0.218055706,-0.805368771,0.820094442,0.371131324,0.517407731,-0.15058883,0.259274842,1.974025236,0.095676874,-2.073791866,-1.586327952,-0.510216208,-0.209845585,1.002213734,0.017539977,-1.54664701,-0.535066039,1.774537181,0.333961653,-0.001326092,-0.593264958,,,,,,,,,,,,,,,,,,,,,,,
92.5,1.187641919,0.694738319,-0.824108864,0.071473045,0.81459807,0.269015116,0.679507007,0.798257922,-1.347003667,-1.945152455,0.167704057,0.503926383,0.683947392,-0.342798648,0.479076472,-0.277709566,1.977088283,0.54923106,-1.855597974,-1.380665563,0.365761043,-0.931099188,1.032505568,-1.374433679,-2.680522796,-1.030684983,1.512379911,0.819195098,-0.183053569,-0.534058717,,,,,,,,,,,,,,,,,,,,,,,
93.5,1.001176005,0.964091653,-0.769403729,-0.56500272,1.383998111,0.560933172,-0.440266809,0.589820127,-0.365045112,-2.337307213,-0.570800489,0.566975925,0.854064104,-1.169908935,0.652049725,-0.784810857,1.871885407,1.240503623,0.347629441,-1.871570919,0.571879561,0.427107426,0.560727021,-2.087111102,-1.746375672,-0.078046696,-0.191055817,-0.388612175,-0.226272792,-1.0668109,,,,,,,,,,,,,,,,,,,,,,,
94.5,0.690451408,0.546538587,0.963229934,-0.367183984,0.937365012,0.31492766,0.193923488,0.7777072,0.503864744,-2.750936064,-0.856298676,1.238330165,0.993429784,-1.17709234,0.787769532,-0.247109882,1.112709734,0.926768608,1.143941055,-0.92411373,0.817294436,0.258304846,0.674731564,-2.198755453,-1.200117623,-0.588894775,-2.322637889,0.03934201,0.284235914,0.523142338,,,,,,,,,,,,,,,,,,,,,,,
95.5,1.12264178,1.032693036,1.618837325,-0.476124457,1.291501573,-0.106980983,-0.026938489,0.534122079,0.402709274,-0.817271738,1.78264148,1.129499774,0.93497965,-0.788301669,0.548232912,0.025266426,1.023121241,0.962536051,0.904280917,-0.845229401,-0.66330758,1.86873637,0.738383651,-1.461957312,-1.408433865,1.006131213,-1.238847923,0.220145258,0.003567262,-0.00813394,,,,,,,,,,,,,,,,,,,,,,,
96.5,0.939078291,0.323934769,1.46755464,0.023428989,1.098583328,0.551448294,0.364534333,0.487854781,0.755815027,-2.584066886,1.722281752,1.035870937,1.585454976,-0.361679553,1.001488864,0.392167034,1.47187107,0.292306738,-0.376465198,-0.188180934,-0.888802192,0.976297696,0.247072711,-1.668526274,-0.095814575,1.394273777,-2.218381561,-0.68372173,-0.35892526,-0.349491943,,,,,,,,,,,,,,,,,,,,,,,
97.5,1.116488013,-0.679035198,0.853468154,0.520664977,0.127572259,0.450696288,0.85125084,-0.239147054,0.594858989,1.455545354,1.161491221,1.636158099,0.889764536,0.208239475,0.538609722,1.125371187,-0.12141934,0.807088163,-0.329226291,-0.669071954,-1.734794307,1.113250385,0.738644197,-0.754372032,0.879221834,-0.410104787,-3.177708916,-1.682128797,0.242293483,-0.66823394,,,,,,,,,,,,,,,,,,,,,,,
98.5,1.401128911,0.296570032,1.37385153,0.104261272,0.155806534,-0.062584422,0.644053434,0.346998065,0.718850317,1.314607272,1.215842651,1.740241969,0.33073037,0.402653689,0.856130606,0.699672653,-0.857679727,0.28966202,-0.2396935,0.618991746,-1.620021557,1.147827322,-0.049988492,-1.145500025,1.010107857,0.114372754,-1.291262182,-0.959665572,0.453606478,-1.133967592,,,,,,,,,,,,,,,,,,,,,,,
99.5,-0.042850736,0.521706495,1.12780639,0.606460267,0.273102461,0.402470535,0.184906255,-0.490593849,0.664408864,1.085549087,0.021970502,1.506224102,-1.027710429,0.936101624,-0.006135318,-0.127065968,-1.551280886,-0.307208956,-0.756491354,0.321840965,-1.175147683,0.78985725,-0.091551457,0.474146476,0.627347364,0.048497853,0.94840946,-1.507004584,-0.0510429,-0.548036882,,,,,,,,,,,,,,,,,,,,,,,
100.5,0.413977992,-1.148442714,0.547259205,0.682833324,0.553320667,0.218079543,-0.01352236,0.135860006,0.825922288,1.093316287,0.812851697,-0.500261328,-1.082330394,0.120863436,0.316261179,-0.301525154,-0.940818838,-0.352122856,0.329529137,0.446047372,-0.383710868,0.898542043,-0.517642599,-0.042635646,0.715955226,0.465904202,0.184209463,-2.886062063,1.133889479,-0.398223173,,,,,,,,,,,,,,,,,,,,,,,
101.5,-1.165609585,-1.717496537,1.361063512,0.507429249,0.599260491,1.360436678,-1.522284991,0.753638189,0.472694646,-0.606064687,0.606958224,0.585801982,-2.147263415,-0.014622728,-0.021555602,0.052909731,-0.400856975,0.269185667,0.988184336,-0.70920971,0.410337813,1.162751613,-0.591543339,0.405442605,1.017445883,1.533183334,1.135765898,-1.552570086,1.681287727,0.50789418,,,,,,,,,,,,,,,,,,,,,,,
102.5,-0.844515795,-3.041360725,0.58165783,-0.29552549,1.674276154,1.305060327,-1.278167258,0.802664788,0.411498069,-0.331391054,1.093607987,0.98024592,-2.049483352,0.309740958,-0.043992261,0.834674483,0.247800145,0.272753912,0.976469846,-0.625794448,0.419915638,0.379450807,-1.172012841,0.270845546,-0.668816353,1.898317358,1.492112528,-1.421282349,0.809138308,1.079304925,,,,,,,,,,,,,,,,,,,,,,,
103.5,-0.341115942,-2.869288923,1.232705754,-0.166358566,1.104459449,0.791536926,-0.436268792,1.051348463,1.04856793,-0.959186971,1.970163975,0.436199862,-1.902582267,-0.257071596,0.060363052,0.721886415,0.205263924,0.783707876,1.023324205,-1.655947996,-0.870450997,1.115184485,-0.767328668,0.043257663,-0.715531334,1.543269306,0.799263918,-2.342449665,1.109808472,0.711478634,,,,,,,,,,,,,,,,,,,,,,,
104.5,0.676662898,-2.175196318,0.310685796,-0.143664815,-2.168550827,1.099253212,0.103961584,0.810349105,0.848619171,-0.621846115,1.23934509,0.282229647,-1.397228907,-0.431816385,0.066577785,1.6256828,0.576813173,1.20192672,0.584252094,-3.025947902,-1.767455893,0.144825977,-0.826867174,0.33588281,-1.676723172,1.519212375,1.582973106,-1.691503553,0.900129425,1.323725775,,,,,,,,,,,,,,,,,,,,,,,
105.5,2.015807343,-1.100375229,-0.301228333,-0.315320862,-2.794281933,0.22975565,0.240731718,1.025389531,0.504459254,0.634925129,1.879629153,-0.368124732,-0.926752697,-0.180438875,1.076743368,0.883081673,0.077155212,1.138225613,1.090670628,-2.116027647,-0.763130372,-0.685210487,0.211121386,0.860065025,-2.126878535,1.224426377,0.843306792,-0.804703058,0.947960498,1.666883953,,,,,,,,,,,,,,,,,,,,,,,
106.5,0.693858675,-0.159558786,-1.402629434,0.003494346,-2.006672587,0.471732803,1.49996265,0.904743847,0.172316755,0.88773563,1.930156408,-0.100567792,-0.950241708,-0.289562856,0.117455315,1.791004697,-0.505641504,1.016380663,0.061310771,-0.022544968,-1.738877077,-0.814138467,-0.223617528,0.808843147,-2.595732468,2.023683191,0.976419728,-1.910870048,0.51181997,0.571795077,,,,,,,,,,,,,,,,,,,,,,,
107.5,0.603635427,-0.522055088,-0.057437123,-0.056870638,-1.904049592,0.213717237,0.880263297,0.873046354,1.152545942,0.205343989,0.286423057,-0.526840976,-1.410731095,-0.904561226,-0.077367511,0.429125532,-1.30873523,0.488190961,1.218188044,-0.179449069,-0.765554703,-0.442695695,-0.284187821,0.310751041,-1.308202183,1.092158903,1.056989472,-1.912123494,0.898628327,0.695708286,,,,,,,,,,,,,,,,,,,,,,,
108.5,1.096637786,-0.178782553,-1.258602248,1.11306256,-0.775848858,-0.162812819,1.142033669,0.483014148,0.223411593,0.447964924,0.51330942,0.767193714,-0.653617879,-0.788141759,-0.808442821,0.407568418,-1.72985555,-0.216483285,1.319479253,0.441131181,0.033077329,-1.311518575,-0.932035891,0.69403811,-1.467641502,0.857946739,0.446526173,-0.747397508,0.390588602,0.467817819,,,,,,,,,,,,,,,,,,,,,,,
109.5,0.695778787,0.542771689,-1.390884346,0.642066971,0.295122937,0.976213419,0.98765047,0.795935388,0.562677483,0.520522747,-0.056488971,1.443105759,-0.003302007,-1.109696488,0.507597538,0.142460911,-0.356316949,0.739184557,1.5221358,0.843871501,0.485160096,-1.534898021,-1.23077815,0.072431032,-0.284455605,-0.723123533,-0.327073063,-1.971432778,-0.274816011,0.745911419,,,,,,,,,,,,,,,,,,,,,,,
110.5,0.432472184,1.335351107,-0.132891419,0.854964678,1.020031183,1.200675617,0.831282598,0.863963737,0.884342265,-0.523516626,0.219415781,0.623118249,-0.213751053,-0.809178304,0.573486441,0.319830089,-0.801185519,1.153719941,0.718583101,-1.242654983,0.09346549,-1.975387309,-1.083822889,0.152599098,0.080346822,-0.167864927,-2.084264039,-3.050184334,-0.869318241,0.01609666,,,,,,,,,,,,,,,,,,,,,,,
111.5,0.180900862,0.904171988,0.769683693,1.219559223,0.869734233,0.524645248,0.715617338,0.872200709,0.733866374,-0.083712557,1.565621405,1.316937211,0.074915117,-0.507874255,0.434667868,-0.63478245,-0.929887229,0.732495645,1.467647579,-1.468623647,0.782862733,-1.929580112,-1.032795581,-1.014495098,-0.032356678,-0.535931662,-3.072978781,-1.249407456,0.111531623,-0.635594894,,,,,,,,,,,,,,,,,,,,,,,
112.5,-0.103041978,0.726992044,1.890728629,1.318847542,0.391812105,0.272143598,-0.034971374,0.951866825,-0.697823725,,2.194194395,1.297360996,-0.699785302,-0.803743625,-0.142144769,0.645961313,-0.263543338,0.218652551,0.988233758,0.136017929,-0.283511297,-2.240887121,-0.531252115,-0.015282912,0.986367318,-0.347522525,-3.169143879,-0.155860303,-0.15326653,-0.249962798,,,,,,,,,,,,,,,,,,,,,,,
113.5,-1.383365841,0.625292068,2.190501082,0.620746242,0.585773961,0.185875792,-1.042745196,1.261789882,-0.441736214,-0.1693916,1.976556731,0.541945466,-1.610182709,-0.329394054,-1.779703741,0.287764154,-1.281910213,0.432378756,0.241249105,-0.028697955,1.519787896,-2.388026512,-0.338148965,-0.967223278,0.386869414,0.029488103,-3.432057221,-0.15527474,0.929541958,-0.069309095,,,,,,,,,,,,,,,,,,,,,,,
114.5,-1.633121332,0.027417034,-0.408855904,0.060026499,0.897275552,-0.693389395,-1.183211441,1.111496507,0.077974221,0.411309504,1.144880472,0.425027585,-1.026383286,0.626534802,-1.56188947,0.704875801,-0.901338898,-0.954705597,0.037980695,-1.174419295,1.69543113,-2.087719183,-0.457438759,-0.82559009,0.588380272,0.236320212,-2.505108885,0.724471766,0.427530991,-0.349447872,,,,,,,,,,,,,,,,,,,,,,,
115.5,-1.757244536,-0.787643825,1.01421273,0.971374381,0.693661004,-0.491122653,-1.138591899,0.895574561,0.561250325,0.738672918,0.263104509,0.457189403,-1.151645588,0.712905859,-1.652447043,0.248338207,-0.461017629,-1.726681022,-0.612372774,-0.738317813,0.869742028,-2.110455999,-0.302081376,-0.041647845,-0.516870301,1.028784551,-0.605255902,1.695082309,1.497533387,-0.010028256,,,,,,,,,,,,,,,,,,,,,,,
116.5,-0.735832777,0.718883802,0.299569012,0.307012607,0.766026383,-0.478469021,-1.006365792,0.706363108,0.361019445,0.779954209,-0.536590832,0.776805695,-1.516316863,1.853133395,-0.735988875,1.036659102,0.704220638,-1.669429475,-0.756617679,-1.074965228,0.871877006,-0.517100274,-0.791848299,-0.253950134,-1.661420066,0.512840712,0.401203229,0.601245949,1.404944955,-0.795672142,,,,,,,,,,,,,,,,,,,,,,,
117.5,-0.782468741,0.588908575,1.119953829,-0.364862543,1.250151962,1.001930714,-0.118737402,0.138220405,1.151111961,0.349773308,-0.173689057,0.494440824,-0.564212274,1.680538239,-0.025094555,0.390185382,0.123169017,-0.162199592,-0.01222598,-1.564857013,0.989367585,0.027149549,-1.793696287,0.14707515,-1.687098703,1.078170311,1.004559414,1.028720132,0.835069775,-1.196953915,,,,,,,,,,,,,,,,,,,,,,,
118.5,-0.266847539,0.521502715,0.520796458,0.361737377,1.195750791,0.690093188,0.805891037,0.833303973,0.576569228,0.950416714,-0.310299879,-0.069808781,0.615107975,1.701835651,0.402513128,-0.658647342,0.953511571,-0.61717439,0.820634348,-0.810362046,1.02828352,-0.384982823,-0.587607437,0.066731812,-1.662975899,-0.378307538,0.783686531,1.043039753,0.451134329,-2.349729486,,,,,,,,,,,,,,,,,,,,,,,
119.5,-1.386647226,0.605613681,0.803744611,1.167733942,1.418194412,-0.284893336,0.132066362,0.844484518,-0.153263231,-0.187172399,-0.75977229,0.20167925,0.606681917,-1.689438992,0.544208525,-0.479465278,0.745252865,0.787015573,-0.070856786,-0.712380704,0.343766223,2.473652788,-0.833990486,0.89694375,0.19343334,-0.3455218,0.101068288,1.081359099,0.500708967,-2.273770821,,,,,,,,,,,,,,,,,,,,,,,
120.5,-1.394301819,1.03062983,0.531414735,1.34515244,0.903016488,-0.88720731,0.20149103,0.448627634,0.210949811,-0.280708293,0.597166081,0.842770958,1.207567292,-1.57899009,0.349379706,-0.097907252,1.34777258,1.235387386,0.319278506,1.151528346,0.472231644,0.862547984,0.283291253,1.418671512,1.610226408,-0.182383004,0.735699244,-0.611038347,-0.22127826,-1.52686389,,,,,,,,,,,,,,,,,,,,,,,
121.5,-1.361943205,-0.339220222,-1.246494519,2.173248865,0.101398841,-1.445805744,0.548309669,0.315254088,0.06029882,-0.357969273,1.167389573,0.799618143,1.629168271,-1.20858451,-0.419948456,-1.673569425,0.832139628,1.613998752,-0.177255249,1.722870489,0.045581927,0.88364315,0.230717636,0.731096225,1.707881407,-0.37757953,-0.157982224,-0.704206082,-0.529938501,-0.478533198,,,,,,,,,,,,,,,,,,,,,,,
122.5,-1.62805844,-0.609637029,-1.251336677,0.863154926,-2.094435721,-0.119884164,0.813284429,0.15462825,0.297602945,0.158015592,1.349797125,1.17439649,0.982187058,-1.514634106,0.217251459,-0.70069587,0.128434052,0.716728857,1.012401536,1.673447981,0.007384375,1.140250933,0.48397611,0.852481884,2.240432227,-1.268717163,-0.153109454,-0.687521897,-0.711846239,-0.6312716,,,,,,,,,,,,,,,,,,,,,,,
123.5,-0.531395591,-0.801676004,-1.763464079,0.679852942,-3.722675419,-0.289051344,0.580400419,-0.050104392,0.568554487,-1.262903277,1.682624277,1.769962308,0.602616654,-1.741287375,0.058420166,1.101325795,-0.576684195,0.701317199,-0.040696369,1.517171269,-0.725216652,0.83228327,-0.01457281,-0.702552796,1.380256015,0.840346026,0.615008532,-1.877982297,0.288117398,0.606988418,,,,,,,,,,,,,,,,,,,,,,,
124.5,-0.126225358,-0.010435949,-1.737621855,0.85617415,-2.752310355,0.51160331,1.12446297,-0.607135553,0.648915262,-1.249874832,1.098129303,0.181210322,1.155551994,-1.760247598,0.482279841,0.643916285,-1.362550097,0.031389872,0.398720348,0.082294949,-0.945592543,0.430394191,0.759351774,-0.397082277,1.01787539,-0.093594326,-0.072211953,-3.123437712,-0.721016487,1.484922764,,,,,,,,,,,,,,,,,,,,,,,
125.5,0.750706426,0.109625722,-2.185106535,0.879983916,-1.541705534,0.747709002,0.766237367,-0.296563934,0.48852892,-0.867508219,0.677964392,0.744054427,0.840815695,-1.613928872,0.878644379,0.913260357,-1.453275406,0.030757457,-0.407915976,-0.946147962,0.012761785,0.498697994,1.159912837,-0.335927315,0.239403744,0.567018895,-0.033293684,-1.697640847,-0.040249363,0.44491594,,,,,,,,,,,,,,,,,,,,,,,
126.5,0.580325633,0.371795875,-1.809739735,0.850107578,-1.188913615,0.249806841,0.123669193,-0.311856884,0.480315507,-0.877307648,0.753622219,1.206985468,0.628294676,-1.619736452,0.90664941,1.175890711,-1.762770799,-1.171677471,-0.076753139,-1.095118188,0.260742838,0.697599811,0.05997542,-0.095253044,0.924037263,0.111769636,0.602484373,-0.985624728,0.458513859,1.197586914,,,,,,,,,,,,,,,,,,,,,,,
127.5,0.635377474,1.184610893,-1.507432567,0.328749661,-0.383813964,0.981061437,-0.016678777,-0.146898256,-0.335320988,-1.199360008,1.591317777,1.791178248,0.788013367,-0.153849016,1.253680429,1.155584902,-0.94729188,-0.458475861,-0.76443518,-0.356036624,1.443707495,-1.439739543,-0.025649206,-0.914256499,-0.131032037,-0.211221212,0.106988098,-1.68585789,0.442424821,0.82228944,,,,,,,,,,,,,,,,,,,,,,,
128.5,1.503235127,0.386874615,-0.516937523,0.845572928,-0.003980478,0.899882433,0.1784124,0.637128506,-0.320930076,-0.580147313,0.94609697,1.105160129,0.994951918,-0.477634492,1.122191972,0.433061345,-0.269531165,0.359280594,-0.400899375,-0.772056971,1.26020205,-1.35939638,0.168647541,0.341908449,0.909196909,-1.738493857,0.79461512,-0.330565533,0.669327814,0.876544065,,,,,,,,,,,,,,,,,,,,,,,
129.5,1.140441139,-0.934531524,0.631562175,-0.72460638,-0.781396335,0.107128898,0.710783734,0.746424939,-0.060259494,0.207521532,0.219490798,0.263139539,0.606836369,0.060897777,0.342503464,0.415313739,-0.315133872,-0.43091281,-1.22473774,0.654056458,1.041401806,-0.82526113,-0.731297072,-0.570973615,1.039863237,-2.757276533,1.422603173,0.101358625,0.547909323,1.04279965,,,,,,,,,,,,,,,,,,,,,,,
130.5,1.951222699,-1.420776503,0.498583378,0.229156326,-0.259983989,0.847906989,0.972488599,0.758810176,0.003784386,0.751596311,0.049583599,1.204430083,-0.676062035,0.716863556,-0.160149098,0.135268087,0.317324376,-1.298972934,-1.347042506,0.197214909,2.101853373,-1.073797317,0.135677089,0.327410584,0.763360655,-1.974785095,0.842289573,0.840473507,0.366786724,0.404804227,,,,,,,,,,,,,,,,,,,,,,,
131.5,2.388007711,-1.482763532,1.563303493,0.513432576,-0.326828359,1.113868523,1.299455148,0.766958658,-0.600932175,0.867421564,0.689542781,0.620423415,-1.741250895,1.182463666,-1.496394199,-1.136494151,0.461029925,-0.989926092,-1.381309144,0.629299997,1.667958811,-1.441837363,1.152016536,0.805397311,0.30200842,-3.831043342,0.887390504,0.245998512,0.685647216,1.039046512,,,,,,,,,,,,,,,,,,,,,,,
132.5,2.39167354,-1.845421674,0.221520054,0.319111597,0.404639853,1.244782257,1.264299256,0.72731021,0.104732817,0.263965294,-0.597345428,0.035381925,-0.658646904,0.49628892,-2.362687684,-1.625458037,0.672373067,-1.442047265,-2.283521266,0.129824885,0.022512276,-0.52517522,1.121424554,1.363591721,0.55554984,-2.601499572,0.91051436,0.757350378,0.856319591,0.096410894,,,,,,,,,,,,,,,,,,,,,,,
133.5,2.093900079,-1.077114844,0.054793778,0.751705702,0.801669245,0.838545412,1.021488909,0.430947426,-0.605184537,0.37544375,0.110569316,0.545320057,0.007758248,0.623319601,-3.816514769,-1.306551998,0.066437862,-0.559525435,-2.932740854,0.291215669,-0.179094616,0.656124854,-0.179385125,0.685864222,0.413185857,-0.582953855,-0.488528917,1.08908537,0.224303363,0.321538897,,,,,,,,,,,,,,,,,,,,,,,
