t_center,z_S_t__20170706_01_02_01,z_S_t__20170706_01_02_02,z_S_t__20170706_01_02_03,z_S_t__20170706_03_04_01,z_S_t__20170706_03_04_02,z_S_t__20170706_03_04_03,z_S_t__20170706_05_06_01,z_S_t__20170706_05_06_02,z_S_t__20170706_05_06_03,z_S_t__20170706_11_12_01,z_S_t__20170706_11_12_02,z_S_t__20170706_11_12_03,z_S_t__20170710_01_02_01,z_S_t__20170710_01_02_02,z_S_t__20170710_01_02_03,z_S_t__20170710_07_08_01,z_S_t__20170710_07_08_02,z_S_t__20170710_07_08_03,z_S_t__20170714_01_02_01,z_S_t__20170714_01_02_02,z_S_t__20170714_01_02_03,z_S_t__20170714_03_04_01,z_S_t__20170714_03_04_02,z_S_t__20170714_03_04_03,z_S_t__20170714_05_06_01,z_S_t__20170714_05_06_02,z_S_t__20170714_05_06_03,z_S_t__20170714_07_08_01,z_S_t__20170714_07_08_02,z_S_t__20170714_07_08_03,
45.5,1.01471602,0.522363649,-1.848406545,-0.608461359,-0.926920214,0.811192105,1.302342935,-0.848294736,0.226189521,1.380845067,0.827935966,-0.708678007,-1.983885571,0.495469042,-0.574490247,1.139877087,-1.293502343,-0.190701166,0.259259697,-0.212289377,-0.352395186,-1.273997996,-0.133830201,-0.089312176,-0.208948962,-0.675266452,-1.535386386,-0.343980609,-1.612440259,0.886260049,
46.5,0.002154902,0.267120297,-1.488304311,-1.068567044,-0.325268066,1.403170719,1.603106391,0.084410521,0.248613594,0.457036604,0.618857711,-1.534847659,-1.623800123,0.095046821,-1.60160732,0.965480117,-2.127831607,0.252644223,0.356696484,-0.457306062,0.196361488,-1.195733828,-0.070315574,0.003023201,0.128255281,-1.915413963,-0.955553102,-0.045520215,-1.647317748,0.758953745,
47.5,-0.994811832,-0.232747051,-1.438463196,-0.512360021,-1.559112265,1.407908849,1.049206384,0.591448877,0.97873943,0.919433535,0.048758647,-0.56279027,-1.727806461,-0.127057131,-2.983761799,0.588218988,-2.154394815,0.606223664,-0.03967769,0.533128039,0.695171866,-1.056447646,0.195757499,1.031389166,1.106443287,-1.17547537,-0.735092491,1.177989099,-1.627040226,-0.531601725,
48.5,-0.952938323,-0.060878269,-1.731488861,-0.60476532,-2.249963696,0.350017032,1.080338205,0.449488807,0.714819371,0.863020722,0.059706565,-0.356024461,-1.206127887,-0.538736133,-1.136649068,0.565796671,-2.136557975,0.384760853,0.156263214,0.968409581,0.202864032,-0.029022385,1.462777452,0.912675893,1.218870014,-1.40317861,-0.853178588,0.357451547,-1.722745639,-1.198460773,
49.5,-0.445989819,0.619401393,-0.467108974,-0.671724804,-2.889195421,-0.645174757,0.1240595,0.063947047,0.45992821,1.123498145,-0.341597925,0.066385906,-1.784461997,-0.867009937,-0.498506173,1.440894925,-2.106813103,0.41605975,0.355957356,0.966713666,-0.220450691,0.358630245,0.774768492,1.640534367,1.88847293,-0.49934732,0.347724389,0.452093765,-1.247490032,-0.716327936,
50.5,0.226939652,1.180419176,0.241059645,-0.908163614,-2.261772372,-0.317008869,0.804302586,1.041272354,0.631778426,0.239991873,-0.711538824,-0.544687221,-1.453557543,-1.333100591,0.497972464,0.731440506,-1.071578517,0.612758284,-0.189714778,0.818641401,0.244135183,-0.218598463,1.470918246,1.640979666,1.113697584,-0.004802935,1.446480344,0.009971092,-1.005553627,-1.883557259,
51.5,1.190160453,1.198693029,0.673813611,-0.324212307,-2.747508864,-0.720991252,0.77776139,0.476544938,0.933514638,0.913557973,-1.517313115,0.058722454,-1.84131846,-0.494695501,0.753386579,0.631933019,-0.633863431,1.148997489,-0.026646968,1.279515124,-0.203238189,-0.791053061,0.966032174,1.579035249,-0.498356734,0.847844025,1.786306386,0.007540054,-0.444819601,-0.7726858,
52.5,1.686286516,0.878536394,1.11042059,-1.002172274,-2.056131196,0.381474751,0.654200424,0.764273359,0.803384444,0.903768902,-0.490162257,0.327064819,-1.82044381,-0.579842523,0.914674807,0.456010686,-0.464571072,,1.14932426,1.300290392,-0.257968081,-1.525585244,0.648973831,0.499802866,-1.022869132,-0.791379829,1.436785653,-0.584889207,0.442932729,-0.324012817,
53.5,0.516639781,-0.274644146,1.322207531,-1.486336422,-1.327155059,-0.023421632,0.268044035,1.057717589,0.176204181,0.821852034,1.082785487,0.334277441,-2.082357755,-0.408568629,0.787210855,-0.412765777,0.041585849,,0.993729213,0.290602085,-0.037335291,-1.561301244,0.444624435,0.248959669,-1.642518129,-0.741234872,1.575640984,-0.369207175,0.831059706,-0.573128899,
54.5,0.262998482,-0.4737913,0.891044344,-1.161104826,-0.042602967,0.533560722,0.285332909,1.610795505,-0.086331139,0.137165337,0.879015087,-0.270178153,-1.320288495,0.861264692,0.646475895,-1.410787561,1.909865321,1.579036397,1.46344418,0.265916496,-1.1757826,-0.808744029,0.984542904,-0.930607359,-2.866817447,-0.793334551,0.856626373,-0.067691819,0.545992378,-0.5626734,
55.5,0.0366368,-0.734894501,0.752933625,-1.170074453,0.717310061,0.329581377,-0.31506233,1.232907316,0.303279881,1.040695792,1.294812808,0.29587227,-1.213683881,1.349299676,0.471169913,-0.364869129,0.565737221,0.890929593,0.520148786,0.041886106,-1.948472805,-0.775666337,1.058078152,-1.58429273,-2.152600576,-0.528322755,0.844822623,0.736815912,0.010161294,0.34527223,
56.5,-0.165012617,-0.564342342,1.027389798,-2.069084603,1.564441874,0.040027837,0.982734126,0.216697448,0.133484925,0.664055024,1.845286547,-0.139081262,-0.780468089,1.203100818,0.522931281,-0.295309843,0.585601928,1.608951921,0.025930537,-0.806845263,-1.652017862,-0.629765464,0.157396891,-2.278259145,-1.114082821,-0.25834408,0.206771478,1.243210951,-0.002188814,0.109525411,
57.5,-0.047168356,-0.466177789,0.432850593,-0.909714724,1.279676725,-0.36305916,0.950497533,0.737174235,0.37255899,-0.670408731,1.855422304,-1.061280594,-0.30454224,1.836166698,0.80988406,-0.149099391,0.576617335,1.94214733,-0.400537225,-1.561544097,-0.517325841,-0.65140414,0.266716965,-2.226730876,-0.905157797,0.829396326,-0.923853286,0.817851371,0.136776277,0.624325116,
58.5,0.825976247,0.146862569,-0.467256231,1.186639427,0.692474502,-0.029102532,1.4746523,0.227552622,1.257907149,-0.866631441,1.344521256,-0.396584777,0.520568925,1.028718496,0.833379679,0.024682964,1.559115305,1.7185176,-0.487537893,-1.309472351,-0.264661094,-1.371743341,-0.429386507,-1.164733925,-0.552163346,0.955525275,-1.047761909,0.496759751,0.297458027,0.42860084,
59.5,0.32400993,0.519718782,-0.687186397,1.003572182,-0.562021227,-0.177948714,1.482156264,-0.388788453,0.875654273,0.16865428,2.18450646,-0.731230967,-0.048587484,0.981133301,-0.17145568,0.255180053,1.808329052,1.490615407,-1.566237075,-1.656908918,0.901156069,-2.246402989,-0.969796295,-0.895122195,0.384461787,0.867601033,-0.915353505,-0.206719446,0.73700425,-0.078160836,
60.5,-0.400248644,1.027701413,-0.281861692,0.663861951,-0.911889259,-0.546625776,1.122082908,-0.981898463,0.085334261,-0.769438375,1.152656926,-1.60929244,0.015649677,0.523243772,0.367882512,-0.822517643,2.465339008,1.607998646,-1.057603428,-1.937510519,1.266999169,-1.408430413,-1.434489159,-0.112415568,1.015789144,0.853360982,-2.54053118,-0.92112848,1.207235268,-0.531940489,
61.5,-0.571874115,0.665207771,-1.027629505,0.51163192,-1.22832273,-0.682476442,0.605236342,-0.888961619,0.584258557,-0.205025668,0.305124164,-1.645882953,-0.505500044,0.270453174,0.999367225,-0.289642214,1.11550177,1.771640165,-1.498695751,-1.295772617,1.06080029,-0.512181895,-0.49915432,0.559964622,1.223816313,0.437171411,-2.882631674,-0.577303779,0.75759628,0.463179406,
62.5,-1.305889563,-0.449004318,-1.643958795,-0.056035999,-0.402715813,-0.959093677,0.212549627,-1.789386377,1.029951952,0.800441512,-1.381801195,-1.74413702,-1.024485658,-0.247595329,-0.120822814,0.734857254,1.056207155,1.387717251,-1.347046142,-1.254280349,0.732708822,0.338908496,-0.945579602,0.807192829,1.249572214,-0.203486146,-1.076725652,-1.286007719,0.234287776,0.204348134,
63.5,-2.14191414,-0.351920974,-0.159478603,-0.577330578,-0.898286908,0.120213095,-0.736414446,-0.509780871,0.688681051,0.121106368,-0.794668839,-1.367185076,-0.778831406,-0.7450136,-0.485971146,1.476890908,0.339713106,2.215006839,-1.166886645,-1.309555015,1.365564167,0.795864074,-1.081468266,0.425994154,1.211638987,0.393060336,-1.093105718,-1.373227272,0.348537747,0.952465437,
64.5,-2.132663306,-0.305970096,0.245488028,-0.049015941,-0.141588403,0.870564115,-1.631843874,0.017727295,0.315564668,-0.234597047,-0.288497372,-0.275614407,0.510432527,-0.910786752,0.071720814,1.009117144,0.470526663,-0.748123659,0.634436506,-0.591432055,0.275549864,0.848221702,-1.174571339,-0.185828023,1.072968806,-0.710779937,-1.639749126,-0.980970265,0.496997378,1.975723685,
65.5,-1.710784185,-0.246768072,-0.115342226,0.074072761,0.288092939,1.687215202,-2.202280658,0.420467955,0.418182948,0.255441767,-0.399394735,-0.100345199,0.26530045,-0.997567591,0.018949131,0.947734179,-0.164701149,-1.03396878,0.382820087,-0.279931351,-0.964651062,0.929597193,-0.889360376,-0.770739361,0.999333653,-1.116872061,-1.861277022,-1.03092518,0.886659886,2.246177502,
66.5,-1.639091469,-0.292636331,0.918099015,-0.115401876,0.611576893,1.502702791,-2.03147836,1.188376409,-0.775430136,0.115892556,0.192472813,-0.293985117,0.05831823,-0.837919081,-0.218667934,0.819122518,-0.150511138,-1.402129429,0.222759295,-0.342800893,-0.961847669,0.116112383,-1.560070318,-1.383365008,1.024198926,-0.742990124,-1.696916759,-1.965598927,0.903635143,0.440978542,
67.5,-0.775621151,-0.176081226,-1.083720717,-0.119485491,0.219390707,1.961589095,-2.191346949,0.453209162,-1.640308012,-0.572560559,0.191535374,-0.061107045,1.041125219,-0.269610586,0.497881261,-0.220663388,-0.23537396,-1.689518419,0.310323596,0.473777297,-0.37285367,-0.2903517,-1.181405539,-0.658548083,0.847821945,-0.367514072,-2.513044845,-1.89251871,0.60960873,-1.247183034,
68.5,-0.928733451,0.579468957,-0.674602715,0.853443947,0.221835989,1.872526677,-1.497902291,0.13915333,-1.820769459,-0.356588061,0.153164282,-0.210970693,0.635710307,-0.048479294,0.479260347,-1.438518404,1.202760009,-1.790552818,0.430310711,1.337360598,-1.735124896,0.247652432,0.230582588,-0.559020157,1.035909454,-0.160155436,-1.868918472,-1.695232938,0.482936712,-1.248078877,
69.5,-1.221119575,-0.404579008,-0.995953421,1.428762059,-0.783665325,1.847205832,-1.601977539,-0.724390307,-1.429214673,-0.46134328,-0.137046395,-0.824308281,0.357405604,-0.359534636,0.017917415,-1.267250359,0.837460713,-1.075199409,0.399432861,1.306976283,-1.689030417,1.011450159,-0.691283649,0.204927065,0.799093518,1.537583459,-1.426409428,-1.00976203,1.238464062,-1.515619371,
70.5,-1.776056113,-0.02678303,-1.469964748,1.112866613,-0.259026639,0.991447246,-1.220472765,-1.531430807,-1.705395239,-0.492493038,1.197713444,-0.333626825,0.200912918,0.077767705,-1.576232455,-0.372142362,1.391616987,-0.650096994,0.070590597,1.414895072,-1.136473947,1.136226564,-1.056743559,0.919736014,-0.184664306,0.126702146,-0.136331078,-0.736850381,1.069764557,-0.431273632,
71.5,-2.023087134,0.081814746,-0.995564422,0.649409615,0.611526105,0.617667594,-0.377993961,-2.366291839,-1.490545978,-0.520111496,1.163203489,0.509107559,0.332761242,0.717631981,-2.017851611,0.509355464,1.790959232,-0.055668185,-0.154467597,1.131500889,-0.607367427,1.738385162,-1.31148958,0.627763425,-1.734654601,-0.455015855,-0.072532473,-0.855924703,0.916167335,0.704814046,
72.5,-2.790630785,-0.113522731,0.388695067,1.143103181,1.000974364,-0.167904994,-0.261420087,-2.580013772,-1.472769639,-1.863706205,1.584510167,-0.064000226,0.468648984,-0.475691778,-1.718910329,0.709994635,0.798518891,0.490399137,-0.142285084,0.869937178,-1.379424655,1.806969708,-1.395383775,0.53260702,-1.193608926,-0.904577665,-0.322486439,-0.596892396,0.483205846,0.402497377,
73.5,-2.631340987,-1.090165242,0.647116296,-0.273041755,1.260939826,-0.142701253,-0.991648547,-2.745584576,-1.167280944,-1.831963575,0.898640442,-1.271760067,0.932900436,0.389125395,-1.574188854,0.606873316,0.676417787,0.741560421,-0.335941834,0.966831246,-1.064916502,1.725423115,-2.911577377,0.452381332,-0.623078079,-1.424873145,-0.271988791,-0.613981038,0.878220173,-0.128029501,
74.5,-1.902892465,-0.406207319,0.195647149,-1.18841597,2.709547011,-0.307091698,-0.06095482,-2.32116062,-0.936741472,-1.748666736,0.345606802,-1.357938408,1.362159351,0.78980415,-1.201697612,0.488396392,0.543661721,0.419666119,-0.67292243,0.926498788,-1.494490959,2.009575346,-2.251702691,0.572428716,-0.773542241,-2.341930839,0.435972651,-1.170108628,0.888569515,-0.596128595,
75.5,-0.31234349,-0.665250905,1.358885367,-0.565513511,2.090052477,-0.089040501,-0.405946014,-1.685538881,-0.818650599,-0.651859102,0.038933247,-0.703049391,1.722011888,1.091230148,-0.591855762,0.301120996,,0.053606218,-0.614185749,0.952600501,-1.087777593,1.579038232,-2.758517829,-0.621136509,-0.657707967,-1.178335949,0.762945692,-1.169579942,0.476696728,-0.229083657,
76.5,0.543031359,-1.33374043,0.785573076,0.32220357,1.423619209,-0.503145031,-1.164811653,-0.798653132,0.05276864,0.49753555,-0.09702282,-0.953631919,1.989411243,-0.310653087,0.050119448,-1.177941672,,-0.431372067,-1.396942822,1.30282987,-1.752096866,1.137450101,-2.294551629,-0.47732804,-0.043008303,-0.44888136,0.639271265,-0.780346274,0.806402522,-1.014949508,
77.5,1.558467644,-1.419974283,0.272845849,0.528204432,0.805873949,0.408827705,-0.542977258,-0.519518,0.405315228,1.403400052,-0.359820548,-0.934427598,1.776881826,0.372784886,-0.536068261,-1.154647537,,-1.152737438,-2.402906471,0.808049537,-1.473490351,0.515248715,-1.462359133,-0.486174623,-0.296118641,-1.089400158,0.291191161,-0.755221135,1.137818533,-1.366001577,
78.5,1.568434384,-0.444952119,-0.460377041,1.24780837,-1.433065643,0.212544019,0.249664507,-0.710923448,0.918724756,1.105773898,0.401036207,0.245762083,1.226485038,0.593050014,-0.909271362,-1.302462923,,-0.265865875,-1.051581351,0.800193774,-0.934020661,-0.411213145,-0.732932316,-0.481283046,-1.041061334,-0.213297406,-0.848720218,2.085153416,0.888127495,-0.51939506,
79.5,0.755826565,-0.671313404,0.594899709,1.935090106,-0.951862742,-0.632489873,-0.108024041,-0.650856226,1.181064182,1.287647706,0.981471244,0.066175065,0.515421556,0.028011211,0.232166265,-0.538059136,,0.198806701,-0.189207346,0.536751789,-0.607247943,-0.755280176,0.014548778,-0.013751581,0.000798352,0.870011254,-1.256165406,0.562163146,-1.209849872,0.186546867,
80.5,-0.287102074,-1.436377831,-0.24575632,1.983650363,-0.539558138,0.228881771,0.745686201,-1.048279753,1.352070999,0.065008553,0.312101185,-0.925499959,0.64511649,-1.137174293,-0.039811529,-0.849504705,-0.976398959,0.577760266,0.021589156,0.196916516,0.06624102,-0.538748651,0.449668026,-0.090506597,0.991175828,-0.28695322,-1.639639959,1.222832201,-1.301003721,-0.234515861,
81.5,-0.64379037,-0.496899169,-0.290743859,1.712872372,-0.06105317,0.688171091,1.973343878,-1.297366691,0.873251332,-0.415600383,0.078020711,-0.956050524,0.532068656,-0.820204289,0.564180929,-0.960648964,-0.397982117,0.231920487,0.921190139,-0.497135942,0.491906645,0.162708975,0.948353135,0.873178969,0.83269891,-0.084909268,-2.415087294,0.208380105,0.072062733,-0.135596741,
82.5,-1.150021724,-0.443267456,-0.24829322,1.210212386,0.942571896,0.635563355,0.384569687,-1.328219745,0.60632291,-0.261351504,-0.466896683,-0.85354382,0.691973134,-1.077062315,0.717368243,-0.460126023,-1.038012934,0.418040145,0.254435028,-0.977472237,0.174945643,-0.166604092,0.368697238,0.987931572,0.839043256,-0.105133319,-0.169837422,-0.512452069,0.509970667,-0.742247454,
83.5,-0.808565589,-1.069818274,0.968322078,1.285367628,1.608364813,0.325673177,0.394720511,-1.016030066,-0.109993084,-0.462002911,-0.485411976,-1.032334286,0.419853704,-1.704557223,0.777210732,-0.300652863,-0.176662218,-0.059959801,0.318062901,-0.884447458,0.841446234,0.397385319,-0.770359669,0.85070027,0.628346396,-0.533191157,0.634668473,-0.495041659,0.878558279,-0.282260406,
84.5,0.204736192,-1.158036841,0.823965835,1.052825131,0.2701987,0.363024842,0.826148687,-0.813073766,-0.042090598,-1.143874992,0.437244129,0.059428311,0.061019736,-1.804366389,-0.262326662,-0.828896287,0.319546673,-0.619199412,-0.798137531,-0.846625532,0.775303365,0.142171456,-0.361173459,0.123529711,-0.266050831,-1.057591394,-0.229203851,0.603905242,1.841730015,-1.93667314,
85.5,1.278899365,-1.154271789,0.603869274,0.17436136,0.085682032,0.895105302,1.245910855,-0.41747431,0.428524398,-1.144083087,0.31805654,1.010686055,0.422630568,-1.207250664,-0.822005362,-0.683202054,0.444459287,-0.659307702,-0.56811466,0.067897606,-0.032439146,-0.165805503,-0.713286786,0.293919458,-1.173519521,0.235547701,-1.073430005,-0.011684757,1.890743017,-1.640320769,
86.5,1.556853101,-0.709627536,0.760501195,0.392760023,-0.571989612,0.183968312,1.282453767,-0.895969684,0.055039497,-1.028271738,0.614900466,0.966109647,1.202217711,-0.86409508,-0.72399766,0.442620963,0.162639651,0.315335499,-0.047937937,0.285014594,-0.344417235,-1.471690251,-0.740485231,-1.057519838,0.362728425,-0.20974026,-0.090208143,0.03147631,0.88717388,-1.316941164,
87.5,1.277752999,-0.820723879,-0.943697894,0.438945323,-1.580161981,0.391575863,2.430542387,-0.391265321,0.224984256,-1.760524001,0.810708531,-0.273566347,0.588479322,-1.751660127,-0.974762111,0.079211256,0.556332823,-0.152003156,-0.072907008,0.869384934,0.083172163,-0.43391131,-1.017796868,-1.171767631,-0.32951234,-0.378912849,-0.780548314,0.361189443,0.466159701,-0.890037084,
88.5,0.704820849,-0.701893343,-0.907280823,-0.594541226,-1.198398191,0.266462871,1.648266127,0.244249333,0.628364607,-1.335338757,0.352840735,-0.586483547,0.91225329,-1.344760825,-2.056419477,0.014871063,-0.595202602,0.36242745,-0.912921549,0.473109634,0.396260732,-0.838686172,0.043699974,-1.236719669,0.68091035,0.068679926,-0.629326647,-0.481918675,0.108002405,-1.349954985,
89.5,-0.585642543,-0.794651587,-1.607829601,-0.232820827,-1.448815875,0.100283844,0.925126232,-0.877894406,1.027762789,-1.111818633,-0.505251677,-1.623821557,1.312218068,-0.329530585,-0.772457055,0.863849695,-1.605832826,0.841374039,-0.180213798,-0.017974137,-0.266038256,-0.875825091,-1.065091305,-1.417177701,1.25733212,-0.517680122,0.571974842,-2.062537359,-0.980285242,-1.367799453,
90.5,-0.88992822,-0.646008341,-2.584557341,0.377274189,-1.996265895,-0.489463983,0.944243714,-1.55194159,0.13805824,-0.95407814,-0.364831525,-1.732633753,1.354323696,-0.301469311,-0.224096215,1.022484244,-1.551187112,0.954761013,-0.976313278,-0.117937067,-0.455248296,-1.52598518,-0.267932269,-1.206170487,1.5253696,-0.202406346,1.821531772,-1.888224251,-0.978280518,-1.732108271,
91.5,-1.890977749,-1.196708014,-1.67175229,0.67524732,-1.161464404,-0.396636987,0.782898295,-1.603560512,0.308029373,0.729414269,-1.639305106,-1.757086594,0.616147337,0.056761238,-0.949479003,-0.865470151,-1.435534976,0.045820737,-2.293132062,-0.045642817,-0.781740582,-0.97979955,0.196396929,-1.224099893,0.668911887,-0.465497935,1.439372273,-0.728719732,,-2.009472072,
92.5,-1.969505474,-0.20472513,-1.026642674,0.174567759,-0.592215101,-0.492933189,-0.308295911,-1.374714577,-0.57801814,1.641284418,-1.419261262,-1.18997168,-0.068914189,0.540016268,-0.237680288,-1.09228876,-1.603231551,0.081181288,-0.212663831,-0.267131746,-0.946967871,-1.681863673,-0.54865986,-1.736341863,-0.702033974,-0.860902363,1.216894748,-0.508301538,,-2.207129697,
93.5,-2.004201149,0.234682547,0.256594566,0.569707994,-0.380468982,-0.316987234,-0.306502439,-2.29933388,-0.559852295,1.559726329,0.031078174,-1.109843096,0.467578793,-0.626731356,1.159967285,-1.19654537,-1.246930184,-0.146607141,-0.291427758,-0.465900184,-0.305599822,-0.791046276,-0.535008377,-1.716469275,-0.974127422,-0.499281139,0.822402307,-0.008823982,0.212679262,-1.53093268,
94.5,-2.013179392,-0.189934335,0.65197108,0.758795335,-0.293243574,-0.433556419,-0.447323084,-2.288898991,-0.489640743,1.374697137,1.129041476,-0.782065284,0.324906095,-0.330558739,1.183034783,-1.399028696,,0.033090457,-1.232802358,-0.496462184,-0.174968624,-1.037408646,0.943631098,-1.095630655,-1.786273539,-1.329752516,0.571792992,-0.141420912,-0.137680733,-1.408952966,
95.5,-1.048300434,-0.00304749,1.131756652,0.580906427,0.193168139,-0.167692879,-0.021663296,-2.259209479,-0.338318463,1.20882193,1.457595511,-1.317941849,-0.351005338,-0.112396313,0.088838146,-1.610282579,,-0.534238922,-0.502493782,-0.449073983,-0.346128591,-0.052400776,0.502924698,-1.391118808,-2.851559966,-1.952407774,-0.346386885,-0.142054547,-0.769942681,-0.418490563,
