n_A,n_B,n_matched,z_S,p_S,ETR,Max_episode,T_overlap,timeline_csv,file_a,file_b,condition
218,277,81,1.916735597,0.03089691,0.118510158,11,177.2,out/pair_20170707_07_08_01_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_01_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_01_B.csv,invisible_pair_Human
233,303,86,1.168125393,0.138586141,0.078387458,10,178.6,out/pair_20170707_07_08_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_02_B.csv,invisible_pair_Human
210,299,88,2.661500948,0.00589941,0.100896861,8,178.4,out/pair_20170707_07_08_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_03_B.csv,invisible_pair_Human
228,237,72,1.908882033,0.03149685,0.100840336,12,178.5,out/pair_20170707_09_10_01_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_01_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_01_B.csv,invisible_pair_Human
273,258,92,1.821336605,0.03729627,0.128851541,5,178.5,out/pair_20170707_09_10_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_02_B.csv,invisible_pair_Human
251,264,78,0.728843542,0.251974803,0.061521253,6,178.8,out/pair_20170707_09_10_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_03_B.csv,invisible_pair_Human
275,254,80,0.410032891,0.354164584,0.067264574,12,178.4,out/pair_20170707_11_12_01_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_01_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_01_B.csv,invisible_pair_Human
307,284,117,2.448101879,0.00729927,0.140213124,13,178.3,out/pair_20170707_11_12_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_02_B.csv,invisible_pair_Human
274,272,101,2.271226618,0.01359864,0.078431373,9,178.5,out/pair_20170707_11_12_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_03_B.csv,invisible_pair_Human
222,262,65,0.109805384,0.477452255,0.090344438,8,177.1,out/pair_20170710_13_14_01_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_01_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_01_B.csv,invisible_pair_Human
263,306,118,4.163428134,0.00059994,0.207050923,14,178.7,out/pair_20170710_13_14_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_02_B.csv,invisible_pair_Human
269,340,96,-0.510604485,0.714728527,0.095238095,8,178.5,out/pair_20170710_13_14_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_03_B.csv,invisible_pair_Human
166,201,40,0.613725589,0.303469653,0.062006764,8,177.4,out/pair_20170710_15_16_01_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_01_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_01_B.csv,invisible_pair_Human
182,213,48,0.893233829,0.208479152,0.06741573,8,178,out/pair_20170710_15_16_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_02_B.csv,invisible_pair_Human
165,193,48,2.378500274,0.01309869,0.106921778,8,177.7,out/pair_20170710_15_16_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_03_B.csv,invisible_pair_Human
