bin,t_center,mean,q025,q975,sigpos,signeg
149,154.5,0.116851350789333,-0.02647577,0.2828558,0,0
150,155.5,0.12235844619268,-0.0212600425,0.2978074,0,0
151,156.5,0.12758834939055,-0.0183547875,0.310205525,0,0
152,157.5,0.129031325874006,-0.0176830925,0.31305905,0,0
153,158.5,0.12727393048441,-0.0205490375,0.314067275,0,0
154,159.5,0.12164616865767,-0.02735291,0.30622325,0,0
155,160.5,0.10969655013066,-0.0479835675,0.286149025,0,0
156,161.5,0.0981871668810195,-0.06738376,0.26799555,0,0
157,162.5,0.082318582294683,-0.0976473625,0.2459398,0,0
158,163.5,0.0666654648267664,-0.1295374,0.225739225,0,0
159,164.5,0.0581369483984775,-0.14337625,0.215843025,0,0
160,165.5,0.052982090279384,-0.149960225,0.212472525,0,0
161,166.5,0.0495883690088055,-0.153722775,0.209864675,0,0
162,167.5,0.049845916385485,-0.15491215,0.2096728,0,0
163,168.5,0.053571942864769,-0.145410775,0.215869075,0,0
164,169.5,0.0598205364590385,-0.138619075,0.2280443,0,0
165,170.5,0.071322511044497,-0.123870725,0.250499075,0,0
166,171.5,0.087264182253916,-0.1065967,0.288560025,0,0
167,172.5,0.104270055729846,-0.092063005,0.3326133,0,0
168,173.5,0.147225739192328,-0.053509465,0.441210175,0,0
169,174.5,0.17921659044715,-0.0296779675,0.498459075,0,0
170,175.5,0.191305014059215,-0.02410597,0.51626805,0,0
171,176.5,0.193015619588223,-0.0259097925,0.52316325,0,0
