pair_id,condition,delta,period,t0_rel,t1_rel,T_seg,n_A,n_B,sufficient,n_matched,S_obs,null_mean_shiftA,null_sd_shiftA,null_skew_shiftA,z_S_shiftA,p_right_shiftA,p_left_shiftA,null_mean_shiftB,null_sd_shiftB,null_skew_shiftB,z_S_shiftB,p_right_shiftB,p_left_shiftB,ks_AB,null_mean_shiftA_ref,null_sd_shiftA_ref,null_skew_shiftA_ref,z_S_shiftA_ref,p_right_shiftA_ref,p_left_shiftA_ref
20170714_01_02_03,visible,0.1,P1,0.0,20.0,14.9,24,26,1,14.0,0.56,0.480192,0.09339740597866922,-0.12507399729807678,0.854499106947651,0.27587241275872415,0.8514148585141486,0.481504,0.09393391475944247,-0.1362093704562806,0.8356513214744885,0.276972302769723,0.8433156684331566,0.008299999999999974,0.48196399999999995,0.09447833253996366,-0.1349042310569906,0.8259671598987147,0.27977202279772023,0.8412158784121588
20170714_01_02_03,visible,0.1,P2,20.0,60.0,40.0,53,65,1,27.0,0.4576271186440678,0.43176440677966105,0.05881315210948348,-0.2815968997981153,0.4397436786972765,0.4006599340065993,0.7327267273272673,0.43285423728813566,0.05799606790510043,-0.1905370546851043,0.4271476024282933,0.39536046395360464,0.7295270472952705,0.007299999999999987,0.43326949152542366,0.05834012637579391,-0.29483546643514436,0.4175107020123022,0.40755924407559246,0.7290270972902709
20170714_01_02_03,visible,0.1,P3,60.0,180.0,118.80000000000001,170,199,1,86.0,0.46612466124661245,0.4614579945799458,0.040910020518137725,-0.08373655095381567,0.1140714819391903,0.48325167483251674,0.5652434756524347,0.461210840108401,0.04106377590570475,-0.08743967088478051,0.11966315882628754,0.48235176482351766,0.5661433856614339,0.009099999999999997,0.46180054200542,0.04108388955587586,-0.10861565538726188,0.10525097034231586,0.49305069493050696,0.5524447555244476
20170714_03_04_01,visible,0.1,P1,0.0,20.0,16.1,19,24,1,8.0,0.37209302325581395,0.3970837209302326,0.11600181581422564,0.01230258577012853,-0.2154336766110687,0.6522347765223477,0.48485151484851513,0.38005116279069767,0.1201935754288958,0.014518759769228142,-0.06621102256494238,0.6032396760323968,0.5412458754124587,0.0665,0.39627906976744187,0.11700085546763593,0.008921005325968047,-0.20671683480398245,0.6504349565043496,0.48875112488751127
20170714_03_04_01,visible,0.1,P2,20.0,60.0,40.0,46,58,1,16.0,0.3076923076923077,0.38014423076923076,0.06388190387174619,-0.07644630112346702,-1.1341540981994311,0.891010898910109,0.1668833116688331,0.379275,0.06446957730722579,-0.10224874928642327,-1.1103328933982204,0.8863113688631137,0.17168283171682833,0.007200000000000012,0.3789269230769231,0.065706418968807,-0.12688542490554625,-1.08413479995665,0.8772122787721228,0.17398260173982602
20170714_03_04_01,visible,0.1,P3,60.0,180.0,119.19999999999999,140,130,1,46.0,0.34074074074074073,0.3381259259259259,0.04220482898649815,0.04889610633279224,0.061955346760233516,0.5003499650034996,0.5598440155984401,0.33811111111111114,0.04243252139796788,0.06521389371422477,0.06197203331300335,0.5017498250174982,0.5644435556444356,0.007599999999999996,0.3382881481481481,0.042349348180470855,0.021273995441447795,0.05791334927142079,0.5071492850714928,0.5563443655634437
20170714_03_04_02,visible,0.1,P1,0.0,20.0,14.5,18,22,1,8.0,0.4,0.39018500000000006,0.12432401787724734,-0.020846589206429973,0.07894693372676315,0.5503449655034497,0.6144385561443856,0.39156499999999994,0.12518453535396926,-0.017179848782735634,0.06738052728437618,0.553044695530447,0.6107389261073892,0.010099999999999998,0.39016000000000006,0.12525870578262188,-0.0480393611476853,0.07855741394196282,0.5495450454954505,0.6081391860813918
20170714_03_04_02,visible,0.1,P2,20.0,60.0,40.0,52,57,1,21.0,0.3853211009174312,0.40096880733944956,0.06412457762999099,0.07447108879617648,-0.24402042087993314,0.626937306269373,0.4821517848215178,0.4010972477064221,0.0644895510873907,0.06844798384181829,-0.24463105298426385,0.6214378562143785,0.47955204479552044,0.005500000000000005,0.40052293577981657,0.06392619882151898,0.04887793578425831,-0.23780289056179701,0.6211378862113789,0.47805219478052197
20170714_03_04_02,visible,0.1,P3,60.0,180.0,119.4,148,145,1,47.0,0.32081911262798635,0.36589556313993177,0.044339641794679904,0.10244688671262638,-1.0166173809133912,0.8554144585541446,0.18488151184881513,0.3659638225255972,0.044090408776641735,0.07005271985228215,-1.0239122555272768,0.8603139686031397,0.1807819218078192,0.0049000000000000155,0.3654825938566553,0.04468515025806675,0.05169193628643165,-0.9995150731445989,0.8546145385461453,0.19208079192080793
20170714_03_04_03,visible,0.1,P1,0.0,20.0,14.8,19,22,1,13.0,0.6341463414634146,0.40050243902439026,0.10204000663150023,-0.017809064764324572,2.2897284129232642,0.019598040195980403,0.9928007199280072,0.3979951219512195,0.10393913013539088,-0.02783222077378218,2.2720145839645287,0.019598040195980403,1.0,0.03209999999999996,0.40084878048780487,0.10214097963386562,-0.005369436518792017,2.2840740495331824,0.0217978202179782,0.9925007499250075
20170714_03_04_03,visible,0.1,P2,20.0,60.0,40.0,41,53,1,17.0,0.3617021276595745,0.3482914893617021,0.06425720020989163,0.11555599907401069,0.20870249954973855,0.48035196480351966,0.6466353364663534,0.3434531914893617,0.0631672427270678,0.1091220673649353,0.2888987295054582,0.44175582441755823,0.6776322367763223,0.03859999999999997,0.3460957446808511,0.0636791609537175,0.09682038644766189,0.24507833873731857,0.46625337466253375,0.660933906609339
20170714_03_04_03,visible,0.1,P3,60.0,180.0,118.6,156,167,1,68.0,0.42105263157894735,0.40707554179566563,0.044392457535747894,-0.0652383536271255,0.3148528051646249,0.40815918408159185,0.6443355664433557,0.40650402476780184,0.04354051906452358,-0.11348223052963761,0.3341394894623472,0.3992600739926007,0.6483351664833517,0.014799999999999924,0.4082421052631579,0.04336251560192235,-0.11607471497024348,0.29542857783881715,0.41675832416758324,0.6328367163283671
20170714_05_06_01,visible,0.1,P1,0.0,20.0,14.8,19,14,1,4.0,0.24242424242424243,0.32591515151515155,0.11844105460538898,0.2681489979780429,-0.7049152793267204,0.8191180881911809,0.33636636336366366,0.316169696969697,0.11747220459151735,0.22551314531951,-0.6277693927843396,0.7916208379162084,0.36846315368463156,0.03210000000000002,0.3261878787878788,0.11777361075064458,0.28396536197603006,-0.7112258495749476,0.8205179482051795,0.33726627337266274
20170714_05_06_01,visible,0.1,P2,20.0,60.0,40.0,61,41,1,14.0,0.27450980392156865,0.3684745098039216,0.05943323857632744,-0.0029198559415233756,-1.5810127149924413,0.9637036296370363,0.07039296070392961,0.3664941176470588,0.05840349957972138,-0.05970289306897003,-1.574979485603095,0.9611038896110389,0.07699230076992301,0.03290000000000004,0.36864117647058825,0.05885123647482558,0.013964012178673818,-1.599479946173868,0.9648035196480352,0.0644935506449355
20170714_05_06_01,visible,0.1,P3,60.0,180.0,119.30000000000001,156,123,1,57.0,0.40860215053763443,0.3441992831541219,0.037819944673742605,0.052171947059489195,1.7028810575766324,0.05829417058294171,0.9607039296070393,0.34582795698924734,0.03763536943012361,0.026697661827757832,1.6679574160933355,0.060693930606939304,0.9597040295970403,0.030800000000000022,0.34422365591397847,0.03704456831831026,0.010326757902337043,1.7378659691881249,0.055694430556944306,0.9653034696530347
20170714_05_06_02,visible,0.1,P1,0.0,20.0,15.6,23,11,1,2.0,0.11764705882352941,0.2708411764705883,0.09478770977441973,0.0306373154529752,-1.6161812329007368,0.9752024797520248,0.08899110088991101,0.28645882352941177,0.09896227992570958,0.1157143514528453,-1.7058192761182178,0.9816018398160185,0.0746925307469253,0.07320000000000004,0.2703,0.0946239095639135,0.024930818533979018,-1.6132597128991113,0.9735026497350265,0.08749125087491251
20170714_05_06_02,visible,0.1,P2,20.0,60.0,40.0,53,39,1,18.0,0.391304347826087,0.33648478260869563,0.0663633415960837,0.11838636708743108,0.826051912078918,0.2663733626637336,0.8413158684131586,0.3364934782608696,0.06695968033029805,0.1400196772222195,0.8185652812983402,0.26617338266173385,0.83991600839916,0.004200000000000037,0.3365565217391304,0.06596521322967575,0.15805726411964713,0.829949960084828,0.26947305269473054,0.8389161083891611
20170714_05_06_02,visible,0.1,P3,60.0,180.0,119.30000000000001,173,141,1,61.0,0.3885350318471338,0.38911719745222934,0.03825192244295429,-0.015832304183191155,-0.015219250900755264,0.5373462653734626,0.5262473752624738,0.3893866242038217,0.03858552997997158,0.0009836483225417023,-0.022070251649515912,0.5383461653834617,0.5303469653034697,0.008000000000000007,0.38914713375796184,0.03843129974664508,-0.0006680584719934956,-0.015927171728858585,0.5368463153684632,0.5263473652634737
20170714_05_06_03,visible,0.1,P1,0.0,20.0,15.4,23,19,1,9.0,0.42857142857142855,0.4050761904761905,0.10349262226685334,-0.04055175101973002,0.2270233141320561,0.49905009499050096,0.7035296470352965,0.39449523809523807,0.10407561266040824,-0.12430392644049339,0.32741763036628774,0.46695330466953305,0.7430256974302569,0.03949999999999998,0.4055428571428571,0.10318730739921134,-0.032599764256609966,0.2231725200414277,0.5038496150384961,0.700929907009299
20170714_05_06_03,visible,0.1,P2,20.0,60.0,40.0,55,59,1,28.0,0.49122807017543857,0.42386315789473683,0.06930045812508648,0.06495901200849377,0.9720702301723445,0.19668033196680332,0.8513148685131486,0.42622807017543857,0.06829338140017326,0.05487221096673088,0.9517759798584977,0.19738026197380262,0.8438156184381562,0.027200000000000002,0.4231912280701754,0.06895112941955134,0.09203527497674531,0.9867400676104239,0.19258074192580743,0.8566143385661434
20170714_05_06_03,visible,0.1,P3,60.0,180.0,119.4,180,141,1,64.0,0.3987538940809969,0.39477071651090334,0.03195297542279326,-0.004441624914515393,0.12465748548888445,0.49535046495350465,0.5780421957804219,0.39444174454828657,0.03183532879527018,-0.01218490268026822,0.1354517039997077,0.49265073492650735,0.5811418858114189,0.006400000000000017,0.394409968847352,0.032005855734482,-0.01213724191417529,0.13572282740013905,0.49395060493950604,0.5805419458054195
20170714_07_08_01,visible,0.1,P1,0.0,20.0,15.0,19,17,1,6.0,0.3333333333333333,0.34787222222222225,0.11335551842970398,0.2085175543020337,-0.12825920687668194,0.6375362463753624,0.5612438756124387,0.34683888888888886,0.11354582628481436,0.17183371880319423,-0.11894365471152316,0.6408359164083591,0.5653434656534346,0.004599999999999993,0.3477222222222222,0.11218545564769283,0.21309322131340389,-0.1282598426490842,0.6385361463853615,0.5635436456354365
20170714_07_08_01,visible,0.1,P2,20.0,60.0,40.0,43,41,1,13.0,0.30952380952380953,0.31370238095238095,0.07298246043884977,-0.13990374623728058,-0.05725446091355804,0.5958404159584042,0.5262473752624738,0.3141904761904762,0.07352455585668334,-0.09830344502226245,-0.06347085830430699,0.5963403659634037,0.5286471352864713,0.007600000000000051,0.3151690476190476,0.07238724875022945,-0.10392009221061765,-0.07798663704869979,0.6005399460053995,0.5262473752624738
20170714_07_08_01,visible,0.1,P3,60.0,180.0,119.6,123,98,1,22.0,0.19909502262443438,0.272372850678733,0.041366912397992284,0.11756580176878592,-1.7714115897577873,0.9751024897510249,0.04609539046095391,0.2741837104072398,0.041819794884055905,0.12854682873709533,-1.7955297961404766,0.9807019298070193,0.0453954604539546,0.020999999999999908,0.2722533936651584,0.04221709292933811,0.1075430608315034,-1.7329087808858514,0.9719028097190281,0.0524947505249475
20170714_07_08_02,visible,0.1,P1,0.0,20.0,13.6,17,17,1,7.0,0.4117647058823529,0.35956470588235295,0.10379365647987036,0.12297205922050776,0.5029209083709618,0.41685831416858316,0.7928207179282072,0.37525294117647057,0.1026152120423649,0.0024293628782310543,0.3558123983684641,0.5096490350964904,0.7612238776122388,0.09280000000000005,0.35972352941176466,0.10415452025603775,0.10480978011008818,0.499653556491433,0.42355764423557646,0.7932206779322067
20170714_07_08_02,visible,0.1,P2,20.0,60.0,40.0,48,39,1,14.0,0.3218390804597701,0.3234436781609195,0.06472364967172324,0.059768989267420955,-0.02479152070824006,0.5811418858114189,0.5407459254074592,0.3225103448275862,0.06547067696303385,0.07505026324880794,-0.010252900977259269,0.5745425457454254,0.549045095490451,0.009599999999999997,0.323648275862069,0.06457395292815707,0.08841026699566658,-0.028017417553974983,0.5823417658234177,0.5437456254374563
20170714_07_08_02,visible,0.1,P3,60.0,180.0,117.1,150,101,1,41.0,0.32669322709163345,0.30733944223107573,0.04118266860657721,0.0298743835179575,0.4699497510821036,0.35866413358664134,0.7174282571742826,0.30944223107569724,0.04042656717074874,0.010866399119469437,0.42672423664056336,0.37106289371062895,0.6994300569943006,0.02589999999999998,0.30817211155378493,0.04095649048870616,0.025249994724810924,0.452214418687943,0.3681631836816318,0.7114288571142886
20170714_07_08_03,visible,0.1,P1,0.0,20.0,15.1,20,16,1,2.0,0.1111111111111111,0.34148888888888884,0.112011026044928,-0.02702572605733013,-2.0567419647184773,0.9934006599340066,0.033596640335966405,0.3542777777777778,0.11371517875648818,-0.02622688768735681,-2.1383835414565753,0.9947005299470053,0.0187981201879812,0.06400000000000006,0.339,0.11098319135758095,0.01965839747241532,-2.0533639923422737,0.9939006099390061,0.030996900309969003
20170714_07_08_03,visible,0.1,P2,20.0,60.0,40.0,49,44,1,16.0,0.34408602150537637,0.34758064516129034,0.07967115392376818,-0.061139287452824785,-0.04386309829599968,0.5671432856714329,0.551044895510449,0.34963440860215056,0.07908889346290753,-0.09416721792281418,-0.07015380863023916,0.5835416458354165,0.5426457354264573,0.016400000000000026,0.34769247311827955,0.08007327863206606,-0.06315630112422739,-0.04503938985032327,0.5641435856414359,0.5572442755724427
20170714_07_08_03,visible,0.1,P3,60.0,180.0,119.5,140,117,1,44.0,0.3424124513618677,0.31818365758754863,0.04169101224259609,-0.011780317356178977,0.5811514873597696,0.30516948305169483,0.7626237376262374,0.3179634241245136,0.041999945829061885,0.028135607695097146,0.5821204469372572,0.3023697630236976,0.7655234476552345,0.00880000000000003,0.3182739299610895,0.041590284056699664,0.05127419465064756,0.5803884716889738,0.2947705229477052,0.7686231376862314
