n_A,n_B,n_matched,z_S,p_S,ETR,Max_episode,T_overlap,timeline_csv,file_a,file_b,condition
218,277,199,2.394785558,0.01089891,0.016930023,3,177.2,out/pair_20170707_07_08_01_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_01_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_01_B.csv,invisible_pair_Human
233,303,199,-1.459343217,0.95080492,0.016797312,3,178.6,out/pair_20170707_07_08_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_02_B.csv,invisible_pair_Human
210,299,191,0.491174545,0.376162384,0.022421525,4,178.4,out/pair_20170707_07_08_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_07_08_03_B.csv,invisible_pair_Human
228,237,174,1.267586259,0.123587641,0.056022409,6,178.5,out/pair_20170707_09_10_01_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_01_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_01_B.csv,invisible_pair_Human
273,258,207,0.221780936,0.461953805,0.039215686,7,178.5,out/pair_20170707_09_10_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_02_B.csv,invisible_pair_Human
251,264,194,0.731861209,0.267873213,0.044742729,5,178.8,out/pair_20170707_09_10_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_09_10_03_B.csv,invisible_pair_Human
275,254,215,1.83593599,0.052394761,0,0,178.4,out/pair_20170707_11_12_01_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_01_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_01_B.csv,invisible_pair_Human
307,284,252,2.013951451,0.03619638,0.016825575,3,178.3,out/pair_20170707_11_12_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_02_B.csv,invisible_pair_Human
274,272,224,1.502371695,0.092290771,0,0,178.5,out/pair_20170707_11_12_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170707_11_12_03_B.csv,invisible_pair_Human
222,262,178,-0.920155305,0.859414059,0,0,177.1,out/pair_20170710_13_14_01_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_01_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_01_B.csv,invisible_pair_Human
263,306,229,2.801540525,0.00579942,0.055959709,6,178.7,out/pair_20170710_13_14_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_02_B.csv,invisible_pair_Human
269,340,235,0.085325026,0.528747125,0.022408964,4,178.5,out/pair_20170710_13_14_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_13_14_03_B.csv,invisible_pair_Human
166,201,137,0.738748943,0.273672633,0.022547914,4,177.4,out/pair_20170710_15_16_01_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_01_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_01_B.csv,invisible_pair_Human
182,213,149,1.488868265,0.092890711,0,0,178,out/pair_20170710_15_16_02_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_02_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_02_B.csv,invisible_pair_Human
165,193,128,-0.520987846,0.741825817,0.016882386,3,177.7,out/pair_20170710_15_16_03_timeline.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_03_A.csv,/Users/jyou/PyCharmProjects/statistics/invisible_pair_Human/20170710_15_16_03_B.csv,invisible_pair_Human
