pair_id,condition,delta,period,t0_rel,t1_rel,T_seg,n_A,n_B,sufficient,n_matched,S,z_S,p_right,p_left,null_mean,null_sd,STR,Max_episode,n_windows,n_episodes
20170707_09_10_02,invisible,0.1,P3,60.0,180.0,113.8,163,162,1,65,0.4,-0.6372961455552824,0.758024197580242,0.2928707129287071,0.4251796923076923,0.039510190801096,0.0,0.0,109,0
20170707_09_10_03,invisible,0.1,P1,0.0,20.0,20.0,31,31,1,12,0.3870967741935484,-0.6780072850999479,0.8152184781521847,0.2952704729527047,0.4568741935483871,0.1029154418961037,0.0,0.0,16,0
20170707_09_10_03,invisible,0.1,P2,20.0,60.0,40.00000000000001,55,57,1,32,0.5714285714285714,2.2258506580494144,0.0233976602339766,0.9889011098890113,0.4189785714285715,0.0684906687017343,0.1499999999999999,6.0,36,1
20170707_09_10_03,invisible,0.1,P3,60.0,180.0,115.4,146,161,1,55,0.3583061889250814,-0.9645903798887944,0.8587141285871412,0.187981201879812,0.3979908794788274,0.0411414952721394,0.0,0.0,111,0
20170707_11_12_01,invisible,0.1,P1,0.0,20.0,20.0,26,34,1,12,0.4,-0.3710852550240666,0.6912308769123088,0.4286571342865713,0.4329699999999999,0.0888475075568865,0.0,0.0,16,0
20170707_11_12_01,invisible,0.1,P2,20.0,60.0,40.0,58,57,1,24,0.417391304347826,-0.0873115846499735,0.5573442655734426,0.5258474152584741,0.4257669565217392,0.0959283033000788,0.075,3.0,36,1
20170707_11_12_01,invisible,0.1,P3,60.0,180.0,115.4,162,154,1,52,0.3291139240506329,-2.0336859538039387,0.9871012898710128,0.0225977402259774,0.4078037974683544,0.038693227570626,0.0346620450606585,4.0,111,1
20170707_11_12_02,invisible,0.1,P1,0.0,20.0,20.0,33,29,1,20,0.6451612903225806,1.9352834459411223,0.0265973402659734,0.9792020797920208,0.4512612903225806,0.1001920418462045,0.0,0.0,16,0
20170707_11_12_02,invisible,0.1,P2,20.0,60.0,40.0,67,65,1,33,0.5,0.066816916530793,0.5062493750624938,0.5574442555744425,0.4949393939393939,0.0757383956542484,0.0,0.0,36,0
20170707_11_12_02,invisible,0.1,P3,60.0,180.0,115.6,185,173,1,83,0.4636871508379888,0.0053300532960368,0.5161483851614839,0.5436456354364564,0.4634608938547486,0.0424492909683435,0.0,0.0,111,0
20170707_11_12_03,invisible,0.1,P1,0.0,20.0,20.0,35,33,1,15,0.4411764705882353,-0.7415410244955319,0.8153184681531847,0.2813718628137186,0.5008088235294118,0.080416795526241,0.0,0.0,16,0
20170707_11_12_03,invisible,0.1,P2,20.0,60.0,40.0,63,60,1,28,0.4552845528455284,-0.0635131478531251,0.577942205779422,0.5238476152384761,0.4597349593495934,0.0700706334750821,0.0,0.0,36,0
20170707_11_12_03,invisible,0.1,P3,60.0,180.0,114.5,161,159,1,67,0.41875,0.0044068219156281,0.5256474352564744,0.5248475152484752,0.4185618749999999,0.0426894945159646,0.0,0.0,110,0
20170710_13_14_01,invisible,0.1,P1,0.0,20.0,20.0,26,32,1,9,0.3103448275862069,-1.2882956646829813,0.933006699330067,0.1352864713528647,0.4208275862068965,0.0857588530718814,0.0,0.0,16,0
20170710_13_14_01,invisible,0.1,P2,20.0,60.0,40.00000000000001,47,54,1,19,0.3762376237623762,0.0146648197062237,0.5446455354464553,0.5502449755024498,0.3750019801980198,0.0842590355087726,0.0749999999999999,3.0,36,1
20170710_13_14_01,invisible,0.1,P3,60.0,180.0,112.7,132,162,1,50,0.3401360544217687,-1.2141869365580629,0.8997100289971003,0.1351864813518648,0.3862517006802721,0.0379806806266838,0.0443655723158828,5.0,108,1
20170710_13_14_02,invisible,0.1,P1,0.0,20.0,20.0,31,36,1,15,0.4477611940298507,-0.6419174051207458,0.7541245875412459,0.3537646235376462,0.4943850746268656,0.0726322112861932,0.0,0.0,16,0
20170710_13_14_02,invisible,0.1,P2,20.0,60.0,40.0,52,65,1,29,0.4957264957264957,0.9673554726768808,0.1861813818618138,0.8667133286671332,0.4332871794871795,0.064546403057537,0.075,3.0,36,1
20170710_13_14_02,invisible,0.1,P3,60.0,180.0,114.5,158,187,1,83,0.4811594202898551,0.9897104975122228,0.1792820717928207,0.8664133586641336,0.4481547826086957,0.0333477696398302,0.0349344978165938,4.0,110,1
20170710_13_14_03,invisible,0.1,P1,0.0,20.0,20.0,34,36,1,13,0.3714285714285714,-1.2213377107191958,0.8871112888711129,0.1622837716228377,0.5059514285714285,0.1101438659939862,0.0,0.0,16,0
20170710_13_14_03,invisible,0.1,P2,20.0,60.0,40.0,57,74,1,31,0.4732824427480916,-0.1289040758891771,0.6142385761423858,0.4670532946705329,0.4809389312977099,0.0593967917368325,0.125,5.0,36,1
