pair_id,condition,delta,period,a_time,b_time,dt,a_time_rel,b_time_rel
20170706_01_02_03,visible,0.1,P3,74.2,74.1,0.10000000000000853,69.2,69.1
20170706_01_02_03,visible,0.1,P3,74.9,74.9,0.0,69.9,69.9
20170706_01_02_03,visible,0.1,P3,77.6,77.5,0.09999999999999432,72.6,72.5
20170706_01_02_03,visible,0.1,P3,79.7,79.6,0.10000000000000853,74.7,74.6
20170706_01_02_03,visible,0.1,P3,84.2,84.1,0.10000000000000853,79.2,79.1
20170706_01_02_03,visible,0.1,P3,86.1,86.1,0.0,81.1,81.1
20170706_01_02_03,visible,0.1,P3,87.8,87.8,0.0,82.8,82.8
20170706_01_02_03,visible,0.1,P3,93.5,93.4,0.09999999999999432,88.5,88.4
20170706_01_02_03,visible,0.1,P3,94.4,94.3,0.10000000000000853,89.4,89.3
20170706_01_02_03,visible,0.1,P3,95.1,95.0,0.09999999999999432,90.1,90.0
20170706_01_02_03,visible,0.1,P3,100.4,100.4,0.0,95.4,95.4
20170706_01_02_03,visible,0.1,P3,101.3,101.3,0.0,96.3,96.3
20170706_01_02_03,visible,0.1,P3,103.6,103.6,0.0,98.6,98.6
20170706_01_02_03,visible,0.1,P3,105.1,105.1,0.0,100.1,100.1
20170706_01_02_03,visible,0.1,P3,110.9,110.9,0.0,105.9,105.9
20170706_01_02_03,visible,0.1,P3,116.9,116.8,0.10000000000000853,111.9,111.8
20170706_01_02_03,visible,0.1,P3,117.5,117.5,0.0,112.5,112.5
20170706_01_02_03,visible,0.1,P3,118.3,118.2,0.09999999999999432,113.3,113.2
20170706_01_02_03,visible,0.1,P3,120.3,120.3,0.0,115.3,115.3
20170706_01_02_03,visible,0.1,P3,121.0,121.1,-0.09999999999999432,116.0,116.1
20170706_01_02_03,visible,0.1,P3,122.0,122.0,0.0,117.0,117.0
20170706_01_02_03,visible,0.1,P3,125.7,125.6,0.10000000000000853,120.7,120.6
20170706_01_02_03,visible,0.1,P3,129.2,129.1,0.09999999999999432,124.19999999999999,124.1
20170706_01_02_03,visible,0.1,P3,131.6,131.5,0.09999999999999432,126.6,126.5
20170706_01_02_03,visible,0.1,P3,134.0,134.1,-0.09999999999999432,129.0,129.1
20170706_01_02_03,visible,0.1,P3,140.8,140.7,0.10000000000002274,135.8,135.7
20170706_01_02_03,visible,0.1,P3,141.5,141.4,0.09999999999999432,136.5,136.4
20170706_01_02_03,visible,0.1,P3,142.2,142.2,0.0,137.2,137.2
20170706_01_02_03,visible,0.1,P3,144.4,144.5,-0.09999999999999432,139.4,139.5
20170706_01_02_03,visible,0.1,P3,145.1,145.2,-0.09999999999999432,140.1,140.2
20170706_01_02_03,visible,0.1,P3,150.9,150.8,0.09999999999999432,145.9,145.8
20170706_01_02_03,visible,0.1,P3,154.4,154.4,0.0,149.4,149.4
20170706_01_02_03,visible,0.1,P3,155.9,156.0,-0.09999999999999432,150.9,151.0
20170706_01_02_03,visible,0.1,P3,156.5,156.6,-0.09999999999999432,151.5,151.6
20170706_01_02_03,visible,0.1,P3,162.2,162.2,0.0,157.2,157.2
20170706_01_02_03,visible,0.1,P3,163.9,163.8,0.09999999999999432,158.9,158.8
20170706_01_02_03,visible,0.1,P3,174.6,174.5,0.09999999999999432,169.6,169.5
20170706_03_04_01,visible,0.1,P1,7.0,7.1,-0.09999999999999964,1.0999999999999996,1.1999999999999993
20170706_03_04_01,visible,0.1,P1,9.5,9.5,0.0,3.5999999999999996,3.5999999999999996
20170706_03_04_01,visible,0.1,P1,10.2,10.3,-0.10000000000000142,4.299999999999999,4.4
20170706_03_04_01,visible,0.1,P1,10.9,11.0,-0.09999999999999964,5.0,5.1
20170706_03_04_01,visible,0.1,P1,16.8,16.8,0.0,10.9,10.9
20170706_03_04_01,visible,0.1,P1,19.8,19.9,-0.09999999999999787,13.9,13.999999999999998
20170706_03_04_01,visible,0.1,P2,20.8,20.8,0.0,14.9,14.9
20170706_03_04_01,visible,0.1,P2,24.0,24.0,0.0,18.1,18.1
20170706_03_04_01,visible,0.1,P2,24.6,24.7,-0.09999999999999787,18.700000000000003,18.799999999999997
20170706_03_04_01,visible,0.1,P2,25.1,25.2,-0.09999999999999787,19.200000000000003,19.299999999999997
20170706_03_04_01,visible,0.1,P2,25.9,25.8,0.09999999999999787,20.0,19.9
20170706_03_04_01,visible,0.1,P2,26.5,26.4,0.10000000000000142,20.6,20.5
20170706_03_04_01,visible,0.1,P2,27.2,27.3,-0.10000000000000142,21.299999999999997,21.4
20170706_03_04_01,visible,0.1,P2,27.9,28.0,-0.10000000000000142,22.0,22.1
20170706_03_04_01,visible,0.1,P2,31.8,31.9,-0.09999999999999787,25.9,26.0
20170706_03_04_01,visible,0.1,P2,33.1,33.0,0.10000000000000142,27.200000000000003,27.1
20170706_03_04_01,visible,0.1,P2,33.7,33.7,0.0,27.800000000000004,27.800000000000004
20170706_03_04_01,visible,0.1,P2,41.8,41.9,-0.10000000000000142,35.9,36.0
20170706_03_04_01,visible,0.1,P2,42.8,42.9,-0.10000000000000142,36.9,37.0
20170706_03_04_01,visible,0.1,P2,45.4,45.4,0.0,39.5,39.5
20170706_03_04_01,visible,0.1,P2,47.7,47.6,0.10000000000000142,41.800000000000004,41.7
20170706_03_04_01,visible,0.1,P2,49.7,49.6,0.10000000000000142,43.800000000000004,43.7
20170706_03_04_01,visible,0.1,P2,50.3,50.3,0.0,44.4,44.4
20170706_03_04_01,visible,0.1,P2,52.4,52.5,-0.10000000000000142,46.5,46.6
20170706_03_04_01,visible,0.1,P2,59.9,60.0,-0.10000000000000142,54.0,54.1
20170706_03_04_01,visible,0.1,P3,61.0,60.9,0.10000000000000142,55.1,55.0
20170706_03_04_01,visible,0.1,P3,62.6,62.5,0.10000000000000142,56.7,56.6
20170706_03_04_01,visible,0.1,P3,65.0,64.9,0.09999999999999432,59.1,59.00000000000001
20170706_03_04_01,visible,0.1,P3,67.5,67.4,0.09999999999999432,61.6,61.50000000000001
20170706_03_04_01,visible,0.1,P3,68.1,68.0,0.09999999999999432,62.199999999999996,62.1
20170706_03_04_01,visible,0.1,P3,69.5,69.4,0.09999999999999432,63.6,63.50000000000001
20170706_03_04_01,visible,0.1,P3,70.0,70.1,-0.09999999999999432,64.1,64.19999999999999
20170706_03_04_01,visible,0.1,P3,70.5,70.6,-0.09999999999999432,64.6,64.69999999999999
20170706_03_04_01,visible,0.1,P3,71.2,71.2,0.0,65.3,65.3
20170706_03_04_01,visible,0.1,P3,74.4,74.5,-0.09999999999999432,68.5,68.6
20170706_03_04_01,visible,0.1,P3,75.0,75.0,0.0,69.1,69.1
20170706_03_04_01,visible,0.1,P3,77.8,77.7,0.09999999999999432,71.89999999999999,71.8
20170706_03_04_01,visible,0.1,P3,78.4,78.4,0.0,72.5,72.5
20170706_03_04_01,visible,0.1,P3,79.1,79.0,0.09999999999999432,73.19999999999999,73.1
20170706_03_04_01,visible,0.1,P3,80.1,80.2,-0.10000000000000853,74.19999999999999,74.3
