video,condition,coder,period,n_a,n_b,n_match,S,zS,p
20170710_01_02_01,visible,original,P3,162,153,105,0.6666666666666666,1.154272491122772,0.15828417158284172
20170710_01_02_01,visible,second,P1,24,22,17,0.7391304347826086,0.551470778115724,0.42255774422557746
20170710_01_02_01,visible,second,P2,69,51,41,0.6833333333333333,0.5171146795713699,0.40145985401459855
20170710_01_02_01,visible,second,P3,171,153,108,0.6666666666666666,0.7790685847978276,0.26447355264473554
20170710_07_08_01,visible,original,P1,2,0,0,,,
20170710_07_08_01,visible,original,P2,39,42,18,0.4444444444444444,-0.5600001740331135,0.7732226777322267
20170710_07_08_01,visible,original,P3,77,79,27,0.34615384615384615,0.19377997687894039,0.49105089491050896
20170710_07_08_01,visible,second,P1,4,3,2,0.5714285714285714,0.04661780715454128,0.734026597340266
20170710_07_08_01,visible,second,P2,41,47,20,0.45454545454545453,-0.8861998436920682,0.8492150784921508
20170710_07_08_01,visible,second,P3,86,87,32,0.3699421965317919,0.3836946774385733,0.39816018398160186
20170714_01_02_02,visible,original,P1,23,24,18,0.7659574468085106,-0.1987670477205311,0.7257274272572742
20170714_01_02_02,visible,original,P2,65,59,43,0.6935483870967742,-0.7663992331106341,0.8391160883911609
20170714_01_02_02,visible,original,P3,157,198,123,0.6929577464788732,0.5246343736154992,0.35206479352064796
20170714_01_02_02,visible,second,P1,25,27,22,0.8461538461538461,1.2487801751868934,0.201979802019798
20170714_01_02_02,visible,second,P2,58,66,41,0.6612903225806451,-1.0186539526088034,0.8899110088991101
20170714_01_02_02,visible,second,P3,162,209,131,0.706199460916442,0.6580390574585266,0.28257174282571745
20170705_01_02_01,invisible,original,P1,15,11,8,0.6153846153846154,0.09004246691488334,0.6781321867813219
20170705_01_02_01,invisible,original,P2,55,44,31,0.6262626262626263,0.4889491453888243,0.35796420357964204
20170705_01_02_01,invisible,original,P3,140,133,74,0.5421245421245421,-0.6284906211042162,0.7762223777622238
20170705_01_02_01,invisible,second,P1,13,13,8,0.6153846153846154,0.490754054808115,0.46315368463153683
20170705_01_02_01,invisible,second,P2,51,49,30,0.6,-0.17475881812848626,0.6379362063793621
20170705_01_02_01,invisible,second,P3,134,132,69,0.518796992481203,-1.0547192016391216,0.8802119788021198
20170705_03_04_02,invisible,original,P1,30,26,22,0.7857142857142857,0.4943548272465096,0.48085191480851913
20170705_03_04_02,invisible,original,P2,66,54,39,0.65,-0.6411445515644036,0.8043195680431957
20170705_03_04_02,invisible,original,P3,175,170,119,0.6898550724637681,0.6957110259522383,0.275972402759724
20170705_03_04_02,invisible,second,P1,30,27,20,0.7017543859649122,-1.5792165495394945,0.961003899610039
20170705_03_04_02,invisible,second,P2,71,56,49,0.7716535433070866,1.74863892881674,0.06229377062293771
20170705_03_04_02,invisible,second,P3,187,188,136,0.7253333333333334,0.5722144258092748,0.3277672232776722
20170707_01_02_03,invisible,original,P1,29,31,21,0.7,-1.5543588253286071,0.9803019698030196
20170707_01_02_03,invisible,original,P2,60,66,39,0.6190476190476191,-2.6975031327529804,0.9982001799820018
20170707_01_02_03,invisible,original,P3,168,192,123,0.6833333333333333,0.6194606016549445,0.31156884311568844
20170707_01_02_03,invisible,second,P1,35,30,25,0.7692307692307693,-0.7914804218260368,0.926007399260074
20170707_01_02_03,invisible,second,P2,66,61,42,0.6614173228346457,-0.8520789292450901,0.8608139186081392
20170707_01_02_03,invisible,second,P3,182,172,119,0.672316384180791,0.21324041620430284,0.45145485451454853
20170707_11_12_01,invisible,original,P1,20,28,16,0.6666666666666666,-0.1971959291761235,0.7017298270172982
20170707_11_12_01,invisible,original,P2,59,58,41,0.7008547008547008,-0.2260464870802288,0.635036496350365
20170707_11_12_01,invisible,original,P3,168,159,108,0.6605504587155964,-0.34058746039605065,0.6771322867713229
20170707_11_12_01,invisible,second,P1,22,27,19,0.7755102040816326,1.253698230544669,0.1655834416558344
20170707_11_12_01,invisible,second,P2,61,57,39,0.6610169491525424,-1.118841530592178,0.9027097290270973
20170707_11_12_01,invisible,second,P3,171,156,109,0.6666666666666666,0.261286687454475,0.44125587441255876
20170710_13_14_03,invisible,original,P1,28,28,23,0.8214285714285714,0.3868886050908852,0.4530546945305469
20170710_13_14_03,invisible,original,P2,57,77,49,0.7313432835820896,-0.23965699473428198,0.7027297270272973
20170710_13_14_03,invisible,original,P3,162,215,135,0.7161803713527851,-0.6909716567085787,0.8194180581941806
20170710_13_14_03,invisible,second,P1,26,29,23,0.8363636363636363,1.0518762360439362,0.2552744725527447
20170710_13_14_03,invisible,second,P2,55,74,49,0.7596899224806202,0.9102609549562034,0.28157184281571845
20170710_13_14_03,invisible,second,P3,167,213,137,0.7210526315789474,-1.0823031025510788,0.8854114588541145
20170710_15_16_02,invisible,original,P1,16,18,11,0.6470588235294118,0.6076324387422205,0.38636136386361364
20170710_15_16_02,invisible,original,P2,44,49,26,0.5591397849462365,-0.280670854063308,0.656934306569343
20170710_15_16_02,invisible,original,P3,109,129,54,0.453781512605042,-0.9035625128937603,0.8424157584241576
20170710_15_16_02,invisible,second,P1,18,16,8,0.47058823529411764,-0.9907089213364912,0.9262073792620737
20170710_15_16_02,invisible,second,P2,42,50,25,0.5434782608695652,-0.21960357647229473,0.6348365163483651
20170710_15_16_02,invisible,second,P3,104,128,49,0.4224137931034483,-1.3152067100582947,0.9252074792520748
