label,condition,tolerance,n_events_a,n_events_b,n_matched,precision,recall,f1,median_abs_dt,offset_applied
20170724_02_02,solo,0.1,258,258,152,0.5891472868217055,0.5891472868217055,0.5891472868217055,0.09999999999999432,0.09999999999999432
20170724_02_02,solo,0.15,258,258,152,0.5891472868217055,0.5891472868217055,0.5891472868217055,0.09999999999999432,0.09999999999999432
20170724_02_02,solo,0.2,258,258,212,0.8217054263565892,0.8217054263565892,0.8217054263565892,0.09999999999999432,0.09999999999999432
20170724_02_02,solo,0.3,258,258,231,0.8953488372093024,0.8953488372093024,0.8953488372093024,0.09999999999999432,0.09999999999999432
20170724_02_02,solo,0.5,258,258,245,0.9496124031007752,0.9496124031007752,0.9496124031007752,0.10000000000000853,0.09999999999999432
20170724_07_01,solo,0.05,139,169,24,0.14201183431952663,0.17266187050359713,0.15584415584415587,1.4210854715202004e-14,-0.19999999999998863
20170724_07_01,solo,0.1,139,169,70,0.41420118343195267,0.5035971223021583,0.45454545454545453,0.09999999999998721,-0.19999999999998863
20170724_07_01,solo,0.15,139,169,70,0.41420118343195267,0.5035971223021583,0.45454545454545453,0.09999999999998721,-0.19999999999998863
20170724_07_01,solo,0.2,139,169,98,0.5798816568047337,0.7050359712230215,0.6363636363636362,0.09999999999999432,-0.19999999999998863
20170724_07_01,solo,0.3,139,169,111,0.6568047337278107,0.7985611510791367,0.7207792207792209,0.10000000000000853,-0.19999999999998863
20170724_07_01,solo,0.5,139,169,124,0.7337278106508875,0.8920863309352518,0.8051948051948051,0.19999999999998863,-0.19999999999998863
