video,condition,period,delta,null,n_a,n_b,n_match,S,zS,p
20170706_05_06_03,visible,P1,0.2,continuous,25,20,13,0.5777777777777777,0.4061370059842598,0.4217891054472764
20170706_05_06_03,visible,P2,0.2,continuous,59,46,36,0.6857142857142857,3.0246913281173278,0.0004997501249375312
20170706_05_06_03,visible,P3,0.2,continuous,152,147,92,0.6153846153846154,3.119973673489576,0.004997501249375313
20170706_05_06_03,visible,P1,0.2,grid,25,20,13,0.5777777777777777,-0.7042621289737694,0.8315842078960519
20170706_05_06_03,visible,P2,0.2,grid,59,46,36,0.6857142857142857,1.1505089732343527,0.16841579210394803
20170706_05_06_03,visible,P3,0.2,grid,152,147,92,0.6153846153846154,0.3144821837177446,0.4207896051974013
20170706_05_06_03,visible,P1,0.3,continuous,25,20,16,0.7111111111111111,0.3094793241345658,0.5352323838080959
20170706_05_06_03,visible,P2,0.3,continuous,59,46,42,0.8,2.701552971098824,0.00399800099950025
20170706_05_06_03,visible,P3,0.3,continuous,152,147,105,0.7023411371237458,0.9725154446514378,0.1984007996001999
20170706_05_06_03,visible,P1,0.3,grid,25,20,16,0.7111111111111111,-0.4169366428521875,0.7956021989005497
20170706_05_06_03,visible,P2,0.3,grid,59,46,42,0.8,2.1159865788058183,0.029985007496251874
20170706_05_06_03,visible,P3,0.3,grid,152,147,105,0.7023411371237458,-0.85334598481748,0.847576211894053
20170706_05_06_03,visible,P1,0.5,continuous,25,20,19,0.8444444444444444,1.5196475523152542,0.16041979010494753
20170706_05_06_03,visible,P2,0.5,continuous,59,46,43,0.819047619047619,1.870274990820694,0.059470264867566215
20170706_05_06_03,visible,P3,0.5,continuous,152,147,110,0.7357859531772575,-0.8286930921763446,0.8445777111444278
20170706_05_06_03,visible,P1,0.5,grid,25,20,19,0.8444444444444444,1.3473776173471903,0.21239380309845077
20170706_05_06_03,visible,P2,0.5,grid,59,46,43,0.819047619047619,1.7557730782255236,0.079960019990005
20170706_05_06_03,visible,P3,0.5,grid,152,147,110,0.7357859531772575,-1.2805708940140024,0.927536231884058
20170706_05_06_03,visible,P1,1.0,continuous,25,20,19,0.8444444444444444,1.2197988352979443,0.25337331334332835
20170706_05_06_03,visible,P2,1.0,continuous,59,46,43,0.819047619047619,1.4231111178922864,0.15242378810594703
20170706_05_06_03,visible,P3,1.0,continuous,152,147,111,0.7424749163879598,-1.474507416536073,0.952023988005997
20170706_05_06_03,visible,P1,1.0,grid,25,20,19,0.8444444444444444,1.0119034141048384,0.31584207896051975
20170706_05_06_03,visible,P2,1.0,grid,59,46,43,0.819047619047619,1.3066189142455717,0.1774112943528236
20170706_05_06_03,visible,P3,1.0,grid,152,147,111,0.7424749163879598,-1.729832585615814,0.9710144927536232
20170706_11_12_01,visible,P1,0.1,continuous,17,18,6,0.34285714285714286,0.8002936695311927,0.2613693153423288
20170706_11_12_01,visible,P2,0.1,continuous,36,45,19,0.4691358024691358,4.499556372087715,0.0004997501249375312
20170706_11_12_01,visible,P3,0.1,continuous,110,130,38,0.31666666666666665,3.2928591354663266,0.0034982508745627187
20170706_11_12_01,visible,P1,0.1,grid,17,18,6,0.34285714285714286,-0.25233578746663676,0.6666666666666666
20170706_11_12_01,visible,P2,0.1,grid,36,45,19,0.4691358024691358,2.6113949386412307,0.005997001499250375
20170706_11_12_01,visible,P3,0.1,grid,110,130,38,0.31666666666666665,0.39557259147514573,0.3708145927036482
20170706_11_12_01,visible,P1,0.2,continuous,17,18,11,0.6285714285714286,0.9799257343901415,0.2108945527236382
20170706_11_12_01,visible,P2,0.2,continuous,36,45,25,0.6172839506172839,3.2709954974811652,0.0004997501249375312
20170706_11_12_01,visible,P3,0.2,continuous,110,130,61,0.5083333333333333,2.6105430307986266,0.005497251374312844
20170706_11_12_01,visible,P1,0.2,grid,17,18,11,0.6285714285714286,0.01646367426334146,0.6026986506746627
20170706_11_12_01,visible,P2,0.2,grid,36,45,25,0.6172839506172839,1.9275454532471965,0.04247876061969016
20170706_11_12_01,visible,P3,0.2,grid,110,130,61,0.5083333333333333,0.22902511385228647,0.4482758620689655
20170706_11_12_01,visible,P1,0.3,continuous,17,18,14,0.8,0.8500764433897328,0.33933033483258374
20170706_11_12_01,visible,P2,0.3,continuous,36,45,26,0.6419753086419753,1.1538867871056075,0.16741629185407297
20170706_11_12_01,visible,P3,0.3,continuous,110,130,80,0.6666666666666666,2.19373639299356,0.013493253373313344
20170706_11_12_01,visible,P1,0.3,grid,17,18,14,0.8,0.16236820936146706,0.6501749125437282
20170706_11_12_01,visible,P2,0.3,grid,36,45,26,0.6419753086419753,0.04868396510016413,0.5742128935532234
20170706_11_12_01,visible,P3,0.3,grid,110,130,80,0.6666666666666666,0.36133916708798614,0.4177911044477761
20170706_11_12_01,visible,P1,0.5,continuous,17,18,15,0.8571428571428571,0.5165392430036021,0.5527236381809095
20170706_11_12_01,visible,P2,0.5,continuous,36,45,31,0.7654320987654321,1.2879768558716753,0.19290354822588707
20170706_11_12_01,visible,P3,0.5,continuous,110,130,92,0.7666666666666667,1.6429773995307118,0.0769615192403798
20170706_11_12_01,visible,P1,0.5,grid,17,18,15,0.8571428571428571,0.22659771109229407,0.6856571714142928
20170706_11_12_01,visible,P2,0.5,grid,36,45,31,0.7654320987654321,0.8978426356869034,0.31584207896051975
20170706_11_12_01,visible,P3,0.5,grid,110,130,92,0.7666666666666667,1.1741741431890405,0.16241879060469766
20170706_11_12_01,visible,P1,1.0,continuous,17,18,16,0.9142857142857143,1.42659207077401,0.19940029985007496
20170706_11_12_01,visible,P2,1.0,continuous,36,45,33,0.8148148148148148,1.6733648912901589,0.10694652673663169
20170706_11_12_01,visible,P3,1.0,continuous,110,130,94,0.7833333333333333,1.2593149206063483,0.1549225387306347
20170706_11_12_01,visible,P1,1.0,grid,17,18,16,0.9142857142857143,1.4434613822346092,0.20939530234882558
20170706_11_12_01,visible,P2,1.0,grid,36,45,33,0.8148148148148148,1.521318453141691,0.13793103448275862
20170706_11_12_01,visible,P3,1.0,grid,110,130,94,0.7833333333333333,1.03546963533161,0.2178910544727636
20170706_11_12_02,visible,P1,0.1,continuous,18,18,7,0.3888888888888889,1.164603214547999,0.2048975512243878
20170706_11_12_02,visible,P2,0.1,continuous,44,46,20,0.4444444444444444,2.554498462885692,0.0074962518740629685
20170706_11_12_02,visible,P3,0.1,continuous,97,125,36,0.32432432432432434,3.767985627546861,0.0004997501249375312
20170706_11_12_02,visible,P1,0.1,grid,18,18,7,0.3888888888888889,0.058617825791049426,0.5562218890554723
20170706_11_12_02,visible,P2,0.1,grid,44,46,20,0.4444444444444444,1.1008010773889065,0.1729135432283858
20170706_11_12_02,visible,P3,0.1,grid,97,125,36,0.32432432432432434,1.200073771432399,0.13843078460769614
20170706_11_12_02,visible,P1,0.2,continuous,18,18,11,0.6111111111111112,0.8684089755844978,0.30884557721139433
20170706_11_12_02,visible,P2,0.2,continuous,44,46,30,0.6666666666666666,2.2897560090733955,0.012993503248375811
20170706_11_12_02,visible,P3,0.2,continuous,97,125,58,0.5225225225225225,3.5063194658005217,0.0014992503748125937
20170706_11_12_02,visible,P1,0.2,grid,18,18,11,0.6111111111111112,-0.1730257328392168,0.704647676161919
20170706_11_12_02,visible,P2,0.2,grid,44,46,30,0.6666666666666666,1.3756786359542648,0.09845077461269365
20170706_11_12_02,visible,P3,0.2,grid,97,125,58,0.5225225225225225,1.5548883001002831,0.0769615192403798
20170706_11_12_02,visible,P1,0.3,continuous,18,18,13,0.7222222222222222,0.23852340269299582,0.5832083958020989
20170706_11_12_02,visible,P2,0.3,continuous,44,46,36,0.8,2.3613690500350266,0.012993503248375811
20170706_11_12_02,visible,P3,0.3,continuous,97,125,72,0.6486486486486487,2.7297315744891324,0.0069965017491254375
20170706_11_12_02,visible,P1,0.3,grid,18,18,13,0.7222222222222222,-0.5522230532609801,0.8015992003998001
20170706_11_12_02,visible,P2,0.3,grid,44,46,36,0.8,1.9694925369226872,0.04697651174412794
20170706_11_12_02,visible,P3,0.3,grid,97,125,72,0.6486486486486487,1.210663607124249,0.14992503748125938
20170706_11_12_02,visible,P1,0.5,continuous,18,18,14,0.7777777777777778,-0.5687409287119227,0.8500749625187406
20170706_11_12_02,visible,P2,0.5,continuous,44,46,38,0.8444444444444444,2.369424273959852,0.02048975512243878
20170706_11_12_02,visible,P3,0.5,continuous,97,125,82,0.7387387387387387,2.033275898824984,0.03948025987006497
20170706_11_12_02,visible,P1,0.5,grid,18,18,14,0.7777777777777778,-0.7970066075204776,0.8940529735132434
20170706_11_12_02,visible,P2,0.5,grid,44,46,38,0.8444444444444444,2.273953712310721,0.029985007496251874
20170706_11_12_02,visible,P3,0.5,grid,97,125,82,0.7387387387387387,1.6962821828204568,0.07446276861569215
20170706_11_12_02,visible,P1,1.0,continuous,18,18,14,0.7777777777777778,-1.049695716507652,0.9405297351324338
20170706_11_12_02,visible,P2,1.0,continuous,44,46,38,0.8444444444444444,2.187736942500888,0.03698150924537731
20170706_11_12_02,visible,P3,1.0,continuous,97,125,83,0.7477477477477478,1.4345370622863294,0.11244377811094453
20170706_11_12_02,visible,P1,1.0,grid,18,18,14,0.7777777777777778,-1.1445488420382368,0.9500249875062469
20170706_11_12_02,visible,P2,1.0,grid,44,46,38,0.8444444444444444,2.158034033399884,0.04397801099450275
20170706_11_12_02,visible,P3,1.0,grid,97,125,83,0.7477477477477478,1.2282502777039932,0.15292353823088456
20170706_11_12_03,visible,P1,0.1,continuous,15,16,4,0.25806451612903225,0.3860469756495481,0.42278860569715143
20170706_11_12_03,visible,P2,0.1,continuous,43,45,10,0.22727272727272727,0.11634115812710127,0.4827586206896552
20170706_11_12_03,visible,P3,0.1,continuous,113,135,38,0.3064516129032258,2.9178646725212034,0.005997001499250375
20170706_11_12_03,visible,P1,0.1,grid,15,16,4,0.25806451612903225,-0.5284012723721799,0.760119940029985
20170706_11_12_03,visible,P2,0.1,grid,43,45,10,0.22727272727272727,-1.5114082416105608,0.9620189905047476
20170706_11_12_03,visible,P3,0.1,grid,113,135,38,0.3064516129032258,-0.005075504180025468,0.5452273863068465
20170706_11_12_03,visible,P1,0.2,continuous,15,16,9,0.5806451612903226,1.059849679107674,0.20339830084957522
20170706_11_12_03,visible,P2,0.2,continuous,43,45,25,0.5681818181818182,1.9067752929467057,0.03648175912043978
20170706_11_12_03,visible,P3,0.2,continuous,113,135,60,0.4838709677419355,1.9151695236404902,0.035982008995502246
20170706_11_12_03,visible,P1,0.2,grid,15,16,9,0.5806451612903226,0.27898380242334975,0.4942528735632184
20170706_11_12_03,visible,P2,0.2,grid,43,45,25,0.5681818181818182,0.3713615438886773,0.4547726136931534
20170706_11_12_03,visible,P3,0.2,grid,113,135,60,0.4838709677419355,-0.7303886682504788,0.7961019490254873
20170706_11_12_03,visible,P1,0.3,continuous,15,16,11,0.7096774193548387,0.6235503065545859,0.447776111944028
20170706_11_12_03,visible,P2,0.3,continuous,43,45,31,0.7045454545454546,1.3435335776967783,0.12993503248375812
20170706_11_12_03,visible,P3,0.3,continuous,113,135,84,0.6774193548387096,2.2943466979062412,0.00849575212393803
20170706_11_12_03,visible,P1,0.3,grid,15,16,11,0.7096774193548387,-0.07634236379306779,0.6916541729135433
20170706_11_12_03,visible,P2,0.3,grid,43,45,31,0.7045454545454546,0.3582570009688637,0.4497751124437781
20170706_11_12_03,visible,P3,0.3,grid,113,135,84,0.6774193548387096,0.4759057710572577,0.3868065967016492
20170706_11_12_03,visible,P1,0.5,continuous,15,16,14,0.9032258064516129,1.8519620632203442,0.11594202898550725
20170706_11_12_03,visible,P2,0.5,continuous,43,45,34,0.7727272727272727,0.7744682992742714,0.3363318340829585
20170706_11_12_03,visible,P3,0.5,continuous,113,135,90,0.7258064516129032,-0.29290249316186084,0.6811594202898551
20170706_11_12_03,visible,P1,0.5,grid,15,16,14,0.9032258064516129,1.6741716822243617,0.12543728135932034
20170706_11_12_03,visible,P2,0.5,grid,43,45,34,0.7727272727272727,0.4624402961285475,0.46926536731634183
20170706_11_12_03,visible,P3,0.5,grid,113,135,90,0.7258064516129032,-0.7838862162668749,0.8345827086456772
20170706_11_12_03,visible,P1,1.0,continuous,15,16,14,0.9032258064516129,1.6901268504638736,0.14142928535732133
20170706_11_12_03,visible,P2,1.0,continuous,43,45,34,0.7727272727272727,0.06803861089781876,0.6226886556721639
20170706_11_12_03,visible,P3,1.0,continuous,113,135,93,0.75,-0.09808473388003039,0.6406796601699151
20170706_11_12_03,visible,P1,1.0,grid,15,16,14,0.9032258064516129,1.523936612790809,0.16891554222888555
20170706_11_12_03,visible,P2,1.0,grid,43,45,34,0.7727272727272727,-0.15576992197702683,0.704647676161919
20170706_11_12_03,visible,P3,1.0,grid,113,135,93,0.75,-0.28979991691007373,0.697151424287856
20170710_01_02_01,visible,P1,0.1,continuous,20,23,8,0.37209302325581395,1.026001797232504,0.23888055972013994
20170710_01_02_01,visible,P2,0.1,continuous,60,49,18,0.3302752293577982,0.9995675041055239,0.18990504747626186
20170710_01_02_01,visible,P3,0.1,continuous,162,153,80,0.5079365079365079,7.0149242994649805,0.0004997501249375312
20170710_01_02_01,visible,P1,0.1,grid,20,23,8,0.37209302325581395,-0.41339497157643507,0.7306346826586707
20170710_01_02_01,visible,P2,0.1,grid,60,49,18,0.3302752293577982,-1.0616965577348476,0.8755622188905547
20170710_01_02_01,visible,P3,0.1,grid,162,153,80,0.5079365079365079,2.9478609850735396,0.0014992503748125937
20170710_01_02_01,visible,P1,0.2,continuous,20,23,15,0.6976744186046512,1.6920458467659598,0.05847076461769116
20170710_01_02_01,visible,P2,0.2,continuous,60,49,31,0.5688073394495413,0.5535057217120336,0.351824087956022
20170710_01_02_01,visible,P3,0.2,continuous,162,153,105,0.6666666666666666,3.934490775935772,0.0004997501249375312
20170710_01_02_01,visible,P1,0.2,grid,20,23,15,0.6976744186046512,0.3028413752712321,0.5492253873063468
20170710_01_02_01,visible,P2,0.2,grid,60,49,31,0.5688073394495413,-1.808759996448134,0.9765117441279361
20170710_01_02_01,visible,P3,0.2,grid,162,153,105,0.6666666666666666,1.1631928702244942,0.1584207896051974
20170710_01_02_01,visible,P1,0.3,continuous,20,23,16,0.7441860465116279,0.12045387811874177,0.6346826586706646
20170710_01_02_01,visible,P2,0.3,continuous,60,49,37,0.6788990825688074,-1.073187532327818,0.9145427286356822
20170710_01_02_01,visible,P3,0.3,continuous,162,153,117,0.7428571428571429,2.2796386647816265,0.014492753623188406
20170710_01_02_01,visible,P1,0.3,grid,20,23,16,0.7441860465116279,-0.547208405671359,0.862568715642179
20170710_01_02_01,visible,P2,0.3,grid,60,49,37,0.6788990825688074,-2.3572906845991293,0.9980009995002499
20170710_01_02_01,visible,P3,0.3,grid,162,153,117,0.7428571428571429,1.1207254038716878,0.16891554222888555
20170710_01_02_01,visible,P1,0.5,continuous,20,23,17,0.7906976744186046,0.14445327388122137,0.6221889055472264
20170710_01_02_01,visible,P2,0.5,continuous,60,49,40,0.7339449541284404,-0.9862585920526619,0.9095452273863068
20170710_01_02_01,visible,P3,0.5,continuous,162,153,121,0.7682539682539683,1.6521279274963905,0.06296851574212893
20170710_01_02_01,visible,P1,0.5,grid,20,23,17,0.7906976744186046,0.03945990733240169,0.7001499250374813
20170710_01_02_01,visible,P2,0.5,grid,60,49,40,0.7339449541284404,-1.2817116105433095,0.9455272363818091
20170710_01_02_01,visible,P3,0.5,grid,162,153,121,0.7682539682539683,1.1641640849401924,0.1634182908545727
20170710_01_02_01,visible,P1,1.0,continuous,20,23,17,0.7906976744186046,0.02612353136857863,0.6836581709145427
20170710_01_02_01,visible,P2,1.0,continuous,60,49,42,0.7706422018348624,-0.1289014994578179,0.6656671664167916
20170710_01_02_01,visible,P3,1.0,continuous,162,153,121,0.7682539682539683,0.9134389855508924,0.23338330834582707
20170710_01_02_01,visible,P1,1.0,grid,20,23,17,0.7906976744186046,-0.04423836804120463,0.7271364317841079
20170710_01_02_01,visible,P2,1.0,grid,60,49,42,0.7706422018348624,-0.35406947772034575,0.7466266866566716
20170710_01_02_01,visible,P3,1.0,grid,162,153,121,0.7682539682539683,0.6296355717813834,0.31084457771114443
20170710_01_02_02,visible,P1,0.1,continuous,27,21,12,0.5,1.7585504008890394,0.07196401799100449
20170710_01_02_02,visible,P2,0.1,continuous,67,53,28,0.4666666666666667,3.736641648755951,0.0004997501249375312
20170710_01_02_02,visible,P3,0.1,continuous,180,159,80,0.471976401179941,5.1254860817537375,0.0004997501249375312
20170710_01_02_02,visible,P1,0.1,grid,27,21,12,0.5,0.17706691856418696,0.5197401299350325
20170710_01_02_02,visible,P2,0.1,grid,67,53,28,0.4666666666666667,0.5901803045740122,0.3503248375812094
20170710_01_02_02,visible,P3,0.1,grid,180,159,80,0.471976401179941,1.1571457223069015,0.1359320339830085
20170710_01_02_02,visible,P1,0.2,continuous,27,21,18,0.75,1.5770421612448398,0.10194902548725637
20170710_01_02_02,visible,P2,0.2,continuous,67,53,42,0.7,2.6835188285340426,0.005997001499250375
20170710_01_02_02,visible,P3,0.2,continuous,180,159,126,0.7433628318584071,5.5582040681258675,0.0004997501249375312
20170710_01_02_02,visible,P1,0.2,grid,27,21,18,0.75,0.2328125483669925,0.5947026486756621
20170710_01_02_02,visible,P2,0.2,grid,67,53,42,0.7,0.7886154406317794,0.2783608195902049
20170710_01_02_02,visible,P3,0.2,grid,180,159,126,0.7433628318584071,3.365067938933974,0.0004997501249375312
20170710_01_02_02,visible,P1,0.3,continuous,27,21,18,0.75,-0.6936000760103117,0.8835582208895553
20170710_01_02_02,visible,P2,0.3,continuous,67,53,45,0.75,1.3512281866658162,0.1519240379810095
20170710_01_02_02,visible,P3,0.3,continuous,180,159,133,0.7846607669616519,3.6733310280250433,0.0009995002498750624
20170710_01_02_02,visible,P1,0.3,grid,27,21,18,0.75,-1.2310422028958035,0.9765117441279361
20170710_01_02_02,visible,P2,0.3,grid,67,53,45,0.75,0.6233986715743681,0.3778110944527736
20170710_01_02_02,visible,P3,0.3,grid,180,159,133,0.7846607669616519,2.595766331447116,0.009495252373813094
20170710_01_02_02,visible,P1,0.5,continuous,27,21,19,0.7916666666666666,-0.3756364160355349,0.8590704647676162
20170710_01_02_02,visible,P2,0.5,continuous,67,53,47,0.7833333333333333,1.2631530757413838,0.19140429785107446
20170710_01_02_02,visible,P3,0.5,continuous,180,159,136,0.8023598820058997,2.361701793340527,0.010494752623688156
20170710_01_02_02,visible,P1,0.5,grid,27,21,19,0.7916666666666666,-0.49640197047314477,0.8780609695152424
20170710_01_02_02,visible,P2,0.5,grid,67,53,47,0.7833333333333333,1.093922213819135,0.2478760619690155
20170710_01_02_02,visible,P3,0.5,grid,180,159,136,0.8023598820058997,2.106620924856903,0.02948525737131434
20170710_01_02_02,visible,P1,1.0,continuous,27,21,19,0.7916666666666666,-0.4593708797078118,0.8755622188905547
20170710_01_02_02,visible,P2,1.0,continuous,67,53,47,0.7833333333333333,0.9036657153090268,0.27436281859070466
20170710_01_02_02,visible,P3,1.0,continuous,180,159,140,0.8259587020648967,2.6558086723387704,0.0034982508745627187
20170710_01_02_02,visible,P1,1.0,grid,27,21,19,0.7916666666666666,-0.5636182749608316,0.8905547226386806
20170710_01_02_02,visible,P2,1.0,grid,67,53,47,0.7833333333333333,0.7630187845653305,0.3243378310844578
