video,condition,period,delta,null,n_a,n_b,n_match,S,zS,p
20170705_01_02_01,invisible,P2,1.0,continuous,55,44,39,0.7878787878787878,0.5002937174396548,0.4012993503248376
20170705_01_02_01,invisible,P3,1.0,continuous,140,133,108,0.7912087912087912,1.0342956446506628,0.18340829585207397
20170705_01_02_01,invisible,P1,1.0,grid,15,11,10,0.7692307692307693,-0.4519064608872848,0.9225387306346826
20170705_01_02_01,invisible,P2,1.0,grid,55,44,39,0.7878787878787878,0.3490052188519709,0.44127936031984005
20170705_01_02_01,invisible,P3,1.0,grid,140,133,108,0.7912087912087912,0.769783193303921,0.26636681659170414
20170705_01_02_02,invisible,P1,0.1,continuous,18,16,5,0.29411764705882354,0.40265286755793844,0.4547726136931534
20170705_01_02_02,invisible,P2,0.1,continuous,54,42,13,0.2708333333333333,0.6137189272965323,0.3258370814592704
20170705_01_02_02,invisible,P3,0.1,continuous,151,149,41,0.2733333333333333,0.6177066759652238,0.28835582208895555
20170705_01_02_02,invisible,P1,0.1,grid,18,16,5,0.29411764705882354,-0.8528927044214747,0.8310844577711144
20170705_01_02_02,invisible,P2,0.1,grid,54,42,13,0.2708333333333333,-1.397089393174166,0.9480259870064968
20170705_01_02_02,invisible,P3,0.1,grid,151,149,41,0.2733333333333333,-2.467243558120364,0.992503748125937
20170705_01_02_02,invisible,P1,0.2,continuous,18,16,9,0.5294117647058824,0.27554756954189225,0.49325337331334335
20170705_01_02_02,invisible,P2,0.2,continuous,54,42,27,0.5625,1.4620776424369915,0.08195902048975512
20170705_01_02_02,invisible,P3,0.2,continuous,151,149,90,0.6,2.538386766342736,0.0079960019990005
20170705_01_02_02,invisible,P1,0.2,grid,18,16,9,0.5294117647058824,-0.9910382212234904,0.904047976011994
20170705_01_02_02,invisible,P2,0.2,grid,54,42,27,0.5625,-0.4285101735354934,0.7461269365317341
20170705_01_02_02,invisible,P3,0.2,grid,151,149,90,0.6,-0.6218769808185934,0.7531234382808596
20170705_01_02_02,invisible,P1,0.3,continuous,18,16,13,0.7647058823529411,0.6026605808334018,0.46326836581709147
20170705_01_02_02,invisible,P2,0.3,continuous,54,42,32,0.6666666666666666,0.10720304985298733,0.5732133933033483
20170705_01_02_02,invisible,P3,0.3,continuous,151,149,116,0.7733333333333333,2.89006804097438,0.004997501249375313
20170705_01_02_02,invisible,P1,0.3,grid,18,16,13,0.7647058823529411,-0.48731518682568536,0.8850574712643678
20170705_01_02_02,invisible,P2,0.3,grid,54,42,32,0.6666666666666666,-0.8961577222511133,0.848575712143928
20170705_01_02_02,invisible,P3,0.3,grid,151,149,116,0.7733333333333333,1.280810760713765,0.13243378310844578
20170705_01_02_02,invisible,P1,0.5,continuous,18,16,13,0.7647058823529411,-1.4864500160797645,0.9895052473763118
20170705_01_02_02,invisible,P2,0.5,continuous,54,42,34,0.7083333333333334,-1.037177365448755,0.9265367316341829
20170705_01_02_02,invisible,P3,0.5,continuous,151,149,118,0.7866666666666666,0.49246628357192396,0.37181409295352325
20170705_01_02_02,invisible,P1,0.5,grid,18,16,13,0.7647058823529411,-2.0922076187846237,1.0
20170705_01_02_02,invisible,P2,0.5,grid,54,42,34,0.7083333333333334,-1.3073210376797426,0.9580209895052474
20170705_01_02_02,invisible,P3,0.5,grid,151,149,118,0.7866666666666666,0.14676002411616673,0.4847576211894053
20170705_01_02_02,invisible,P1,1.0,continuous,18,16,13,0.7647058823529411,-1.8609030433298461,0.9875062468765617
20170705_01_02_02,invisible,P2,1.0,continuous,54,42,34,0.7083333333333334,-1.5327325536936836,0.9695152423788106
20170705_01_02_02,invisible,P3,1.0,continuous,151,149,119,0.7933333333333333,0.1405863363126848,0.48875562218890556
20170705_01_02_02,invisible,P1,1.0,grid,18,16,13,0.7647058823529411,-2.5243716894359913,1.0
20170705_01_02_02,invisible,P2,1.0,grid,54,42,34,0.7083333333333334,-1.6963890033238462,0.9795102448775612
20170705_01_02_02,invisible,P3,1.0,grid,151,149,119,0.7933333333333333,-0.1158539324424202,0.5977011494252874
20170705_01_02_03,invisible,P1,0.1,continuous,19,18,9,0.4864864864864865,2.4671129343427194,0.01899050474762619
20170705_01_02_03,invisible,P2,0.1,continuous,44,58,17,0.3333333333333333,1.170363780700666,0.1454272863568216
20170705_01_02_03,invisible,P3,0.1,continuous,144,150,52,0.35374149659863946,3.129932916333164,0.0024987506246876563
20170705_01_02_03,invisible,P1,0.1,grid,19,18,9,0.4864864864864865,0.9279572722147185,0.24087956021989004
20170705_01_02_03,invisible,P2,0.1,grid,44,58,17,0.3333333333333333,-0.6063565709643969,0.7496251874062968
20170705_01_02_03,invisible,P3,0.1,grid,144,150,52,0.35374149659863946,-0.4143742428721739,0.6781609195402298
20170705_01_02_03,invisible,P1,0.2,continuous,19,18,13,0.7027027027027027,1.9266519515059501,0.026986506746626688
20170705_01_02_03,invisible,P2,0.2,continuous,44,58,28,0.5490196078431373,0.6831175065133968,0.3168415792103948
20170705_01_02_03,invisible,P3,0.2,continuous,144,150,91,0.6190476190476191,3.5599521178623643,0.0004997501249375312
20170705_01_02_03,invisible,P1,0.2,grid,19,18,13,0.7027027027027027,0.8904306932723043,0.2723638180909545
20170705_01_02_03,invisible,P2,0.2,grid,44,58,28,0.5490196078431373,-1.1722342178674376,0.8885557221389305
20170705_01_02_03,invisible,P3,0.2,grid,144,150,91,0.6190476190476191,0.3992889033508537,0.3733133433283358
20170705_01_02_03,invisible,P1,0.3,continuous,19,18,15,0.8108108108108109,1.4815090406045415,0.14442778610694654
20170705_01_02_03,invisible,P2,0.3,continuous,44,58,36,0.7058823529411765,0.4615399127925412,0.4267866066966517
20170705_01_02_03,invisible,P3,0.3,continuous,144,150,109,0.7414965986394558,2.085364597677571,0.025487256371814093
20170705_01_02_03,invisible,P1,0.3,grid,19,18,15,0.8108108108108109,0.8656291614295794,0.3868065967016492
20170705_01_02_03,invisible,P2,0.3,grid,44,58,36,0.7058823529411765,-0.6754049260298732,0.8420789605197402
20170705_01_02_03,invisible,P3,0.3,grid,144,150,109,0.7414965986394558,0.30425883030994627,0.4432783608195902
20170705_01_02_03,invisible,P1,0.5,continuous,19,18,16,0.8648648648648649,1.2045991272029195,0.2538730634682659
20170705_01_02_03,invisible,P2,0.5,continuous,44,58,39,0.7647058823529411,0.5937773840987931,0.4062968515742129
20170705_01_02_03,invisible,P3,0.5,continuous,144,150,112,0.7619047619047619,-0.32266276372149527,0.688655672163918
20170705_01_02_03,invisible,P1,0.5,grid,19,18,16,0.8648648648648649,0.8968738733228392,0.3808095952023988
20170705_01_02_03,invisible,P2,0.5,grid,44,58,39,0.7647058823529411,0.38065264886984995,0.495752123938031
20170705_01_02_03,invisible,P3,0.5,grid,144,150,112,0.7619047619047619,-0.7344740800190178,0.8235882058970515
20170705_01_02_03,invisible,P1,1.0,continuous,19,18,16,0.8648648648648649,0.4843252845888203,0.519240379810095
20170705_01_02_03,invisible,P2,1.0,continuous,44,58,40,0.7843137254901961,0.7390673637492855,0.33183408295852074
20170705_01_02_03,invisible,P3,1.0,continuous,144,150,114,0.7755102040816326,-0.30695428312577644,0.6731634182908546
20170705_01_02_03,invisible,P1,1.0,grid,19,18,16,0.8648648648648649,0.3871421248572756,0.5662168915542228
20170705_01_02_03,invisible,P2,1.0,grid,44,58,40,0.7843137254901961,0.6146756449151909,0.40379810094952523
20170705_01_02_03,invisible,P3,1.0,grid,144,150,114,0.7755102040816326,-0.6361554403570385,0.7981009495252374
20170705_03_04_01,invisible,P1,0.1,continuous,22,23,14,0.6222222222222222,4.272383505089591,0.0004997501249375312
20170705_03_04_01,invisible,P2,0.1,continuous,49,61,23,0.41818181818181815,2.280467891774525,0.013993003498250875
20170705_03_04_01,invisible,P3,0.1,continuous,160,153,68,0.43450479233226835,4.627683104384197,0.0004997501249375312
20170705_03_04_01,invisible,P1,0.1,grid,22,23,14,0.6222222222222222,2.685644472510644,0.01649175412293853
20170705_03_04_01,invisible,P2,0.1,grid,49,61,23,0.41818181818181815,0.1248308031200975,0.5032483758120939
20170705_03_04_01,invisible,P3,0.1,grid,160,153,68,0.43450479233226835,1.1173310769747848,0.15292353823088456
20170705_03_04_01,invisible,P1,0.2,continuous,22,23,18,0.8,3.2216711846485566,0.0069965017491254375
20170705_03_04_01,invisible,P2,0.2,continuous,49,61,36,0.6545454545454545,1.9143433917058847,0.03648175912043978
20170705_03_04_01,invisible,P3,0.2,continuous,160,153,100,0.6389776357827476,3.395722013476784,0.004497751124437781
20170705_03_04_01,invisible,P1,0.2,grid,22,23,18,0.8,2.1768977744865765,0.047976011994003
20170705_03_04_01,invisible,P2,0.2,grid,49,61,36,0.6545454545454545,0.16775285022197517,0.5317341329335332
20170705_03_04_01,invisible,P3,0.2,grid,160,153,100,0.6389776357827476,0.793381219920091,0.2613693153423288
20170705_03_04_01,invisible,P1,0.3,continuous,22,23,19,0.8444444444444444,2.2500932892651657,0.04397801099450275
20170705_03_04_01,invisible,P2,0.3,continuous,49,61,39,0.7090909090909091,0.3210071393947137,0.49025487256371814
20170705_03_04_01,invisible,P3,0.3,continuous,160,153,113,0.7220447284345048,2.465008516429447,0.006496751624187906
20170705_03_04_01,invisible,P1,0.3,grid,22,23,19,0.8444444444444444,1.85400113585786,0.08295852073963018
20170705_03_04_01,invisible,P2,0.3,grid,49,61,39,0.7090909090909091,-0.39041975520665134,0.7481259370314842
20170705_03_04_01,invisible,P3,0.3,grid,160,153,113,0.7220447284345048,1.5277080803744532,0.08995502248875563
20170705_03_04_01,invisible,P1,0.5,continuous,22,23,19,0.8444444444444444,1.1790531876107264,0.23088455772113944
20170705_03_04_01,invisible,P2,0.5,continuous,49,61,40,0.7272727272727273,-0.4183550832369023,0.751624187906047
20170705_03_04_01,invisible,P3,0.5,continuous,160,153,118,0.7539936102236422,2.1131285805296285,0.022988505747126436
20170705_03_04_01,invisible,P1,0.5,grid,22,23,19,0.8444444444444444,1.0192270292537027,0.28535732133933034
20170705_03_04_01,invisible,P2,0.5,grid,49,61,40,0.7272727272727273,-0.6673013266014565,0.8275862068965517
20170705_03_04_01,invisible,P3,0.5,grid,160,153,118,0.7539936102236422,1.7567017970474939,0.0559720139930035
20170705_03_04_01,invisible,P1,1.0,continuous,22,23,19,0.8444444444444444,0.9335364723235622,0.3328335832083958
20170705_03_04_01,invisible,P2,1.0,continuous,49,61,41,0.7454545454545455,-0.21199845060583264,0.6916541729135433
20170705_03_04_01,invisible,P3,1.0,continuous,160,153,121,0.7731629392971247,2.2552753480320553,0.01249375312343828
20170705_03_04_01,invisible,P1,1.0,grid,22,23,19,0.8444444444444444,0.8128508032169339,0.3918040979510245
20170705_03_04_01,invisible,P2,1.0,grid,49,61,41,0.7454545454545455,-0.3698697891507393,0.7521239380309845
20170705_03_04_01,invisible,P3,1.0,grid,160,153,121,0.7731629392971247,1.9507651343335906,0.035982008995502246
20170705_03_04_02,invisible,P1,0.1,continuous,30,26,18,0.6428571428571429,3.31139184621345,0.0004997501249375312
20170705_03_04_02,invisible,P2,0.1,continuous,66,54,26,0.43333333333333335,2.4545619368181253,0.011494252873563218
20170705_03_04_02,invisible,P3,0.1,continuous,175,170,74,0.4289855072463768,4.1257447074142615,0.0004997501249375312
20170705_03_04_02,invisible,P1,0.1,grid,30,26,18,0.6428571428571429,1.4398437623307163,0.12493753123438281
20170705_03_04_02,invisible,P2,0.1,grid,66,54,26,0.43333333333333335,-0.11343335878367548,0.6041979010494752
20170705_03_04_02,invisible,P3,0.1,grid,175,170,74,0.4289855072463768,-0.06058719155849668,0.5662168915542228
20170705_03_04_02,invisible,P1,0.2,continuous,30,26,22,0.7857142857142857,1.7804485837739767,0.06196901549225387
20170705_03_04_02,invisible,P2,0.2,continuous,66,54,39,0.65,1.3802059647633265,0.11244377811094453
20170705_03_04_02,invisible,P3,0.2,continuous,175,170,119,0.6898550724637681,3.8116226701954665,0.0004997501249375312
20170705_03_04_02,invisible,P1,0.2,grid,30,26,22,0.7857142857142857,0.4929520692949207,0.4817591204397801
20170705_03_04_02,invisible,P2,0.2,grid,66,54,39,0.65,-0.6676270763653729,0.8245877061469266
20170705_03_04_02,invisible,P3,0.2,grid,175,170,119,0.6898550724637681,0.6930557890744259,0.27586206896551724
20170705_03_04_02,invisible,P1,0.3,continuous,30,26,24,0.8571428571428571,1.7017255276558014,0.10694652673663169
20170705_03_04_02,invisible,P2,0.3,continuous,66,54,45,0.75,0.8528998148678991,0.28285857071464265
20170705_03_04_02,invisible,P3,0.3,continuous,175,170,128,0.7420289855072464,1.2768497100661673,0.12443778110944528
20170705_03_04_02,invisible,P1,0.3,grid,30,26,24,0.8571428571428571,1.1132881936835402,0.2733633183408296
20170705_03_04_02,invisible,P2,0.3,grid,66,54,45,0.75,0.1932168082014853,0.5152423788105946
20170705_03_04_02,invisible,P3,0.3,grid,175,170,128,0.7420289855072464,0.08206335751316518,0.5007496251874063
20170705_03_04_02,invisible,P1,0.5,continuous,30,26,24,0.8571428571428571,0.9325388854223805,0.3103448275862069
20170705_03_04_02,invisible,P2,0.5,continuous,66,54,45,0.75,-0.3401848373551134,0.751624187906047
20170705_03_04_02,invisible,P3,0.5,continuous,175,170,133,0.7710144927536232,0.8468639422892907,0.2318840579710145
20170705_03_04_02,invisible,P1,0.5,grid,30,26,24,0.8571428571428571,0.6269743912087473,0.4522738630684658
20170705_03_04_02,invisible,P2,0.5,grid,66,54,45,0.75,-0.4920596876553728,0.7986006996501749
20170705_03_04_02,invisible,P3,0.5,grid,175,170,133,0.7710144927536232,0.4959768609267825,0.3458270864567716
20170705_03_04_02,invisible,P1,1.0,continuous,30,26,24,0.8571428571428571,0.8451057739603695,0.3218390804597701
20170705_03_04_02,invisible,P2,1.0,continuous,66,54,46,0.7666666666666667,-0.10779064329799593,0.6331834082958521
20170705_03_04_02,invisible,P3,1.0,continuous,175,170,133,0.7710144927536232,0.3220109281549858,0.40429785107446276
20170705_03_04_02,invisible,P1,1.0,grid,30,26,24,0.8571428571428571,0.5228314384877996,0.44577711144427784
20170705_03_04_02,invisible,P2,1.0,grid,66,54,46,0.7666666666666667,-0.20652521860698406,0.6646676661669165
20170705_03_04_02,invisible,P3,1.0,grid,175,170,133,0.7710144927536232,0.14058135659389728,0.48825587206396803
20170705_03_04_03,invisible,P1,0.1,continuous,30,31,19,0.6229508196721312,2.2147379123315587,0.005997001499250375
20170705_03_04_03,invisible,P2,0.1,continuous,57,62,34,0.5714285714285714,4.017250183203874,0.0004997501249375312
20170705_03_04_03,invisible,P3,0.1,continuous,181,181,89,0.49171270718232046,5.343085424396382,0.0004997501249375312
20170705_03_04_03,invisible,P1,0.1,grid,30,31,19,0.6229508196721312,0.716476387523029,0.3008495752123938
20170705_03_04_03,invisible,P2,0.1,grid,57,62,34,0.5714285714285714,1.889288192832829,0.03698150924537731
20170705_03_04_03,invisible,P3,0.1,grid,181,181,89,0.49171270718232046,1.056281578478643,0.16091954022988506
20170705_03_04_03,invisible,P1,0.2,continuous,30,31,24,0.7868852459016393,0.9252452130565285,0.2383808095952024
20170705_03_04_03,invisible,P2,0.2,continuous,57,62,43,0.7226890756302521,2.1157747311975146,0.02048975512243878
20170705_03_04_03,invisible,P3,0.2,continuous,181,181,129,0.712707182320442,3.615746668065051,0.0004997501249375312
20170705_03_04_03,invisible,P1,0.2,grid,30,31,24,0.7868852459016393,-0.8144015664709068,0.8855572213893054
20170705_03_04_03,invisible,P2,0.2,grid,57,62,43,0.7226890756302521,0.7918146724990651,0.27136431784107945
20170705_03_04_03,invisible,P3,0.2,grid,181,181,129,0.712707182320442,0.2791918577258541,0.4287856071964018
20170705_03_04_03,invisible,P1,0.3,continuous,30,31,28,0.9180327868852459,2.1558380349616257,0.017991004497751123
20170705_03_04_03,invisible,P2,0.3,continuous,57,62,47,0.7899159663865546,1.7098688685518564,0.08695652173913043
20170705_03_04_03,invisible,P3,0.3,continuous,181,181,144,0.7955801104972375,2.635156539425833,0.011494252873563218
20170705_03_04_03,invisible,P1,0.3,grid,30,31,28,0.9180327868852459,1.8409863345365178,0.04897551224387806
20170705_03_04_03,invisible,P2,0.3,grid,57,62,47,0.7899159663865546,1.3369586395588176,0.15242378810594703
20170705_03_04_03,invisible,P3,0.3,grid,181,181,144,0.7955801104972375,1.4999449297573315,0.08345827086456771
20170705_03_04_03,invisible,P1,0.5,continuous,30,31,28,0.9180327868852459,1.8424522013155982,0.05647176411794103
20170705_03_04_03,invisible,P2,0.5,continuous,57,62,47,0.7899159663865546,1.1694629242052585,0.19640179910044978
20170705_03_04_03,invisible,P3,0.5,continuous,181,181,146,0.8066298342541437,1.5222835433091821,0.095952023988006
20170705_03_04_03,invisible,P1,0.5,grid,30,31,28,0.9180327868852459,1.7076710628950522,0.07596201899050475
20170705_03_04_03,invisible,P2,0.5,grid,57,62,47,0.7899159663865546,1.0259154737996339,0.23138430784607697
20170705_03_04_03,invisible,P3,0.5,grid,181,181,146,0.8066298342541437,0.985270463662464,0.1984007996001999
20170705_03_04_03,invisible,P1,1.0,continuous,30,31,28,0.9180327868852459,1.7445956307639758,0.06746626686656672
20170705_03_04_03,invisible,P2,1.0,continuous,57,62,48,0.8067226890756303,1.5062565896669005,0.12993503248375812
20170705_03_04_03,invisible,P3,1.0,continuous,181,181,147,0.8121546961325967,1.341058595877467,0.11244377811094453
20170705_03_04_03,invisible,P1,1.0,grid,30,31,28,0.9180327868852459,1.6612654531468507,0.0814592703648176
20170705_03_04_03,invisible,P2,1.0,grid,57,62,48,0.8067226890756303,1.3941249577360908,0.15092453773113443
20170705_03_04_03,invisible,P3,1.0,grid,181,181,147,0.8121546961325967,0.9301079122137313,0.20839580209895053
20170707_01_02_01,invisible,P1,0.1,continuous,27,28,20,0.7272727272727273,3.072822271514478,0.0004997501249375312
20170707_01_02_01,invisible,P2,0.1,continuous,64,59,24,0.3902439024390244,1.4077778175058362,0.10494752623688156
20170707_01_02_01,invisible,P3,0.1,continuous,152,158,61,0.3935483870967742,3.7010091630427326,0.0004997501249375312
20170707_01_02_01,invisible,P1,0.1,grid,27,28,20,0.7272727272727273,1.7361249800326957,0.08245877061469266
20170707_01_02_01,invisible,P2,0.1,grid,64,59,24,0.3902439024390244,-1.127370411439886,0.8950524737631185
20170707_01_02_01,invisible,P3,0.1,grid,152,158,61,0.3935483870967742,0.07400591984850516,0.4802598700649675
20170707_01_02_01,invisible,P1,0.2,continuous,27,28,23,0.8363636363636363,1.8327796335749273,0.04047976011994003
20170707_01_02_01,invisible,P2,0.2,continuous,64,59,39,0.6341463414634146,0.44257060936081305,0.39980009995002497
20170707_01_02_01,invisible,P3,0.2,continuous,152,158,95,0.6129032258064516,2.7679489413368814,0.001999000499750125
20170707_01_02_01,invisible,P1,0.2,grid,27,28,23,0.8363636363636363,1.078193017603356,0.24287856071964017
20170707_01_02_01,invisible,P2,0.2,grid,64,59,39,0.6341463414634146,-2.0019428241241783,0.9890054972513743
20170707_01_02_01,invisible,P3,0.2,grid,152,158,95,0.6129032258064516,-0.34179932685250747,0.6831584207896052
20170707_01_02_01,invisible,P1,0.3,continuous,27,28,23,0.8363636363636363,1.0125456753415734,0.31384307846076964
20170707_01_02_01,invisible,P2,0.3,continuous,64,59,47,0.7642276422764228,0.29505194531795104,0.4527736131934033
20170707_01_02_01,invisible,P3,0.3,continuous,152,158,114,0.7354838709677419,2.452934118062334,0.0034982508745627187
20170707_01_02_01,invisible,P1,0.3,grid,27,28,23,0.8363636363636363,0.6949811790841094,0.5057471264367817
20170707_01_02_01,invisible,P2,0.3,grid,64,59,47,0.7642276422764228,-0.3150967714790924,0.7191404297851074
20170707_01_02_01,invisible,P3,0.3,grid,152,158,114,0.7354838709677419,1.2821184699348223,0.14292853573213393
20170707_01_02_01,invisible,P1,0.5,continuous,27,28,23,0.8363636363636363,0.6643805024054016,0.4927536231884058
20170707_01_02_01,invisible,P2,0.5,continuous,64,59,49,0.7967479674796748,0.27150939098769056,0.4942528735632184
20170707_01_02_01,invisible,P3,0.5,continuous,152,158,120,0.7741935483870968,2.3956886405509215,0.014992503748125937
20170707_01_02_01,invisible,P1,0.5,grid,27,28,23,0.8363636363636363,0.4426695558932464,0.5932033983008496
20170707_01_02_01,invisible,P2,0.5,grid,64,59,49,0.7967479674796748,0.15897582461067233,0.5482258870564718
20170707_01_02_01,invisible,P3,0.5,grid,152,158,120,0.7741935483870968,1.9787040166241914,0.037481259370314844
20170707_01_02_01,invisible,P1,1.0,continuous,27,28,23,0.8363636363636363,0.40005519108501636,0.6256871564217891
20170707_01_02_01,invisible,P2,1.0,continuous,64,59,49,0.7967479674796748,-0.19015678273197031,0.6761619190404797
20170707_01_02_01,invisible,P3,1.0,continuous,152,158,122,0.7870967741935484,2.1516146852791795,0.02948525737131434
20170707_01_02_01,invisible,P1,1.0,grid,27,28,23,0.8363636363636363,0.20197267764403298,0.711144427786107
20170707_01_02_01,invisible,P2,1.0,grid,64,59,49,0.7967479674796748,-0.2618807507603715,0.6901549225387307
20170707_01_02_01,invisible,P3,1.0,grid,152,158,122,0.7870967741935484,1.9782572795786908,0.041979010494752625
20170707_01_02_02,invisible,P1,0.1,continuous,29,15,9,0.4090909090909091,1.8031689806736242,0.07396301849075462
20170707_01_02_02,invisible,P2,0.1,continuous,70,63,28,0.42105263157894735,1.623298915098846,0.05847076461769116
20170707_01_02_02,invisible,P3,0.1,continuous,139,175,66,0.42038216560509556,3.9163437874350504,0.0004997501249375312
20170707_01_02_02,invisible,P1,0.1,grid,29,15,9,0.4090909090909091,0.09665551089818597,0.519240379810095
20170707_01_02_02,invisible,P2,0.1,grid,70,63,28,0.42105263157894735,-1.2714004550085851,0.9305347326336831
20170707_01_02_02,invisible,P3,0.1,grid,139,175,66,0.42038216560509556,0.40665114449125705,0.3743128435782109
20170707_01_02_02,invisible,P1,0.2,continuous,29,15,13,0.5909090909090909,0.9880534961749939,0.25987006496751625
20170707_01_02_02,invisible,P2,0.2,continuous,70,63,48,0.7218045112781954,1.4845018174111217,0.09145427286356822
20170707_01_02_02,invisible,P3,0.2,continuous,139,175,97,0.6178343949044586,2.3976530217624066,0.0079960019990005
20170707_01_02_02,invisible,P1,0.2,grid,29,15,13,0.5909090909090909,0.07085021595224518,0.6646676661669165
20170707_01_02_02,invisible,P2,0.2,grid,70,63,48,0.7218045112781954,-0.8482863101002467,0.8520739630184908
20170707_01_02_02,invisible,P3,0.2,grid,139,175,97,0.6178343949044586,-0.06571489167859805,0.5692153923038481
20170707_01_02_02,invisible,P1,0.3,continuous,29,15,14,0.6363636363636364,0.43559858730741996,0.5292353823088456
20170707_01_02_02,invisible,P2,0.3,continuous,70,63,51,0.7669172932330827,-0.196800593229235,0.670664667666167
20170707_01_02_02,invisible,P3,0.3,continuous,139,175,112,0.7133757961783439,2.4515723434650236,0.013493253373313344
20170707_01_02_02,invisible,P1,0.3,grid,29,15,14,0.6363636363636364,-0.1813431615365033,0.7926036981509246
20170707_01_02_02,invisible,P2,0.3,grid,70,63,51,0.7669172932330827,-1.0336511803911128,0.9170414792603698
20170707_01_02_02,invisible,P3,0.3,grid,139,175,112,0.7133757961783439,1.6910457353199968,0.059470264867566215
20170707_01_02_02,invisible,P1,0.5,continuous,29,15,15,0.6818181818181818,0.9160156255683523,0.49325337331334335
20170707_01_02_02,invisible,P2,0.5,continuous,70,63,51,0.7669172932330827,-1.221762412173154,0.9485257371314343
20170707_01_02_02,invisible,P3,0.5,continuous,139,175,116,0.7388535031847133,2.2415716899061815,0.015992003998001
20170707_01_02_02,invisible,P1,0.5,grid,29,15,15,0.6818181818181818,0.7109427086962943,0.632183908045977
20170707_01_02_02,invisible,P2,0.5,grid,70,63,51,0.7669172932330827,-1.567138972546893,0.9705147426286856
20170707_01_02_02,invisible,P3,0.5,grid,139,175,116,0.7388535031847133,1.9638796949796156,0.02948525737131434
20170707_01_02_02,invisible,P1,1.0,continuous,29,15,15,0.6818181818181818,0.5937119391760028,0.7106446776611695
20170707_01_02_02,invisible,P2,1.0,continuous,70,63,51,0.7669172932330827,-1.3128269505648447,0.9495252373813093
20170707_01_02_02,invisible,P3,1.0,continuous,139,175,117,0.7452229299363057,1.9809310114972543,0.026986506746626688
20170707_01_02_02,invisible,P1,1.0,grid,29,15,15,0.6818181818181818,0.5359012708381804,0.7561219390304847
20170707_01_02_02,invisible,P2,1.0,grid,70,63,51,0.7669172932330827,-1.5133891722504733,0.9655172413793104
20170707_01_02_02,invisible,P3,1.0,grid,139,175,117,0.7452229299363057,1.8144024671145373,0.04247876061969016
20170707_01_02_03,invisible,P1,0.1,continuous,29,31,14,0.4666666666666667,1.1789214439916789,0.15242378810594703
20170707_01_02_03,invisible,P2,0.1,continuous,60,66,23,0.36507936507936506,0.8227908405546536,0.2288855572213893
20170707_01_02_03,invisible,P3,0.1,continuous,168,192,74,0.4111111111111111,3.050157949637498,0.0004997501249375312
20170707_01_02_03,invisible,P1,0.1,grid,29,31,14,0.4666666666666667,-0.8886591645115471,0.8345827086456772
20170707_01_02_03,invisible,P2,0.1,grid,60,66,23,0.36507936507936506,-1.4304065024201356,0.936031984007996
20170707_01_02_03,invisible,P3,0.1,grid,168,192,74,0.4111111111111111,-0.9538382826818108,0.8430784607696152
20170707_01_02_03,invisible,P1,0.2,continuous,29,31,21,0.7,0.05531594538005617,0.6066966516741629
20170707_01_02_03,invisible,P2,0.2,continuous,60,66,39,0.6190476190476191,0.15939271343566566,0.49225387306346824
20170707_01_02_03,invisible,P3,0.2,continuous,168,192,123,0.6833333333333333,3.3514789938406553,0.0004997501249375312
20170707_01_02_03,invisible,P1,0.2,grid,29,31,21,0.7,-1.5462352065416958,0.9800099950024987
20170707_01_02_03,invisible,P2,0.2,grid,60,66,39,0.6190476190476191,-2.773512637967551,0.9985007496251874
20170707_01_02_03,invisible,P3,0.2,grid,168,192,123,0.6833333333333333,0.6594798871119836,0.2938530734632684
20170707_01_02_03,invisible,P1,0.3,continuous,29,31,23,0.7666666666666667,-0.25204670672889457,0.735632183908046
20170707_01_02_03,invisible,P2,0.3,continuous,60,66,49,0.7777777777777778,0.826152842588757,0.2848575712143928
20170707_01_02_03,invisible,P3,0.3,continuous,168,192,130,0.7222222222222222,1.0160054633365172,0.1934032983508246
20170707_01_02_03,invisible,P1,0.3,grid,29,31,23,0.7666666666666667,-1.1265024770872223,0.9555222388805598
20170707_01_02_03,invisible,P2,0.3,grid,60,66,49,0.7777777777777778,0.008507740035790967,0.6111944027986007
20170707_01_02_03,invisible,P3,0.3,grid,168,192,130,0.7222222222222222,0.04765242601135785,0.5172413793103449
20170707_01_02_03,invisible,P1,0.5,continuous,29,31,24,0.8,-0.0884948615301528,0.7051474262868566
20170707_01_02_03,invisible,P2,0.5,continuous,60,66,50,0.7936507936507936,0.32483962798987215,0.49725137431284355
20170707_01_02_03,invisible,P3,0.5,continuous,168,192,134,0.7444444444444445,0.6127752624481854,0.3153423288355822
20170707_01_02_03,invisible,P1,0.5,grid,29,31,24,0.8,-0.488655860634929,0.8350824587706147
20170707_01_02_03,invisible,P2,0.5,grid,60,66,50,0.7936507936507936,-0.09659004568279775,0.6671664167916042
20170707_01_02_03,invisible,P3,0.5,grid,168,192,134,0.7444444444444445,0.18194883864555836,0.47126436781609193
20170707_01_02_03,invisible,P1,1.0,continuous,29,31,24,0.8,-0.16764011786411534,0.7286356821589205
20170707_01_02_03,invisible,P2,1.0,continuous,60,66,50,0.7936507936507936,-0.06299103590531013,0.6426786606696652
20170707_01_02_03,invisible,P3,1.0,continuous,168,192,135,0.75,0.3561400922615584,0.4052973513243378
20170707_01_02_03,invisible,P1,1.0,grid,29,31,24,0.8,-0.6274265098786723,0.8780609695152424
20170707_01_02_03,invisible,P2,1.0,grid,60,66,50,0.7936507936507936,-0.3475865015216152,0.7406296851574213
