video,condition,arm,rep,period,n_a,n_b,n_match,S,zS,p
20170705_03_04_01,invisible,null,10,P1,21,24,5,0.2222222222222222,-1.7930480299611202,0.983016983016983
20170705_03_04_01,invisible,null,10,P2,47,51,15,0.30612244897959184,-0.6171200501876941,0.7912087912087912
20170705_03_04_01,invisible,null,10,P3,158,160,54,0.33962264150943394,-0.6283373962744783,0.7672327672327672
20170705_03_04_02,invisible,real,0,P1,30,26,18,0.6428571428571429,1.517575426485345,0.11488511488511488
20170705_03_04_02,invisible,real,0,P2,66,54,26,0.43333333333333335,-0.10917317702964988,0.5924075924075924
20170705_03_04_02,invisible,real,0,P3,175,170,74,0.4289855072463768,-0.007309188410900476,0.5324675324675324
20170705_03_04_02,invisible,jitter,1,P1,28,25,8,0.3018867924528302,-1.6445716064920324,0.967032967032967
20170705_03_04_02,invisible,jitter,1,P2,64,54,24,0.4067796610169492,0.595350486169011,0.3166833166833167
20170705_03_04_02,invisible,jitter,1,P3,169,168,56,0.3323442136498516,-0.8240729465776496,0.8271728271728271
20170705_03_04_02,invisible,null,1,P1,30,22,9,0.34615384615384615,-1.009147428072634,0.8821178821178821
20170705_03_04_02,invisible,null,1,P2,62,65,25,0.3937007874015748,-0.3712910009541498,0.6853146853146853
20170705_03_04_02,invisible,null,1,P3,170,154,53,0.3271604938271605,-0.9836659600280118,0.8651348651348651
20170705_03_04_02,invisible,jitter,2,P1,28,26,10,0.37037037037037035,-0.5427561118423068,0.8031968031968032
20170705_03_04_02,invisible,jitter,2,P2,63,54,20,0.3418803418803419,-0.9641604555136712,0.8871128871128872
20170705_03_04_02,invisible,jitter,2,P3,167,165,59,0.35542168674698793,-0.24695395547957488,0.6293706293706294
20170705_03_04_02,invisible,null,2,P1,28,22,10,0.4,0.29313949896285296,0.48951048951048953
20170705_03_04_02,invisible,null,2,P2,64,51,21,0.3652173913043478,-0.2244159025232051,0.6253746253746254
20170705_03_04_02,invisible,null,2,P3,166,170,60,0.35714285714285715,-0.2726762271141867,0.6423576423576424
20170705_03_04_02,invisible,jitter,3,P1,30,26,13,0.4642857142857143,0.38150517537955664,0.45254745254745254
20170705_03_04_02,invisible,jitter,3,P2,64,54,23,0.3898305084745763,0.47735479536032066,0.36063936063936064
20170705_03_04_02,invisible,jitter,3,P3,166,164,52,0.3151515151515151,-1.5731587223923786,0.9460539460539461
20170705_03_04_02,invisible,null,3,P1,27,19,7,0.30434782608695654,-0.5295087367502149,0.7692307692307693
20170705_03_04_02,invisible,null,3,P2,62,54,18,0.3103448275862069,-0.9738524313936511,0.8831168831168831
20170705_03_04_02,invisible,null,3,P3,166,170,61,0.3630952380952381,-0.04797926437083786,0.5644355644355644
20170705_03_04_02,invisible,jitter,4,P1,29,26,12,0.43636363636363634,0.35139186907880093,0.4275724275724276
20170705_03_04_02,invisible,jitter,4,P2,63,52,24,0.41739130434782606,0.7255477451165576,0.29270729270729273
20170705_03_04_02,invisible,jitter,4,P3,170,162,59,0.35542168674698793,-0.2977993083568335,0.6523476523476524
20170705_03_04_02,invisible,null,4,P1,28,20,9,0.375,0.20783674182692716,0.5754245754245755
20170705_03_04_02,invisible,null,4,P2,61,55,19,0.3275862068965517,-1.0257007167388719,0.8871128871128872
20170705_03_04_02,invisible,null,4,P3,167,172,70,0.41297935103244837,1.1963587070172526,0.13286713286713286
20170705_03_04_02,invisible,jitter,5,P1,30,27,12,0.42105263157894735,0.48695447390514834,0.3996003996003996
20170705_03_04_02,invisible,jitter,5,P2,64,52,16,0.27586206896551724,-1.8591076921362484,0.974025974025974
20170705_03_04_02,invisible,jitter,5,P3,169,165,61,0.3652694610778443,-0.06542596516649653,0.5694305694305695
20170705_03_04_02,invisible,null,5,P1,28,22,12,0.48,1.1392465271247638,0.16583416583416583
20170705_03_04_02,invisible,null,5,P2,64,53,24,0.41025641025641024,0.7070912335014845,0.2727272727272727
20170705_03_04_02,invisible,null,5,P3,163,173,63,0.375,-0.10676138223036297,0.5794205794205795
20170705_03_04_02,invisible,jitter,6,P1,26,25,10,0.39215686274509803,-0.3994025788753969,0.7232767232767233
20170705_03_04_02,invisible,jitter,6,P2,62,52,21,0.3684210526315789,0.20234095477178335,0.4955044955044955
20170705_03_04_02,invisible,jitter,6,P3,171,164,49,0.29253731343283584,-2.555550400487961,0.993006993006993
20170705_03_04_02,invisible,null,6,P1,29,20,10,0.40816326530612246,0.20261352320286802,0.5194805194805194
20170705_03_04_02,invisible,null,6,P2,59,50,20,0.3669724770642202,0.2219295479152988,0.43756243756243757
20170705_03_04_02,invisible,null,6,P3,170,172,63,0.3684210526315789,-0.12464045091749816,0.5774225774225774
20170705_03_04_02,invisible,jitter,7,P1,29,26,10,0.36363636363636365,-0.6075027419780229,0.8331668331668332
20170705_03_04_02,invisible,jitter,7,P2,63,53,23,0.39655172413793105,0.4418915858178479,0.3996003996003996
20170705_03_04_02,invisible,jitter,7,P3,169,161,62,0.37575757575757573,0.7482081170441234,0.2777222777222777
20170705_03_04_02,invisible,null,7,P1,26,24,5,0.2,-2.4720193364295606,1.0
20170705_03_04_02,invisible,null,7,P2,62,50,25,0.44642857142857145,1.469561963798729,0.1108891108891109
20170705_03_04_02,invisible,null,7,P3,173,171,64,0.37209302325581395,-0.17065901047634052,0.6073926073926074
20170705_03_04_02,invisible,jitter,8,P1,26,26,9,0.34615384615384615,-0.5452367094548454,0.7562437562437563
20170705_03_04_02,invisible,jitter,8,P2,62,52,23,0.40350877192982454,0.7537856622791641,0.2867132867132867
20170705_03_04_02,invisible,jitter,8,P3,170,166,64,0.38095238095238093,0.35893117566624305,0.3996003996003996
20170705_03_04_02,invisible,null,8,P1,30,20,11,0.44,0.7980735417472113,0.3146853146853147
20170705_03_04_02,invisible,null,8,P2,64,56,26,0.43333333333333335,1.0499796174474398,0.19880119880119881
20170705_03_04_02,invisible,null,8,P3,165,168,53,0.3183183183183183,-1.5050984976833095,0.945054945054945
20170705_03_04_02,invisible,jitter,9,P1,28,23,10,0.39215686274509803,-0.3502990280280532,0.7352647352647352
20170705_03_04_02,invisible,jitter,9,P2,62,53,21,0.3652173913043478,0.2895925230065781,0.4225774225774226
20170705_03_04_02,invisible,jitter,9,P3,161,164,55,0.3384615384615385,-0.7875144709379353,0.8071928071928072
20170705_03_04_02,invisible,null,9,P1,29,24,14,0.5283018867924528,1.8355517306429188,0.059940059940059943
20170705_03_04_02,invisible,null,9,P2,64,60,23,0.3709677419354839,-0.46171215142543026,0.7132867132867133
20170705_03_04_02,invisible,null,9,P3,170,154,62,0.38271604938271603,0.7925650617019111,0.22377622377622378
20170705_03_04_02,invisible,jitter,10,P1,28,24,14,0.5384615384615384,1.5629577603766827,0.11688311688311688
20170705_03_04_02,invisible,jitter,10,P2,65,52,22,0.37606837606837606,0.22064606468617445,0.4515484515484515
20170705_03_04_02,invisible,jitter,10,P3,170,163,53,0.3183183183183183,-1.6126830267561925,0.949050949050949
20170705_03_04_02,invisible,null,10,P1,26,22,11,0.4583333333333333,0.8089857957249327,0.29270729270729273
20170705_03_04_02,invisible,null,10,P2,67,54,21,0.34710743801652894,-0.3747943761091953,0.6833166833166833
20170705_03_04_02,invisible,null,10,P3,170,165,56,0.33432835820895523,-0.9587271343391034,0.8651348651348651
20170705_03_04_03,invisible,real,0,P1,30,31,19,0.6229508196721312,0.7151207187816101,0.3146853146853147
20170705_03_04_03,invisible,real,0,P2,57,62,34,0.5714285714285714,1.8253162416152953,0.04695304695304695
20170705_03_04_03,invisible,real,0,P3,181,181,89,0.49171270718232046,1.0740338965172955,0.15884115884115885
20170705_03_04_03,invisible,jitter,1,P1,29,29,11,0.3793103448275862,-1.0965096677330608,0.9050949050949051
20170705_03_04_03,invisible,jitter,1,P2,57,58,18,0.3130434782608696,-1.085360715755277,0.903096903096903
20170705_03_04_03,invisible,jitter,1,P3,175,178,72,0.40793201133144474,0.5749574267965857,0.3196803196803197
20170705_03_04_03,invisible,null,1,P1,28,26,8,0.2962962962962963,-1.375411568793802,0.968031968031968
20170705_03_04_03,invisible,null,1,P2,55,60,18,0.3130434782608696,-1.1281940730918498,0.9180819180819181
20170705_03_04_03,invisible,null,1,P3,174,177,66,0.37606837606837606,0.17051461534131382,0.4755244755244755
20170705_03_04_03,invisible,jitter,2,P1,28,29,13,0.45614035087719296,0.5843346663457161,0.4035964035964036
20170705_03_04_03,invisible,jitter,2,P2,55,62,25,0.42735042735042733,0.810997522832947,0.26973026973026976
20170705_03_04_03,invisible,jitter,2,P3,173,175,64,0.367816091954023,-0.08498987219797884,0.5814185814185814
20170705_03_04_03,invisible,null,2,P1,27,26,13,0.49056603773584906,0.9066991105151625,0.24775224775224775
20170705_03_04_03,invisible,null,2,P2,54,59,21,0.37168141592920356,0.5130136590965689,0.35864135864135865
20170705_03_04_03,invisible,null,2,P3,175,178,68,0.38526912181303113,-0.02992863623944064,0.5704295704295704
20170705_03_04_03,invisible,jitter,3,P1,30,29,12,0.4067796610169492,-0.6528178457956426,0.8141858141858141
20170705_03_04_03,invisible,jitter,3,P2,54,64,22,0.3728813559322034,0.36267481096418486,0.4015984015984016
20170705_03_04_03,invisible,jitter,3,P3,178,176,70,0.3954802259887006,0.2792037356748384,0.43356643356643354
20170705_03_04_03,invisible,null,3,P1,28,22,10,0.4,0.3825058107425867,0.4175824175824176
20170705_03_04_03,invisible,null,3,P2,55,65,18,0.3,-1.3934806806927045,0.926073926073926
20170705_03_04_03,invisible,null,3,P3,174,177,75,0.42735042735042733,1.3842360737927344,0.11688311688311688
20170705_03_04_03,invisible,jitter,4,P1,29,31,14,0.4666666666666667,0.5801674673261028,0.3756243756243756
20170705_03_04_03,invisible,jitter,4,P2,52,60,22,0.39285714285714285,0.2637464251872093,0.46353646353646355
20170705_03_04_03,invisible,jitter,4,P3,175,178,67,0.37960339943342775,0.12405035585298894,0.4785214785214785
20170705_03_04_03,invisible,null,4,P1,26,26,10,0.38461538461538464,-0.35952683865211277,0.7272727272727273
20170705_03_04_03,invisible,null,4,P2,53,58,21,0.3783783783783784,0.04483440132068944,0.5354645354645354
20170705_03_04_03,invisible,null,4,P3,173,180,69,0.3909348441926346,0.35793307421678827,0.3626373626373626
20170705_03_04_03,invisible,jitter,5,P1,30,30,11,0.36666666666666664,-0.7984139449444536,0.8621378621378621
20170705_03_04_03,invisible,jitter,5,P2,55,59,24,0.42105263157894735,1.1186966546012074,0.15884115884115885
20170705_03_04_03,invisible,jitter,5,P3,173,174,58,0.33429394812680113,-1.6125764165583432,0.9530469530469531
20170705_03_04_03,invisible,null,5,P1,30,27,9,0.3157894736842105,-1.2481730198934466,0.951048951048951
20170705_03_04_03,invisible,null,5,P2,55,59,21,0.3684210526315789,-0.23130700599075937,0.6753246753246753
20170705_03_04_03,invisible,null,5,P3,174,174,58,0.3333333333333333,-1.7397311615239677,0.964035964035964
20170705_03_04_03,invisible,jitter,6,P1,29,30,16,0.5423728813559322,1.458001584079164,0.12387612387612387
20170705_03_04_03,invisible,jitter,6,P2,53,61,28,0.49122807017543857,2.0673382343546227,0.015984015984015984
20170705_03_04_03,invisible,jitter,6,P3,174,175,81,0.46418338108882523,2.34749416807786,0.00999000999000999
20170705_03_04_03,invisible,null,6,P1,25,25,11,0.44,0.6225291442361801,0.3696303696303696
20170705_03_04_03,invisible,null,6,P2,53,61,22,0.38596491228070173,0.41267066263967106,0.37662337662337664
20170705_03_04_03,invisible,null,6,P3,176,183,73,0.40668523676880225,0.5011055994531733,0.3146853146853147
20170705_03_04_03,invisible,jitter,7,P1,29,29,16,0.5517241379310345,1.6988602649321791,0.07392607392607392
20170705_03_04_03,invisible,jitter,7,P2,54,61,27,0.46956521739130436,2.15123722020358,0.03396603396603397
20170705_03_04_03,invisible,jitter,7,P3,174,177,60,0.3418803418803419,-1.3024739622334345,0.9200799200799201
20170705_03_04_03,invisible,null,7,P1,29,27,8,0.2857142857142857,-1.7398140201207746,0.9820179820179821
20170705_03_04_03,invisible,null,7,P2,54,59,25,0.4424778761061947,1.4588745922245199,0.1048951048951049
20170705_03_04_03,invisible,null,7,P3,180,179,67,0.3732590529247911,-0.4808098340302661,0.7132867132867133
20170705_03_04_03,invisible,jitter,8,P1,27,29,12,0.42857142857142855,0.1238898124383418,0.5604395604395604
20170705_03_04_03,invisible,jitter,8,P2,54,62,21,0.3620689655172414,-0.2808963043315633,0.6753246753246753
20170705_03_04_03,invisible,jitter,8,P3,172,173,72,0.41739130434782606,1.420103106914067,0.09490509490509491
20170705_03_04_03,invisible,null,8,P1,29,26,14,0.509090909090909,1.745430461950753,0.058941058941058944
20170705_03_04_03,invisible,null,8,P2,56,60,18,0.3103448275862069,-1.1404300413386184,0.8941058941058941
20170705_03_04_03,invisible,null,8,P3,174,178,64,0.36363636363636365,-0.9194066040839977,0.8461538461538461
20170705_03_04_03,invisible,jitter,9,P1,28,26,11,0.4074074074074074,0.21487522405915682,0.5174825174825175
20170705_03_04_03,invisible,jitter,9,P2,58,63,26,0.4297520661157025,1.5999879140477555,0.07692307692307693
20170705_03_04_03,invisible,jitter,9,P3,173,176,56,0.3209169054441261,-2.034457913765349,0.986013986013986
20170705_03_04_03,invisible,null,9,P1,28,26,14,0.5185185185185185,1.2683062684031905,0.12387612387612387
20170705_03_04_03,invisible,null,9,P2,54,60,29,0.5087719298245614,2.4646889686839066,0.007992007992007992
20170705_03_04_03,invisible,null,9,P3,172,177,74,0.42406876790830944,1.160377019352261,0.14285714285714285
20170705_03_04_03,invisible,jitter,10,P1,27,31,15,0.5172413793103449,1.1361277792243398,0.2057942057942058
20170705_03_04_03,invisible,jitter,10,P2,54,61,27,0.46956521739130436,1.2207020395878876,0.14985014985014986
20170705_03_04_03,invisible,jitter,10,P3,174,174,62,0.3563218390804598,-0.6935416353759881,0.8031968031968032
20170705_03_04_03,invisible,null,10,P1,29,22,11,0.43137254901960786,0.513613783098334,0.3936063936063936
20170705_03_04_03,invisible,null,10,P2,52,60,18,0.32142857142857145,-0.6169906093462525,0.7682317682317682
20170705_03_04_03,invisible,null,10,P3,176,175,58,0.33048433048433046,-1.7674148224784092,0.968031968031968
20170707_01_02_01,invisible,real,0,P1,27,28,20,0.7272727272727273,1.7514540940543535,0.07992007992007992
20170707_01_02_01,invisible,real,0,P2,64,59,24,0.3902439024390244,-1.0959239956290163,0.8861138861138861
20170707_01_02_01,invisible,real,0,P3,152,158,61,0.3935483870967742,0.0876382529292621,0.4875124875124875
20170707_01_02_01,invisible,jitter,1,P1,26,28,12,0.4444444444444444,0.785045260719813,0.3356643356643357
20170707_01_02_01,invisible,jitter,1,P2,61,57,26,0.4406779661016949,1.1456256807303027,0.15384615384615385
20170707_01_02_01,invisible,jitter,1,P3,149,156,49,0.32131147540983607,-0.6858114917358461,0.7912087912087912
20170707_01_02_01,invisible,null,1,P1,23,23,10,0.43478260869565216,0.5276868613706416,0.36363636363636365
20170707_01_02_01,invisible,null,1,P2,63,45,20,0.37037037037037035,0.32230476076074654,0.44955044955044954
20170707_01_02_01,invisible,null,1,P3,149,174,55,0.34055727554179566,-0.3722806453933991,0.6923076923076923
20170707_01_02_01,invisible,jitter,2,P1,24,27,6,0.23529411764705882,-1.9324833606632277,0.994005994005994
20170707_01_02_01,invisible,jitter,2,P2,61,59,22,0.36666666666666664,-0.3412781390375138,0.6403596403596403
20170707_01_02_01,invisible,jitter,2,P3,151,152,58,0.38283828382838286,1.3433775636139964,0.1018981018981019
20170707_01_02_01,invisible,null,2,P1,25,26,9,0.35294117647058826,-0.6576905769058451,0.7922077922077922
20170707_01_02_01,invisible,null,2,P2,62,55,28,0.47863247863247865,1.928009646800732,0.028971028971028972
20170707_01_02_01,invisible,null,2,P3,149,163,58,0.3717948717948718,0.7527865895305609,0.2597402597402597
20170707_01_02_01,invisible,jitter,3,P1,26,27,8,0.3018867924528302,-1.1677126750816569,0.935064935064935
20170707_01_02_01,invisible,jitter,3,P2,59,55,24,0.42105263157894735,0.9636095535444367,0.21678321678321677
20170707_01_02_01,invisible,jitter,3,P3,152,153,61,0.4,1.9407189236657179,0.03296703296703297
20170707_01_02_01,invisible,null,3,P1,26,23,11,0.4489795918367347,0.8866927040833241,0.3016983016983017
20170707_01_02_01,invisible,null,3,P2,64,51,17,0.2956521739130435,-1.7169946888841212,0.972027972027972
20170707_01_02_01,invisible,null,3,P3,149,165,53,0.3375796178343949,-0.59671023186009,0.7502497502497503
20170707_01_02_01,invisible,jitter,4,P1,24,28,10,0.38461538461538464,-0.4269240846675085,0.7342657342657343
20170707_01_02_01,invisible,jitter,4,P2,60,59,25,0.42016806722689076,0.5890786981644105,0.32867132867132864
20170707_01_02_01,invisible,jitter,4,P3,148,151,50,0.33444816053511706,-0.33018197301631746,0.6743256743256744
20170707_01_02_01,invisible,null,4,P1,25,24,8,0.32653061224489793,-1.172436291858044,0.9300699300699301
20170707_01_02_01,invisible,null,4,P2,62,51,18,0.3185840707964602,-0.7430414926069463,0.8211788211788211
20170707_01_02_01,invisible,null,4,P3,147,168,50,0.31746031746031744,-1.0095619517684657,0.8601398601398601
20170707_01_02_01,invisible,jitter,5,P1,25,29,9,0.3333333333333333,-0.7288993273523057,0.8351648351648352
20170707_01_02_01,invisible,jitter,5,P2,61,59,25,0.4166666666666667,0.5316529205807123,0.35564435564435565
20170707_01_02_01,invisible,jitter,5,P3,149,156,56,0.36721311475409835,0.8558525405166644,0.22477522477522477
20170707_01_02_01,invisible,null,5,P1,24,19,10,0.46511627906976744,1.1193234577585685,0.1918081918081918
20170707_01_02_01,invisible,null,5,P2,61,55,19,0.3275862068965517,-0.8546913639054525,0.8331668331668332
20170707_01_02_01,invisible,null,5,P3,145,163,51,0.33116883116883117,-0.49957568756712184,0.7242757242757243
20170707_01_02_01,invisible,jitter,6,P1,27,26,12,0.4528301886792453,0.586035588779102,0.4045954045954046
20170707_01_02_01,invisible,jitter,6,P2,60,58,23,0.3898305084745763,0.17606533765834184,0.4995004995004995
20170707_01_02_01,invisible,jitter,6,P3,150,155,48,0.31475409836065577,-0.9823907699457636,0.8731268731268731
20170707_01_02_01,invisible,null,6,P1,26,23,10,0.40816326530612246,0.01035918081472514,0.6293706293706294
20170707_01_02_01,invisible,null,6,P2,62,56,24,0.4067796610169492,0.7504277168322285,0.2727272727272727
20170707_01_02_01,invisible,null,6,P3,150,162,46,0.2948717948717949,-1.723073693958201,0.9660339660339661
20170707_01_02_01,invisible,jitter,7,P1,26,29,11,0.4,-0.4325931988693073,0.7472527472527473
20170707_01_02_01,invisible,jitter,7,P2,62,57,20,0.33613445378151263,-0.7186614083597189,0.8001998001998002
20170707_01_02_01,invisible,jitter,7,P3,150,154,52,0.34210526315789475,0.04487228234904841,0.5194805194805194
20170707_01_02_01,invisible,null,7,P1,27,22,9,0.3673469387755102,-0.25092985551898095,0.6973026973026973
20170707_01_02_01,invisible,null,7,P2,61,55,23,0.39655172413793105,0.32069149748056713,0.40559440559440557
20170707_01_02_01,invisible,null,7,P3,150,164,53,0.3375796178343949,-0.39056143585761965,0.6983016983016983
20170707_01_02_01,invisible,jitter,8,P1,26,27,9,0.33962264150943394,-0.8951287324603479,0.8711288711288712
20170707_01_02_01,invisible,jitter,8,P2,60,59,25,0.42016806722689076,0.8677531768090017,0.24875124875124874
20170707_01_02_01,invisible,jitter,8,P3,148,157,52,0.34098360655737703,-0.22976825396778633,0.6603396603396603
20170707_01_02_01,invisible,null,8,P1,25,24,10,0.40816326530612246,0.07326753717500602,0.5694305694305695
20170707_01_02_01,invisible,null,8,P2,59,51,17,0.3090909090909091,-0.6252322355048199,0.7922077922077922
20170707_01_02_01,invisible,null,8,P3,147,164,49,0.31511254019292606,-0.7508982303185993,0.8091908091908092
20170707_01_02_01,invisible,jitter,9,P1,26,29,15,0.5454545454545454,1.9915542059010278,0.024975024975024976
20170707_01_02_01,invisible,jitter,9,P2,61,57,23,0.3898305084745763,0.015093523568858454,0.5594405594405595
20170707_01_02_01,invisible,jitter,9,P3,148,155,56,0.3696369636963696,1.1117533741500276,0.15084915084915085
20170707_01_02_01,invisible,null,9,P1,26,22,8,0.3333333333333333,-0.7078842209871908,0.8781218781218781
20170707_01_02_01,invisible,null,9,P2,64,56,22,0.36666666666666664,-0.11667918885489745,0.6223776223776224
20170707_01_02_01,invisible,null,9,P3,146,165,58,0.3729903536977492,0.9754479594329143,0.18681318681318682
20170707_01_02_01,invisible,jitter,10,P1,26,28,10,0.37037037037037035,-0.607193173217835,0.8251748251748252
20170707_01_02_01,invisible,jitter,10,P2,62,57,23,0.3865546218487395,0.3198098555738452,0.4195804195804196
20170707_01_02_01,invisible,jitter,10,P3,148,154,52,0.3443708609271523,0.27146879635288934,0.4305694305694306
20170707_01_02_01,invisible,null,10,P1,24,20,9,0.4090909090909091,0.2226613818714823,0.47352647352647353
20170707_01_02_01,invisible,null,10,P2,59,53,23,0.4107142857142857,0.7905212718257186,0.2547452547452547
20170707_01_02_01,invisible,null,10,P3,149,162,46,0.2958199356913183,-1.5789995243958805,0.9470529470529471
20170707_01_02_02,invisible,real,0,P1,29,15,9,0.4090909090909091,0.10829380344751917,0.5214785214785215
20170707_01_02_02,invisible,real,0,P2,70,63,28,0.42105263157894735,-1.2802345296937374,0.9330669330669331
20170707_01_02_02,invisible,real,0,P3,139,175,66,0.42038216560509556,0.4011248688800933,0.38161838161838163
20170707_01_02_02,invisible,jitter,1,P1,29,14,9,0.4186046511627907,1.1404314994944602,0.18581418581418582
20170707_01_02_02,invisible,jitter,1,P2,66,57,25,0.4065040650406504,-0.07388363039188055,0.6103896103896104
20170707_01_02_02,invisible,jitter,1,P3,135,171,56,0.3660130718954248,1.1038714313959044,0.15884115884115885
20170707_01_02_02,invisible,null,1,P1,27,23,10,0.4,-0.11408987345025991,0.6243756243756243
20170707_01_02_02,invisible,null,1,P2,68,42,16,0.2909090909090909,-0.33477809253674545,0.6783216783216783
20170707_01_02_02,invisible,null,1,P3,135,179,53,0.3375796178343949,-0.2972858389976718,0.6653346653346653
20170707_01_02_02,invisible,jitter,2,P1,27,15,6,0.2857142857142857,-0.5676187675627611,0.8211788211788211
20170707_01_02_02,invisible,jitter,2,P2,67,61,25,0.390625,-0.3369996937331441,0.6963036963036963
20170707_01_02_02,invisible,jitter,2,P3,133,166,52,0.34782608695652173,0.6457986666530204,0.3116883116883117
20170707_01_02_02,invisible,null,2,P1,30,24,10,0.37037037037037035,-0.8149884347975404,0.8881118881118881
20170707_01_02_02,invisible,null,2,P2,69,61,33,0.5076923076923077,1.777549798875751,0.059940059940059943
20170707_01_02_02,invisible,null,2,P3,133,156,43,0.2975778546712803,-0.7154884718121534,0.8161838161838162
20170707_01_02_02,invisible,jitter,3,P1,28,15,10,0.46511627906976744,1.4586602986672736,0.1108891108891109
20170707_01_02_02,invisible,jitter,3,P2,65,63,28,0.4375,-0.0003119327573782454,0.5914085914085914
20170707_01_02_02,invisible,jitter,3,P3,134,169,52,0.3432343234323432,-0.05991342390904905,0.5724275724275725
20170707_01_02_02,invisible,null,3,P1,30,26,13,0.4642857142857143,0.4166772935667255,0.4095904095904096
20170707_01_02_02,invisible,null,3,P2,68,67,29,0.42962962962962964,-0.04096137362338793,0.6023976023976024
20170707_01_02_02,invisible,null,3,P3,131,154,44,0.3087719298245614,-0.4666609538306981,0.7172827172827173
20170707_01_02_02,invisible,jitter,4,P1,27,15,8,0.38095238095238093,0.29710524137206246,0.4725274725274725
20170707_01_02_02,invisible,jitter,4,P2,67,61,29,0.453125,0.7912106378420556,0.25374625374625376
20170707_01_02_02,invisible,jitter,4,P3,137,173,48,0.3096774193548387,-0.6691093218331505,0.7712287712287712
20170707_01_02_02,invisible,null,4,P1,29,24,12,0.4528301886792453,0.47961010182611824,0.44255744255744256
20170707_01_02_02,invisible,null,4,P2,66,39,18,0.34285714285714286,0.11961712723417287,0.4945054945054945
20170707_01_02_02,invisible,null,4,P3,134,178,55,0.3525641025641026,0.44470552908399846,0.36863136863136864
20170707_01_02_02,invisible,jitter,5,P1,27,15,8,0.38095238095238093,0.5530013278059012,0.4015984015984016
20170707_01_02_02,invisible,jitter,5,P2,67,61,25,0.390625,-0.04186371685741334,0.5704295704295704
20170707_01_02_02,invisible,jitter,5,P3,134,170,52,0.34210526315789475,0.2953827780604683,0.44255744255744256
20170707_01_02_02,invisible,null,5,P1,26,21,16,0.6808510638297872,2.5326363592594565,0.004995004995004995
20170707_01_02_02,invisible,null,5,P2,65,39,13,0.25,-1.6214079063983553,0.973026973026973
20170707_01_02_02,invisible,null,5,P3,131,184,53,0.33650793650793653,-0.43873427428229306,0.7382617382617382
20170707_01_02_02,invisible,jitter,6,P1,25,16,6,0.2926829268292683,-0.9312063243008762,0.8821178821178821
20170707_01_02_02,invisible,jitter,6,P2,65,62,25,0.3937007874015748,-0.30578410786541427,0.6723276723276723
20170707_01_02_02,invisible,jitter,6,P3,136,172,58,0.37662337662337664,1.0076803233919358,0.17382617382617382
20170707_01_02_02,invisible,null,6,P1,29,22,13,0.5098039215686274,1.1711250982326502,0.20679320679320679
20170707_01_02_02,invisible,null,6,P2,68,45,19,0.336283185840708,0.23228571290444994,0.4785214785214785
20170707_01_02_02,invisible,null,6,P3,132,173,55,0.36065573770491804,0.8800468648866975,0.23676323676323677
20170707_01_02_02,invisible,jitter,7,P1,29,15,6,0.2727272727272727,-0.7832686756334899,0.8601398601398601
20170707_01_02_02,invisible,jitter,7,P2,68,59,24,0.3779527559055118,-0.42276701930501126,0.7012987012987013
20170707_01_02_02,invisible,jitter,7,P3,135,172,49,0.31921824104234525,-0.3979991762595418,0.7012987012987013
20170707_01_02_02,invisible,null,7,P1,28,22,8,0.32,-0.8471568893827227,0.8751248751248751
20170707_01_02_02,invisible,null,7,P2,67,66,31,0.46616541353383456,1.072824853425019,0.16583416583416583
20170707_01_02_02,invisible,null,7,P3,136,154,44,0.30344827586206896,-0.8829429450861133,0.8271728271728271
20170707_01_02_02,invisible,jitter,8,P1,29,15,4,0.18181818181818182,-1.6989523995788767,0.9820179820179821
20170707_01_02_02,invisible,jitter,8,P2,69,62,28,0.42748091603053434,-0.25249724770316107,0.6693306693306693
20170707_01_02_02,invisible,jitter,8,P3,130,168,44,0.2953020134228188,-0.9996760584928828,0.8741258741258742
20170707_01_02_02,invisible,null,8,P1,28,24,10,0.38461538461538464,-1.0318726255136819,0.9120879120879121
20170707_01_02_02,invisible,null,8,P2,66,54,25,0.4166666666666667,0.7426569172546612,0.2817182817182817
20170707_01_02_02,invisible,null,8,P3,136,165,53,0.3521594684385382,0.44054388614807477,0.35864135864135865
20170707_01_02_02,invisible,jitter,9,P1,28,14,6,0.2857142857142857,-0.7788379638522139,0.8431568431568431
20170707_01_02_02,invisible,jitter,9,P2,67,57,28,0.45161290322580644,1.2761811469121587,0.13186813186813187
20170707_01_02_02,invisible,jitter,9,P3,133,169,51,0.33774834437086093,-0.010406602651592803,0.5494505494505495
20170707_01_02_02,invisible,null,9,P1,29,23,12,0.46153846153846156,0.5338266121189845,0.37362637362637363
20170707_01_02_02,invisible,null,9,P2,64,62,22,0.3492063492063492,-1.4459568973543782,0.962037962037962
20170707_01_02_02,invisible,null,9,P3,129,158,45,0.313588850174216,-0.14514433843898886,0.6343656343656343
20170707_01_02_02,invisible,jitter,10,P1,26,15,5,0.24390243902439024,-0.9929395636746945,0.8851148851148851
20170707_01_02_02,invisible,jitter,10,P2,64,60,21,0.3387096774193548,-1.3363702915961648,0.9330669330669331
20170707_01_02_02,invisible,jitter,10,P3,134,167,48,0.31893687707641194,-0.7500651571752535,0.7902097902097902
20170707_01_02_02,invisible,null,10,P1,28,21,9,0.3673469387755102,-0.5804760265805646,0.7822177822177823
20170707_01_02_02,invisible,null,10,P2,66,49,18,0.3130434782608696,-1.3100086748148094,0.9310689310689311
